return_period_yr,lat,lon,prec_idf_hist,prec_idf_future,ng_idf_hist,ng_idf_future
2,62.682,-147.53268,9.9004,12.0053,19.1976,16.7909
2,62.68213,-144.53275,13.9283,15.9352,14.9506,16.1603
2,62.68214,-148.16132,10.2728,12.4443,21.6753,19.0502
2,62.68298,-146.42998,10.8587,12.56,18.124,16.8777
2,62.68371,-146.98134,11.4381,13.149,17.0861,17.3958
2,62.68505,-145.00702,12.7391,15.2813,17.6477,17.9743
2,62.68549,-145.95569,12.3926,15.3208,17.1978,16.0093
2,62.68616,-145.48135,13.9241,15.3541,22.1538,19.6216
2,62.68639,-148.23874,9.161,10.7519,20.3055,17.5947
2,62.68663,-147.61002,9.8468,12.0935,20.4035,16.2787
2,62.68829,-146.5071,11.1199,12.2684,18.9583,18.2308
2,62.6886,-144.60944,13.5039,15.3652,14.7469,16.1378
2,62.68867,-147.05856,9.4961,11.3357,14.7285,14.7259
2,62.69057,-148.31619,12.019,14.4586,24.2676,22.2243
2,62.69109,-146.03271,13.6708,16.6121,21.0352,18.303
2,62.6912,-147.68735,10.4918,12.1825,19.9989,16.5038
2,62.69123,-145.08382,13.54,16.0282,19.0239,18.6581
2,62.69205,-145.55827,14.1894,15.5899,22.0882,19.6797
2,62.69355,-146.58424,11.2574,11.7762,18.0381,18.4558
2,62.69359,-147.13583,10.6919,12.6719,16.7323,15.6846
2,62.69471,-148.39368,13.0521,15.6306,25.7653,22.5366
2,62.69503,-144.68616,12.0983,14.1365,13.96,15.5656
2,62.69574,-147.76474,10.4753,12.0206,19.1302,16.6637
2,62.69664,-146.10977,12.5797,14.9345,19.1561,17.4514
2,62.69737,-145.16068,15.0488,17.4311,21.5361,20.5224
2,62.6979,-145.63524,15.4885,17.703,21.4427,21.4713
2,62.69847,-147.2131,9.3957,11.3909,15.1947,14.4831
2,62.69876,-146.66142,11.2333,11.6495,18.0822,18.6742
2,62.6988,-148.47116,13.2544,15.5626,21.8387,19.525
2,62.70022,-147.84213,12.4879,14.2107,22.6218,18.317
2,62.70142,-144.76294,12.7283,14.9048,15.2953,16.7
2,62.70214,-146.18686,12.464,14.1229,19.25,17.2152
2,62.70285,-148.54871,13.1778,14.899,16.6669,17.6529
2,62.70329,-147.29042,11.0743,13.1439,19.0356,18.0367
2,62.70346,-145.23756,11.0782,12.724,15.7659,14.7567
2,62.7037,-145.71223,16.5838,19.5342,22.4214,22.5113
2,62.70393,-146.73865,12.4499,13.3883,20.1952,20.5554
2,62.70466,-147.91956,10.6687,11.7517,17.8144,16.6613
2,62.70684,-148.62625,13.0239,13.7655,16.379,16.4268
2,62.70761,-146.26399,12.7122,14.0499,19.5241,16.6401
2,62.70774,-144.83974,13.6651,16.0335,17.5152,18.6486
2,62.70807,-147.36777,13.2294,15.7032,23.7376,21.7946
2,62.70904,-146.81587,13.1634,13.8444,21.3374,20.3597
2,62.70904,-147.99701,9.2519,10.6268,15.9304,14.5472
2,62.70945,-145.78925,16.0637,18.5301,21.7387,20.3212
2,62.70951,-145.31448,13.8726,15.4535,19.761,17.913
2,62.71079,-148.70383,12.6407,12.5068,16.6105,15.5516
2,62.7128,-147.44513,10.3533,12.3074,17.7162,17.5553
2,62.71301,-146.34116,10.8767,12.2558,15.8302,13.334
2,62.71338,-148.07449,10.6534,12.6643,21.0502,18.11
2,62.71404,-144.91656,13.0086,15.5031,18.4598,18.0727
2,62.71412,-146.89314,13.4142,13.9513,20.6747,18.4352
2,62.7147,-148.78142,13.7162,13.2909,15.4216,15.8945
2,62.71516,-145.86632,14.2371,15.9755,20.0657,17.5284
2,62.7155,-145.39145,14.2471,15.4565,22.1898,18.9637
2,62.71731,-144.51855,14.4557,16.5787,15.6748,17.2781
2,62.71748,-147.52254,9.894,12.3079,18.1975,17.2729
2,62.71767,-148.15201,12.0991,15.0881,25.385,21.8118
2,62.71838,-146.41833,14.124,15.9027,21.0051,17.858
2,62.71914,-146.97046,13.1491,14.7593,19.918,19.1207
2,62.72028,-144.99345,13.683,16.0852,19.917,18.546
2,62.72082,-145.94342,16.508,18.5669,22.2801,20.4026
2,62.72145,-145.46843,16.4771,17.792,24.9276,23.3196
2,62.72192,-148.22954,10.2001,12.8171,21.7298,18.9769
2,62.72211,-147.59996,10.5698,13.5156,22.024,19.4255
2,62.7237,-146.49557,12.8797,14.1148,21.425,18.8325
2,62.7238,-144.59535,15.0803,17.8437,17.6749,19.018
2,62.72411,-147.04779,12.5828,14.3927,19.9592,20.0871
2,62.72611,-148.3071,10.9904,13.4403,18.1732,17.1875
2,62.72643,-146.02054,17.3159,18.6155,23.2862,21.4174
2,62.72648,-145.07037,14.1168,16.2198,20.4496,18.9478
2,62.72669,-147.67741,9.5932,11.7702,18.4619,16.1999
2,62.72736,-145.54546,16.1428,17.7263,24.0034,24.039
2,62.72897,-146.57281,13.4222,14.1863,20.8617,19.8983
2,62.72904,-147.12514,11.6208,13.0236,17.2282,17.0476
2,62.73024,-144.67218,13.5845,16.3254,16.5413,17.6669
2,62.73026,-148.38467,12.1769,14.148,16.2924,17.5493
2,62.73124,-147.7549,10.0627,11.6396,21.0917,16.5
2,62.73199,-146.09772,14.2849,15.4418,19.5395,19.2749
2,62.73263,-145.14732,12.4819,14.0314,18.0226,16.7472
2,62.73321,-145.62253,18.5149,19.8874,25.8776,27.0393
2,62.73392,-147.20251,11.3777,13.2603,17.8612,16.6809
2,62.73418,-146.65009,11.4082,11.7576,17.7671,17.5623
2,62.73436,-148.46228,12.926,14.6602,16.5228,17.7181
2,62.73572,-147.8324,10.963,12.2667,21.7172,17.7433
2,62.73663,-144.74905,11.7702,13.8632,15.4351,15.4064
2,62.7375,-146.1749,14.3245,15.1297,20.7064,20.0788
2,62.73841,-148.53992,11.7664,12.9284,14.8564,14.9094
2,62.73873,-145.2243,13.0154,14.8097,19.8008,17.6542
2,62.73875,-147.27994,14.3773,16.4187,24.6716,22.2765
2,62.73901,-145.69962,17.8781,19.5839,24.6815,24.8668
2,62.73935,-146.72742,13.1226,13.8044,20.5217,20.0419
2,62.74016,-147.90994,10.7795,12.039,15.9696,16.1861
2,62.74241,-148.61757,13.2344,13.8945,16.2302,16.2757
2,62.74297,-144.82596,11.9055,13.7724,16.6217,15.3299
2,62.74297,-146.25212,14.823,15.4094,21.8629,19.8226
2,62.74353,-147.35739,14.0476,16.1299,24.1966,21.7228
2,62.74449,-146.80475,12.7958,13.6839,20.5815,19.4356
2,62.74455,-147.98749,10.4436,12.1596,15.4362,14.475
2,62.74478,-145.30133,14.1733,15.4695,21.4827,18.3976
2,62.74478,-145.77673,17.3646,19.3808,23.5961,23.5878
2,62.74637,-148.69525,12.4063,12.6143,14.1897,14.8881
2,62.74827,-147.43486,12.7797,14.9769,22.8308,21.052
