lat,lon,prec_idf_hist,ng_idf_hist
64.22838,-144.88283,105.86,145.34
65.38499,-147.1732,180.89,182.96
64.03572,-147.23177,125.08,127.01
63.0264,-145.18753,135.36,153.38
63.36603,-147.69194,123.72,140.95
64.86224,-146.10659,156.59,193.8
62.77942,-147.73412,145.16,179.77
64.43882,-147.89695,172.11,192.53
65.22958,-145.70516,123.96,137.6
62.96174,-148.63803,106.4,139.94
62.81455,-146.82605,142.96,159.27
63.09599,-148.78702,172.65,179.55
63.85189,-144.81025,127.42,144.54
64.51035,-147.78857,135.79,157.79
64.1257,-146.1165,144.68,188.99
64.12763,-147.86259,113.07,132.4
62.82426,-145.3255,157.36,184.08
64.65373,-148.05261,177.68,197.9
64.39338,-145.95556,153.98,156.3
65.03083,-144.94144,121.62,146.34
63.10026,-147.95944,148.06,164.05
64.36772,-146.69777,163.55,186.49
63.63464,-147.58945,114.29,133.31
65.41934,-148.52916,136.87,180.42
63.27725,-146.43685,156.94,175.75
63.32261,-144.8107,182.98,219.86
63.84605,-145.21706,127.47,160.96
65.26479,-146.11841,150.11,154.94
65.5222,-147.999,142.73,163.12
65.49771,-145.08161,126.47,129.02
63.571,-147.84773,159.04,180.4
62.92935,-147.90014,135.4,181.72
65.33979,-145.86618,147.35,156.7
63.21905,-144.9681,133.49,177.08
64.09531,-147.72012,158.79,178.07
63.15439,-145.0182,190.09,227.61
63.15123,-147.06461,142.9,172.05
63.16763,-144.7419,119.53,118.93
64.85641,-147.20119,159.56,145.55
65.11176,-145.96641,140.19,173.31
64.54725,-148.46915,157.07,174.32
64.05384,-144.96899,143.5,168.55
64.8469,-146.97055,141.72,165.6
64.88207,-146.68632,105.73,112.86
65.03259,-147.07863,193.28,212.42
65.19642,-145.32092,165.15,177.0
63.94181,-145.04749,155.43,144.41
64.14253,-145.6727,124.54,153.53
62.87603,-146.86522,142.82,162.95
64.26459,-146.54912,113.44,133.02
65.02275,-147.30579,162.0,188.08
63.35886,-145.01787,142.48,144.27
63.69116,-147.39067,147.44,129.41
63.18881,-144.81498,188.74,209.42
64.79977,-147.5982,179.19,181.08
63.81736,-146.19588,181.08,197.96
65.22892,-148.05909,113.32,151.16
63.4951,-144.69865,131.3,160.76
65.13546,-146.84551,145.68,169.1
63.43506,-146.79465,138.4,151.54
62.85083,-148.27087,165.42,188.52
65.54438,-146.68147,193.14,214.66
64.7121,-145.08501,194.32,194.88
65.39842,-145.51703,120.67,166.45
64.66659,-147.78307,101.78,148.95
63.36144,-146.20902,152.8,167.9
62.90129,-144.93266,169.0,195.17
63.09261,-145.84217,135.63,157.3
64.83039,-147.52371,129.62,147.95
65.42653,-148.54051,185.39,203.22
63.09402,-148.15842,167.8,176.21
63.71568,-146.93605,105.42,139.09
63.43349,-144.6624,204.67,203.41
63.15005,-147.75352,157.69,172.27
63.40411,-147.30587,131.77,146.4
65.54904,-145.39805,157.94,191.39
64.62543,-144.63476,143.83,158.19
64.07175,-146.39126,107.54,129.33
63.29124,-147.77026,174.64,200.55
63.58393,-146.14846,166.97,179.5
63.5742,-148.55511,218.35,221.76
63.93519,-145.5708,140.87,166.5
64.77946,-147.78469,158.02,173.0
64.99489,-147.143,147.42,161.3
64.14543,-148.67452,122.85,124.86
63.76363,-146.16719,160.49,173.1
65.48577,-145.88724,172.36,206.25
63.4918,-145.58508,143.5,160.01
64.267,-144.77289,166.91,182.42
63.44693,-145.52411,153.24,192.04
62.96356,-145.71376,232.48,241.3
65.03814,-145.30932,152.78,176.05
64.43875,-145.78439,106.05,114.7
64.46335,-148.58202,146.88,155.22
63.69502,-146.1179,155.91,171.69
64.78172,-146.1808,181.99,219.53
62.92032,-144.59859,153.53,185.59
62.81965,-148.41019,151.81,169.46
64.61687,-146.41813,105.67,112.96
64.50374,-148.40287,175.09,177.27
63.22467,-144.68138,238.28,258.43
62.85312,-145.81426,147.97,137.37
65.13705,-146.9932,128.77,152.3
62.81892,-145.67837,184.29,218.24
63.90706,-146.2054,118.99,135.07
64.82636,-145.03279,161.48,183.19
64.05614,-146.48617,156.74,167.24
65.17523,-148.3678,155.33,137.95
64.72219,-148.32591,233.7,255.99
64.45605,-144.70579,191.48,189.9
65.36378,-147.48325,121.66,167.37
63.49631,-145.98139,125.1,167.57
63.60255,-145.66741,167.41,204.8
63.20672,-145.42796,161.11,175.2
62.76462,-147.71332,168.15,186.57
64.97459,-145.00462,241.78,247.76
63.20675,-144.74822,201.44,193.7
64.39806,-146.43409,119.12,170.97
65.03432,-147.90589,132.04,171.03
65.58441,-146.44838,173.99,194.77
62.79417,-146.57128,161.25,189.49
64.36398,-146.40874,151.31,165.38
62.90565,-145.36569,121.38,143.77
64.95915,-145.578,171.98,191.58
65.27157,-145.93519,229.02,236.83
63.92199,-147.49014,124.4,160.88
65.33277,-148.31901,211.68,200.55
63.97699,-144.56439,158.29,175.57
63.41735,-145.25568,144.95,152.03
64.48036,-148.0072,163.08,181.14
63.57528,-147.76051,134.8,148.04
65.03034,-145.53697,113.15,145.76
63.04893,-146.14658,214.18,232.56
64.86733,-147.65184,178.57,189.53
63.15255,-144.72207,232.52,212.55
65.37189,-145.50255,144.91,148.78
65.08598,-146.91672,164.78,170.2
64.88755,-145.73748,141.14,158.35
63.60574,-146.47917,112.43,138.28
63.96554,-148.28586,160.2,170.06
65.19934,-148.42995,222.78,253.13
62.7166,-145.96953,133.37,161.21
64.99452,-146.29943,180.17,199.97
65.05674,-146.29458,161.96,182.98
63.68064,-148.47729,251.82,243.7
65.08628,-147.18346,171.38,178.94
63.39047,-146.36394,109.51,125.13
64.982,-145.0151,139.69,156.59
63.24552,-147.24309,155.22,180.42
63.04081,-147.4836,235.35,248.49
64.36496,-148.74455,144.54,175.88
62.69634,-148.11981,178.94,213.77
63.43177,-148.11244,178.05,194.3
63.23189,-145.59825,94.13,121.54
63.87162,-147.88731,253.38,261.08
63.49226,-144.78598,152.99,148.97
64.91,-148.54228,221.1,231.07
63.81665,-146.86999,131.01,149.74
63.72201,-147.31824,110.35,134.78
64.20047,-147.04636,160.55,177.83
63.77403,-145.37242,168.65,222.18
64.15639,-146.2302,249.98,271.69
63.59441,-145.24306,176.0,156.7
65.23972,-147.22089,186.49,199.35
63.91094,-146.304,111.12,170.06
65.11881,-145.66455,130.14,138.96
63.63243,-148.57069,199.78,219.84
63.22936,-144.77802,167.65,183.52
65.3545,-147.51798,164.07,179.61
63.25689,-145.76876,243.25,251.43
63.46552,-146.9068,195.87,194.81
64.38889,-147.63143,125.0,142.48
65.06573,-144.56259,116.3,169.21
65.5031,-147.99384,183.15,186.17
63.38303,-146.35364,169.25,193.53
64.85075,-148.08655,168.48,187.21
64.4345,-147.31759,169.08,187.94
64.02029,-144.55356,227.42,257.52
64.78262,-147.01933,110.62,133.12
63.62831,-148.11839,121.73,169.97
64.45769,-148.30892,204.18,198.05
63.74207,-147.39385,166.54,194.05
64.72055,-146.83185,137.12,160.09
64.01168,-144.70352,172.56,171.34
64.88791,-145.61886,117.03,135.63
64.66791,-147.32873,111.68,166.12
63.64222,-148.60873,219.32,246.21
64.75344,-147.50451,180.21,194.17
62.74557,-147.20815,224.37,216.34
64.69822,-148.33762,133.99,145.7
62.82724,-146.16346,175.76,190.88
64.09013,-146.32366,130.37,158.58
64.7317,-146.56141,113.13,147.1
63.14881,-146.30579,164.78,170.39
64.55161,-146.39495,226.55,253.38
63.39798,-146.74271,185.39,217.93
65.32247,-147.71364,135.69,169.89
63.16177,-146.91869,241.16,221.68
63.30122,-147.80774,146.19,162.33
64.43848,-145.24345,164.01,189.43
63.34974,-145.27878,109.79,132.5
65.29243,-145.89335,159.39,168.05
65.08403,-144.85002,142.19,165.04
63.22773,-145.91159,217.99,246.42
63.97065,-147.86767,145.96,159.99
63.81825,-147.5274,168.46,201.88
63.58282,-146.07774,194.54,221.58
64.53318,-144.60135,241.8,237.3
64.43999,-148.11424,101.78,136.37
63.283,-148.61833,162.87,151.74
64.1508,-144.86957,207.16,219.59
63.05162,-145.46967,126.91,150.13
63.92544,-147.33064,165.33,175.17
62.7213,-146.78889,97.7,120.84
65.49795,-146.58699,170.56,205.13
64.42883,-145.62919,239.1,247.23
62.93901,-146.13356,191.96,218.93
65.14075,-147.70351,195.5,162.83
64.89554,-147.28383,114.95,148.66
65.26568,-148.26338,110.44,122.87
64.56768,-144.74267,189.2,205.71
63.74928,-146.7044,181.99,215.76
63.26236,-146.41629,171.59,183.92
64.56813,-147.46775,232.19,234.24
63.58052,-145.93632,193.47,207.41
64.13503,-147.54183,108.26,119.88
64.7218,-145.59551,104.6,149.67
64.16128,-144.90712,174.22,180.02
63.831,-144.85106,187.87,206.87
65.09462,-147.60877,146.4,191.4
65.3863,-145.64428,175.28,181.89
63.37943,-148.36278,216.15,246.69
63.74056,-146.99477,108.72,110.08
65.26034,-148.13233,108.9,149.32
63.93682,-147.25316,200.1,209.75
63.62708,-146.6249,190.21,203.91
65.08441,-146.57625,112.63,158.06
63.86049,-148.79259,167.14,170.78
64.93927,-147.34947,121.71,118.64
63.62446,-148.34737,114.93,143.89
63.73935,-147.10966,208.61,242.79
65.45483,-144.85112,182.43,181.26
65.59045,-148.35388,203.83,209.65
63.92805,-147.09971,120.19,148.12
64.49997,-147.67729,181.85,206.25
63.36383,-146.05181,142.53,149.9
64.93662,-147.99946,117.77,155.51
64.04968,-147.4406,165.89,169.68
62.78854,-148.61857,209.77,240.18
65.18189,-148.23111,194.42,204.72
63.03753,-147.38715,207.66,202.4
63.23546,-144.83133,150.29,160.28
62.70143,-146.9656,127.18,147.58
63.02176,-145.31683,172.67,195.12
62.75509,-147.74561,121.87,156.12
64.98787,-146.16974,167.61,171.47
64.09209,-148.57021,216.19,225.51
62.74429,-147.95893,155.74,158.1
63.22384,-147.02842,134.67,150.21
65.58518,-145.6938,209.69,224.13
64.01999,-148.74741,171.78,219.63
64.69679,-146.46277,213.11,205.69
64.17661,-147.98271,119.68,149.9
63.89952,-147.71622,169.5,162.16
63.39891,-146.44462,200.97,226.8
63.67647,-148.77748,116.88,145.45
63.58907,-146.68729,173.7,182.38
65.08794,-148.08575,120.36,139.46
64.62424,-148.49031,175.22,245.03
64.16938,-148.59132,214.22,214.54
65.23264,-146.04699,219.74,225.81
65.26096,-145.5823,185.51,162.81
65.16251,-144.93741,109.67,147.52
64.99731,-145.70453,116.11,119.88
65.4744,-145.77344,179.3,214.43
63.35038,-148.39036,146.79,228.56
63.8187,-146.63971,177.27,185.86
65.18042,-148.49856,218.18,217.0
62.96446,-146.91905,212.11,210.18
65.59137,-147.31747,100.78,142.2
65.48593,-147.25385,110.37,120.05
64.16676,-144.61301,173.52,180.97
64.07602,-144.76767,182.38,217.39
63.13984,-146.04271,107.97,190.84
63.34643,-144.68344,182.65,178.61
63.84503,-147.02734,211.28,219.98
64.44655,-145.67771,128.17,114.17
65.33388,-145.25473,204.84,196.57
64.31573,-147.85644,104.8,145.55
63.08365,-145.12791,175.46,202.93
63.98687,-146.73876,99.42,146.73
64.90743,-146.24406,172.46,180.75
63.2169,-146.65135,142.36,124.28
64.99524,-148.23543,108.2,142.42
64.60807,-148.80407,200.88,224.75
64.80334,-144.52812,189.88,175.34
64.70489,-148.20276,199.56,187.19
65.40205,-147.49298,104.35,147.56
62.9974,-148.3429,167.9,199.27
65.56029,-148.65359,153.53,141.59
63.07305,-147.55208,170.39,178.05
63.06407,-145.0117,116.73,149.74
65.20377,-146.19758,207.16,244.78
65.49428,-146.67915,196.1,187.91
63.93664,-147.84129,189.39,199.02
63.28039,-147.08479,113.44,150.81
65.20323,-146.51091,168.59,154.71
65.01079,-145.65225,119.93,165.77
64.08109,-146.54514,176.15,186.17
65.18791,-145.78887,192.95,231.42
65.1031,-144.73405,185.8,172.11
63.6416,-148.39611,127.47,154.31
62.92931,-145.57757,206.93,205.92
63.91156,-148.11123,186.28,183.54
64.37803,-146.0515,133.12,173.95
65.14626,-146.95854,197.75,183.32
63.65695,-147.10852,177.99,219.05
65.11671,-145.03943,110.6,147.46
65.24534,-145.1274,186.55,195.23
64.98596,-144.64073,140.85,155.43
64.61846,-148.216,123.12,194.46
65.47242,-145.38315,196.86,176.85
65.05951,-145.69862,221.68,201.92
63.7066,-147.2261,231.38,190.34
63.2241,-146.29491,102.38,140.31
65.53229,-147.69406,176.36,210.68
63.92363,-147.70436,127.09,118.12
65.39447,-145.05328,104.84,180.44
64.04316,-145.39503,253.63,219.63
62.74092,-148.25181,191.1,189.2
65.24891,-146.53041,226.24,205.75
63.24158,-145.22484,218.24,189.39
62.84546,-146.57329,103.35,147.19
64.35028,-147.62182,126.66,137.43
65.14517,-147.3452,188.97,188.33
64.94363,-148.57006,185.47,217.89
63.13696,-146.01602,109.88,160.03
63.42774,-146.59988,185.26,186.42
63.23453,-148.03645,235.96,233.57
65.37707,-147.35676,151.99,148.64
62.68362,-148.65164,209.63,182.67
64.44436,-148.02496,113.92,165.91
63.28518,-147.3222,185.12,216.59
62.78285,-148.35752,180.69,194.21
63.9372,-145.29557,108.24,150.5
62.86128,-146.48144,163.57,154.13
65.39711,-144.72052,109.82,167.55
64.65317,-147.0435,230.69,253.21
63.69132,-148.11681,192.2,193.01
63.03874,-147.52661,201.42,181.91
62.76524,-145.42721,104.41,144.72
65.29423,-148.23419,167.8,229.66
64.59582,-147.62885,170.97,162.52
64.7234,-145.55038,181.14,193.12
64.4161,-144.86115,111.39,157.05
63.36484,-145.18517,207.24,239.75
65.02583,-145.98526,196.08,194.3
62.96156,-144.89933,204.74,196.99
64.1429,-147.62442,107.77,148.28
62.8802,-145.19702,179.24,172.87
65.29323,-147.32657,145.14,214.16
63.99215,-147.82845,118.35,165.27
63.30477,-145.10482,182.67,185.68
64.56727,-148.0662,174.95,217.08
64.01316,-147.7176,205.79,202.44
63.96061,-144.58842,117.02,158.31
65.52228,-148.71722,189.49,181.47
65.04406,-148.50635,195.6,195.97
