cell,lat,lon,mean_ALD_hist,mean_ALD_future,ALD_diff,ALD_pct_diff
63.98699_-146.39548,63.98699,-146.39548,0.8425353469263908,1.075025064629294,0.23248971770290328,27.594061014892358
63.34511_-145.07227,63.34511,-145.07227,0.0,0.3263404507221224,0.3263404507221224,inf
63.34597_-145.55881,63.34597,-145.55881,0.30128646496378503,0.544932482872169,0.24364601790838397,80.86855741683267
63.34724_-147.17654,63.34724,-147.17654,0.5954138099000669,0.8080418149560125,0.2126280050559456,35.71096295056251
63.34734_-146.61090,63.34734,-146.6109,0.11621533900638267,0.40633858811798507,0.29012324911160237,249.64281960720217
63.34779_-148.46640,63.34779,-148.4664,0.3943477557547188,0.5591262715314341,0.16477851577671532,41.78507760526124
63.34887_-144.66447,63.34887,-144.66447,0.7564043905938256,1.1038797663596955,0.34747537576586995,45.93777879753972
63.34915_-147.82147,63.34915,-147.82147,0.5537471561710909,0.7434285689188953,0.18968141274780437,34.254155643771576
63.35050_-146.12436,63.3505,-146.12436,0.23804749627989633,0.47091583053171526,0.23286833425181894,97.8243156895094
63.35128_-145.15106,63.35128,-145.15106,0.0,0.30633844931136983,0.30633844931136983,inf
63.35183_-145.63771,63.35183,-145.63771,0.5843551708993215,0.825951470486064,0.24159629958674245,41.34408517596005
62.79204_-145.44250,62.79204,-145.4425,0.7065772188864348,1.0035625566659734,0.2969853377795386,42.03154727342998
62.79299_-148.21107,62.79299,-148.21107,0.6280612417312001,0.9030455798127838,0.2749843380815836,43.78304531634709
62.79311_-147.57979,62.79311,-147.57979,0.4846791755112405,0.6560912539386655,0.171412078427425,35.366091032613326
62.79422_-144.56708,62.79422,-144.56708,0.7289901599739231,1.0018629624682989,0.27287280249437573,37.43161670441981
62.79449_-146.47240,62.79449,-146.4724,0.6969534153802599,1.0196886151894287,0.32273519980916876,46.30656693648362
62.79502_-147.02612,62.79502,-147.02612,0.5992085070592896,0.823974870197125,0.22476636313783538,37.51054273927315
62.79700_-145.04337,62.797,-145.04337,0.7499396272865547,1.0586832381096092,0.30874361082305446,41.16912876575895
62.79713_-145.99609,62.79713,-145.99609,0.6240610880811978,0.8680672050475412,0.24400611696634344,39.09971661854286
62.79720_-148.28885,62.7972,-148.28885,0.6548419064014404,0.9368840539347263,0.28204214753328594,43.070265475707735
62.79771_-147.65744,62.79771,-147.65744,0.4742772800207661,0.643173427595145,0.16889614757437887,35.611266803036365
63.08014_-145.89697,63.08014,-145.89697,0.5959322843105168,0.8286250835089704,0.23269279919845354,39.04685235633358
63.08059_-145.41541,63.08059,-145.41541,0.4735302284654797,0.656101320395833,0.1825710919303533,38.55531937675711
63.08180_-148.21483,63.0818,-148.21483,0.38368837055199645,0.5495875926092533,0.16589922205725682,43.238011571365725
63.08189_-147.57651,63.08189,-147.57651,0.6336480785157664,0.8532693853327128,0.21962130681694636,34.65982368815496
63.08255_-144.53024,63.08255,-144.53024,0.39905490216518724,0.5855100277896408,0.18645512562445354,46.724178706435524
63.08321_-146.45679,63.08321,-146.45679,0.5759737320437797,0.8054116537465033,0.2294379217027236,39.83478914716966
63.08378_-147.01666,63.08378,-147.01666,0.4690316130866438,0.641269390630262,0.1722377775436182,36.72199756646272
63.08544_-145.01183,63.08544,-145.01183,0.44301617796299214,0.6296524018754879,0.18663622391249574,42.128534621615245
63.08579_-145.97516,63.08579,-145.97516,0.6014977462983828,0.8340640170265972,0.23256627072821434,38.664529029315105
63.08601_-148.29346,63.08601,-148.29346,0.36905974333864844,0.5488501071742606,0.1797903638356122,48.71578845450964
63.51959_-146.47250,63.51959,-146.4725,0.0,0.0033956088245041586,0.0033956088245041586,inf
63.52009_-147.04193,63.52009,-147.04193,0.32681215932241336,0.525094458203743,0.19828229888132964,60.67164064287955
63.52189_-145.00284,63.52189,-145.00284,0.5265833292892923,0.6894518892987822,0.1628685600094899,30.929304243130307
63.52197_-148.34056,63.52197,-148.34056,0.31100084778856174,0.4977884297387296,0.18678758195016787,60.060152015134705
63.52222_-145.98264,63.52222,-145.98264,0.7468620748593424,1.067866149206916,0.3210040743475735,42.98036881950776
63.52267_-147.69122,63.52267,-147.69122,0.1095876144156425,0.38157701141006733,0.2719893969944248,248.19355585461227
63.52299_-145.49274,63.52299,-145.49274,0.0,0.23547229845242734,0.23547229845242734,inf
63.52489_-146.55215,63.52489,-146.55215,0.0,0.0,0.0,
63.52504_-147.12172,63.52504,-147.12172,0.19042857876799224,0.4136570915122724,0.22322851274428018,117.22427074155166
63.52542_-144.59221,63.52542,-144.59221,0.3918059906826535,0.5464463076014899,0.15464031691883645,39.468594303370075
63.96022_-145.49196,63.96022,-145.49196,1.295244099106574,1.9761009475836602,0.6808568484770863,52.5659100818698
63.96207_-146.56979,63.96207,-146.56979,0.8314656918475073,1.0940054883765753,0.262539796529068,31.575541733502867
63.96212_-147.14926,63.96212,-147.14926,0.6136248409483297,0.8009080882562223,0.1872832473078926,30.52080600558066
63.96262_-144.57576,63.96262,-144.57576,1.0134658822043057,1.4059577276302822,0.3924918454259765,38.727682136896405
63.96277_-148.47070,63.96277,-148.4707,0.7119088139182315,1.041849461991157,0.32994064807292545,46.34591419889652
63.96411_-147.81000,63.96411,-147.81,0.9185572083653466,1.3916188421704714,0.4730616338051248,51.500508568974126
63.96505_-146.07133,63.96505,-146.07133,1.032296060160094,1.448902168223419,0.4166061080633252,40.35723123836351
63.96531_-145.07425,63.96531,-145.07425,1.2917917714541947,1.8897876292359408,0.5979958577817461,46.29196988215607
63.96614_-145.57278,63.96614,-145.57278,1.3143191778177876,2.0146345236635486,0.7003153458457609,53.283506599098715
63.96683_-148.55215,63.96683,-148.55215,0.7898581963209574,1.1960171686778758,0.40615897235691834,51.42175826607189
62.72648_-145.07037,62.72648,-145.07037,0.7877090712683683,1.116724956350923,0.32901588508255464,41.768705869131814
62.72669_-147.67741,62.72669,-147.67741,0.6269482658728934,0.8528542364945317,0.2259059706216383,36.03263345933525
62.72736_-145.54546,62.72736,-145.54546,0.7213695951441559,0.9886022945467773,0.2672326994026214,37.04518477095207
62.72897_-146.57281,62.72897,-146.57281,0.682329479421798,0.9112430220751515,0.2289135426533535,33.54882788405002
62.72904_-147.12514,62.72904,-147.12514,0.6948300423367184,0.9612796061718154,0.266449563835097,38.34744435330188
62.73024_-144.67218,62.73024,-144.67218,0.8186659960428442,1.1375903462038166,0.3189243501609724,38.95658934199605
62.73026_-148.38467,62.73026,-148.38467,0.5128544668097679,0.7080515462109751,0.19519707940120723,38.06091045973308
62.73124_-147.75490,62.73124,-147.7549,0.5865606549679516,0.7970043166427736,0.21044366167482198,35.87756183311002
62.73199_-146.09772,62.73199,-146.09772,0.7083103956030431,1.000727675820484,0.29241728021744084,41.2837764393507
62.73263_-145.14732,62.73263,-145.14732,0.7885313818819281,1.1142722029459398,0.3257408210640117,41.3098106871271
63.57390_-148.65184,63.5739,-148.65184,0.5181825526806,0.6917907749555423,0.17360822227494233,33.5032936514078
63.57439_-146.20912,63.57439,-146.20912,0.28487633846438043,0.48220418069693416,0.19732784223255373,69.26789472802307
63.57517_-147.35049,63.57517,-147.35049,0.0,0.010933475466361685,0.010933475466361685,inf
63.57575_-145.22726,63.57575,-145.22726,0.28149378482940024,0.44348103636296843,0.1619872515335682,57.54558724333499
63.57600_-145.71820,63.576,-145.7182,0.4394948357056412,0.6121816107115787,0.17268677500593754,39.29210561227102
63.57603_-146.77980,63.57603,-146.7798,0.0,0.0,0.0,
63.57618_-148.00117,63.57618,-148.00117,0.6139926152402052,0.8578462453062433,0.2438536300660381,39.7160526060461
63.57786_-148.73206,63.57786,-148.73206,0.6410554753023625,0.8799600468371586,0.23890457153479605,37.26737868077852
63.57985_-146.28889,63.57985,-146.28889,0.0,0.22882559434931884,0.22882559434931884,inf
63.57993_-147.43048,63.57993,-147.43048,0.0,0.0009662361609963888,0.0009662361609963888,inf
62.97503_-148.24277,62.97503,-148.24277,0.5037479081706357,0.6921757846152354,0.18842787644459968,37.40519283323218
62.97530_-147.60706,62.9753,-147.60706,0.4197800347965027,0.5920849668760878,0.17230493207958508,41.04648096546887
62.97681_-144.57321,62.97681,-144.57321,0.6307208225171317,0.8732643047893554,0.24254348227222366,38.454966700522355
62.97688_-146.49191,62.97688,-146.49191,0.5698054315134372,0.7494542239489036,0.1796487924354664,31.528094065075596
62.97733_-147.04950,62.97733,-147.0495,0.6248977146948095,0.8542987040459981,0.22940098935118858,36.71016615306787
62.97923_-148.32108,62.97923,-148.32108,0.5134623616319128,0.7000731787382639,0.18661081710635108,36.343621470764646
62.97956_-145.05286,62.97956,-145.05286,0.49910029981019666,0.6818588379951425,0.1827585381849458,36.617597355571064
62.97959_-146.01227,62.97959,-146.01227,0.5970687576539425,0.8250431349581863,0.22797437730424375,38.1822653390912
62.97989_-147.68527,62.97989,-147.68527,0.40286411040523074,0.583152203749324,0.18028809334409324,44.751589602445854
62.98048_-145.53256,62.98048,-145.53256,0.6094239880633916,0.8244416440532751,0.21501765598988354,35.282112322680284
63.85146_-148.41748,63.85146,-148.41748,0.4835060065080282,0.6714650070047411,0.18795900049671288,38.874181078780865
63.85257_-147.75967,63.85257,-147.75967,0.520699534230738,0.7019546329958887,0.18125509876515067,34.80992143250717
63.85284_-145.03607,63.85284,-145.03607,1.3721067718777364,2.055602866647307,0.6834960947695707,49.813623019599426
63.85287_-146.02872,63.85287,-146.02872,1.0587594089460488,1.4844648579135296,0.42570544896748075,40.20794954646523
63.85382_-145.53239,63.85382,-145.53239,1.1992926337716403,1.7317106645515339,0.5324180307798936,44.39433844477964
63.85523_-147.18271,63.85523,-147.18271,0.764083668615698,0.9900959293358302,0.22601226072013225,29.57951727061542
63.85533_-146.60568,63.85533,-146.60568,0.5997049019670129,0.793011550393629,0.19330664842661616,32.233628204901535
63.85556_-148.49855,63.85556,-148.49855,0.5467006026491162,0.7523683929039167,0.20566779025480042,37.61982139002731
63.85648_-144.62006,63.85648,-144.62006,1.158726640020679,1.7567533920275902,0.5980267520069111,51.61068463880648
63.85707_-147.84064,63.85707,-147.84064,0.818560264411972,1.1795502559390862,0.3609899915271142,44.10060043489138
63.33142_-146.37366,63.33142,-146.37366,0.1767152840425238,0.4228226965788478,0.246107412536324,139.26775709853263
63.33237_-146.93893,63.33237,-146.93893,0.36778185300642774,0.5504617677490349,0.18267991474260714,49.670725526366425
63.33265_-144.91476,63.33265,-144.91476,0.0,0.2954247757634799,0.2954247757634799,inf
63.33368_-145.88737,63.33368,-145.88737,0.29484358418246204,0.5102857037880156,0.2154421196055536,73.0699703718934
63.33410_-145.40106,63.3341,-145.40106,0.0,0.08864904701042425,0.08864904701042425,inf
63.33532_-148.22809,63.33532,-148.22809,0.5820946213250491,0.7598335826768698,0.17773896135182077,30.53437617190575
63.33548_-147.58348,63.33548,-147.58348,0.5520688409801466,0.7443146035556908,0.19224576257554415,34.82278808458557
63.33678_-146.45270,63.33678,-146.4527,0.08995595856397422,0.3689667423876296,0.2790107838236554,310.16376044198404
63.33738_-147.01810,63.33738,-147.0181,0.46617554433178987,0.6489846200289904,0.1828090756972005,39.214643050234805
63.33890_-144.99350,63.3389,-144.9935,0.0,0.27134088050848715,0.27134088050848715,inf
63.37225_-146.44080,63.37225,-146.4408,0.0,0.006787567265607044,0.006787567265607044,inf
63.37290_-147.00699,63.3729,-147.00699,0.49870059700676905,0.6843949914365491,0.18569439442978009,37.235647108571555
63.37423_-144.97958,63.37423,-144.97958,0.25614957121499216,0.48860369531392145,0.2324541240989293,90.74937076659218
63.37479_-145.95377,63.37479,-145.95377,0.07470866358000217,0.3641606517967588,0.28945198821675666,387.4409932481197
63.37517_-148.29817,63.37517,-148.29817,0.5961652088625544,0.7892472083379953,0.1930819994754409,32.38733099568644
63.37544_-145.46667,63.37544,-145.46667,0.0,0.207326097805926,0.207326097805926,inf
63.37566_-147.65256,63.37566,-147.65256,0.5538217563319228,0.7485184609610627,0.1946967046291399,35.155120289722255
63.37757_-146.51999,63.37757,-146.51999,0.0,0.07841163095143464,0.07841163095143464,inf
63.37770_-144.57132,63.3777,-144.57132,0.7733044841010538,1.0765516660457144,0.3032471819446606,39.21446056234596
63.37788_-147.08629,63.37788,-147.08629,0.5408000243482979,0.7298353149062872,0.1890352905579893,34.9547488992424
63.66055_-147.56970,63.66055,-147.5697,0.0,0.2532390149494448,0.2532390149494448,inf
63.66167_-146.42445,63.66167,-146.42445,0.6057626192178547,0.797627037133954,0.19186441791609932,31.6732019819628
63.66238_-146.99710,63.66238,-146.9971,0.0,0.27882767301468747,0.27882767301468747,inf
63.66338_-144.94659,63.66338,-144.94659,0.922944221382487,1.2701773446949907,0.34723312331250367,37.622330284746766
63.66411_-145.93187,63.66411,-145.93187,1.5404961083217488,2.2608103420796257,0.720314233757877,46.758588344803
63.66464_-148.30299,63.66464,-148.30299,0.6787969516627801,0.9284264724091539,0.2496295207463738,36.775286060858356
63.66467_-145.43924,63.66467,-145.43924,0.5523623339899193,0.7289876738619361,0.17662533987201678,31.976354831471948
63.66517_-147.65001,63.66517,-147.65001,0.014029162872609472,0.28627717904539374,0.27224801617278427,1940.5863246788665
63.66673_-144.53369,63.66673,-144.53369,1.3230185437847497,1.9475717075167456,0.6245531637319959,47.2066825265609
63.66700_-146.50455,63.667,-146.50455,0.3888606497971009,0.5238447728434203,0.13498412304631946,34.71272372680323
63.64690_-145.69211,63.6469,-145.69211,0.7865043313744136,1.1042203377839748,0.3177160064095612,40.39596398081542
63.64715_-146.75665,63.64715,-146.75665,0.0,0.09761116728144742,0.09761116728144742,inf
63.64748_-147.98145,63.64748,-147.98145,0.40865898044381144,0.5800064793149309,0.17134749887111944,41.92921410537285
63.64926_-148.71439,63.64926,-148.71439,0.8253382079635019,1.1589966493002435,0.3336584413367416,40.426874476105276
63.65073_-144.78719,63.65073,-144.78719,0.7785052302633566,1.0984139420256471,0.3199087117622905,41.092686256464866
63.65085_-146.26437,63.65085,-146.26437,0.46437664591468364,0.621351030660632,0.15697438474594838,33.80324702521498
63.65116_-147.40916,63.65116,-147.40916,0.0,0.08217549872668281,0.08217549872668281,inf
63.65185_-148.06180,63.65185,-148.0618,0.45706470728335247,0.6207882170845425,0.16372350980119,35.82064140858973
63.65228_-146.83676,63.65228,-146.83676,0.0,0.006617113068041813,0.006617113068041813,inf
63.65263_-145.27957,63.65263,-145.27957,0.9807419662614089,1.4246042159046937,0.4438622496432848,45.25780122729824
63.13922_-145.23250,63.13922,-145.2325,0.46037592597987653,0.6502584863289069,0.1898825603490304,41.2451107092273
63.13945_-145.71518,63.13945,-145.71518,0.5045239641600463,0.7142777907571121,0.20975382659706576,41.57460130685233
63.13959_-146.75888,63.13959,-146.75888,0.39658038724876926,0.5755533966722263,0.178973009423457,45.129062146784825
63.14001_-147.95969,63.14001,-147.95969,0.46075402173947366,0.6546156297512014,0.1938616080117277,42.07485965718684
63.14195_-148.67825,63.14195,-148.67825,0.30720171358487003,0.4892322751746411,0.18203056158977104,59.25440957525186
63.14332_-146.27625,63.14332,-146.27625,0.3644019662400336,0.5445955307369944,0.18019356449696078,49.44911970597499
63.14349_-144.82797,63.14349,-144.82797,0.29512488558845884,0.47994181361544397,0.18481692802698513,62.623295103858425
63.14361_-147.39859,63.14361,-147.39859,0.4553991832748583,0.6613254805144444,0.2059262972395861,45.218855193971294
63.14439_-148.03845,63.14439,-148.03845,0.3448291902405101,0.5156306467129961,0.17080145647248596,49.5321919682484
63.14471_-146.83742,63.14471,-146.83742,0.36115678988549693,0.5352244920511864,0.17406770216568945,48.19726696011358
63.81736_-146.04143,63.81736,-146.04143,1.0725893320387214,1.4903638370896624,0.41777450505094094,38.95008952371894
63.81743_-145.05017,63.81743,-145.05017,1.322732377440381,1.9643632222850593,0.6416308448446784,48.50798663341847
63.81833_-145.54579,63.81833,-145.54579,1.0518442790091653,1.5302775642249422,0.4784332852157769,45.48518205246692
63.81961_-147.19379,63.81961,-147.19379,0.5464694632669977,0.7187199421084569,0.17225047884145916,31.520604611954294
63.81976_-146.61758,63.81976,-146.61758,0.40403570056006166,0.5591951399889544,0.15515943942889276,38.40240830545806
63.81984_-148.50778,63.81984,-148.50778,0.46232271382310863,0.6440487602163892,0.1817260463932806,39.307185426933536
63.82112_-144.63474,63.82112,-144.63474,1.2245004679230242,1.8477274793177638,0.6232270113947396,50.896429010913
63.82137_-147.85078,63.82137,-147.85078,0.4702387960311874,0.6480633077085337,0.1778245116773463,37.815789164608304
63.82294_-146.12193,63.82294,-146.12193,0.8572590553503523,1.1353023810692457,0.27804332571889345,32.43399110030517
63.82363_-145.13043,63.82363,-145.13043,1.3795497988627563,1.9974399850599334,0.6178901861971771,44.78926289623906
63.65268_-145.77199,63.65268,-145.77199,0.8089397194139976,1.1340178604410263,0.3250781410270287,40.18570645319752
63.65317_-148.79486,63.65317,-148.79486,0.8181890156279131,1.0985331220843664,0.28034410645645325,34.26397826195518
63.65588_-147.48941,63.65588,-147.48941,0.0,0.1890264266582381,0.1890264266582381,inf
63.65617_-148.14218,63.65617,-148.14218,0.5358853365364329,0.7250308383913883,0.18914550185495538,35.2958905495441
63.65629_-146.34439,63.65629,-146.34439,0.5970768042568746,0.7760791533494249,0.1790023490925503,29.97978615420134
63.65708_-144.86688,63.65708,-144.86688,0.9533945226453877,1.382674487959423,0.42927996531403534,45.02647698488035
63.65735_-146.91692,63.65735,-146.91692,0.0,0.040709671123224524,0.040709671123224524,inf
63.65842_-145.85190,63.65842,-145.8519,1.1497714945458917,1.771409301821755,0.6216378072758633,54.06620447842834
63.65867_-145.35938,63.65867,-145.35938,0.6405276712827873,0.8294823029500362,0.1889546316672489,29.49983898257334
63.66043_-148.22256,63.66043,-148.22256,0.6255098158797072,0.8418569650464838,0.21634714916677655,34.58733079392356
62.70142_-144.76294,62.70142,-144.76294,0.8626266549083016,1.192349850214991,0.32972319530668937,38.223163338459486
62.70214_-146.18686,62.70214,-146.18686,0.7241824305054946,1.0160690696004329,0.2918866390949383,40.305678072194496
62.70285_-148.54871,62.70285,-148.54871,0.4815389004236579,0.6652615276702797,0.1837226272466218,38.153226475572936
62.70329_-147.29042,62.70329,-147.29042,0.5907415490910127,0.7786752785987261,0.18793372950771337,31.813189676075975
62.70346_-145.23756,62.70346,-145.23756,0.8049937434398176,1.160580256772694,0.3555865133328764,44.172580995899445
62.70370_-145.71223,62.7037,-145.71223,0.7357931718822,1.05108633655433,0.31529316467213,42.8507869766707
62.70393_-146.73865,62.70393,-146.73865,0.6112618157893703,0.8234695980227912,0.21220778223342085,34.716348502708335
62.70466_-147.91956,62.70466,-147.91956,0.5124782808165247,0.6882099203524609,0.17573163953593618,34.29055359301185
62.70684_-148.62625,62.70684,-148.62625,0.5345547614461722,0.7364415022008893,0.20188674075471713,37.76727013122797
62.70761_-146.26399,62.70761,-146.26399,0.7500350361762137,1.0790668265285275,0.3290317903523138,43.86885605101398
63.75449_-147.95166,63.75449,-147.95166,0.6328377525125116,0.8657445929842904,0.2329068404717788,36.8035629270038
63.75642_-148.68768,63.75642,-148.68768,0.5999683375021342,0.8273448227291609,0.2273764852270267,37.89808078434104
63.75680_-144.74396,63.7568,-144.74396,1.5033353742493742,2.2124803302842557,0.7091449560348815,47.17144079636671
63.75742_-146.22734,63.75742,-146.22734,0.7490288278103758,0.9708332893435065,0.22180446153313071,29.612273025796377
63.75800_-147.37695,63.758,-147.37695,0.3242784429872061,0.491428697915484,0.1671502549282779,51.545287250214336
63.75887_-148.03235,63.75887,-148.03235,0.5449502303415618,0.7422156637318487,0.1972654333902869,36.19879805659421
63.75890_-145.23840,63.7589,-145.2384,0.8091197065971105,1.1087874868118712,0.2996677802147607,37.036272602364875
63.75897_-146.80214,63.75897,-146.80214,0.8872110534951427,1.2290664365088257,0.341855383013683,38.53146121962226
63.75909_-145.73288,63.75909,-145.73288,0.9279043569351592,1.2789994605188322,0.351095103583673,37.83742375597091
63.76035_-148.76849,63.76035,-148.76849,0.6431058110112091,0.8953952667492854,0.25228945573807626,39.22985166956903
63.42590_-144.71461,63.4259,-144.71461,0.2467885366027628,0.43752397113942365,0.19073543453666086,77.28699118779312
63.42696_-146.17886,63.42696,-146.17886,0.15238484487742507,0.4292663887309506,0.2768815438535255,181.69887174557465
63.42719_-148.60757,63.42719,-148.60757,0.6167084831181693,0.8499314182773741,0.23322293515920478,37.81737101782598
63.42804_-147.31369,63.42804,-147.31369,0.37811186479163866,0.5426766291322376,0.1645647643405989,43.5227718736844
63.42812_-145.20267,63.42812,-145.20267,0.0,0.22294481453117004,0.22294481453117004,inf
63.42847_-145.69080,63.42847,-145.6908,0.5265421007706356,0.7103483477428354,0.18380624697219983,34.90817670670304
63.42877_-146.74628,63.42877,-146.74628,0.0,0.26178777985686014,0.26178777985686014,inf
63.42924_-147.96063,63.42924,-147.96063,0.39996715570758556,0.5817350129389508,0.18176785723136524,45.44569588715305
63.43116_-148.68733,63.43116,-148.68733,0.5779223052854088,0.782270788749627,0.2043484834642182,35.35916187960595
63.43229_-144.79358,63.43229,-144.79358,0.3803330890332296,0.5588334401689967,0.17850035113576712,46.93263780690183
63.86490_-147.34445,63.8649,-147.34445,0.6520300871332207,0.8322606110448483,0.18023052391162753,27.64144285182401
63.86519_-145.19687,63.86519,-145.19687,1.4016153865091083,2.060898350686667,0.6592829641775588,47.037366350520905
63.86554_-145.69345,63.86554,-145.69345,1.085410154713783,1.5403072209573228,0.45489706624353965,41.910153896016716
63.86573_-146.76721,63.86573,-146.76721,0.6815808306032454,0.8854889622802947,0.20390813167704935,29.916940518496798
63.86593_-148.00262,63.86593,-148.00262,0.42158888940274286,0.5800765628881296,0.15848767348538673,37.59294361621181
63.86755_-148.74191,63.86755,-148.74191,0.875747688289942,1.3423319877499882,0.4665842994600462,53.27839350294349
63.86934_-144.78069,63.86934,-144.78069,1.2810021902960889,1.9210174540131608,0.640015263717072,49.962074113951346
63.86947_-146.27066,63.86947,-146.27066,0.8495004503281369,1.1278629465060916,0.2783624961779547,32.76778677049924
63.86967_-147.42538,63.86967,-147.42538,0.47388910123333977,0.6119920772645836,0.13810297603124383,29.142467229530748
63.87029_-148.08368,63.87029,-148.08368,0.25296071272883974,0.40477514814344506,0.15181443541460532,60.01502517007145
63.67427_-147.81073,63.67427,-147.81073,0.18207649095384223,0.40614157115968363,0.2240650802058414,123.0609613750979
63.67533_-146.09189,63.67533,-146.09189,0.7436139059195206,0.9793303099287505,0.23571640400922989,31.69876223841635
63.67582_-145.10617,63.67582,-145.10617,0.8518197142757418,1.1395382239064547,0.2877185096307129,33.77692542316246
63.67651_-145.59903,63.67651,-145.59903,0.8298733179345896,1.1809929123802767,0.3511195944456871,42.31002333218312
63.67699_-148.54443,63.67699,-148.54443,0.7130766352077587,0.9348261384617013,0.2217495032539426,31.097569644717737
63.67717_-147.23782,63.67717,-147.23782,0.012561571060728274,0.3242508356020656,0.31168926454133733,2481.292053633192
63.67752_-146.66484,63.67752,-146.66484,0.3665350730119704,0.5225811113295541,0.15604603831758368,42.57328965419019
63.67874_-147.89111,63.67874,-147.89111,0.34734785027301085,0.5259151318072399,0.17856728153422907,51.40877693467155
63.67968_-144.69305,63.67968,-144.69305,1.4890952167705385,2.138781619525689,0.6496864027551503,43.62960779392951
63.68088_-146.17197,63.68088,-146.17197,0.5976605950596318,0.7770350385458527,0.1793744434862209,30.012760581668225
62.89652_-148.81699,62.89652,-148.81699,0.42392510107432235,0.6172960037459763,0.1933709026716539,45.614402681419
62.89655_-144.92517,62.89655,-144.92517,0.6365894027428873,0.8553180990108151,0.2187286962679278,34.35946236702755
62.89758_-145.88153,62.89758,-145.88153,0.6204761419700036,0.8392300860608723,0.2187539440908688,35.25581876465514
62.89798_-145.40334,62.89798,-145.40334,0.5981806263743981,0.8123423660786533,0.21416173970425523,35.802185871899596
62.89962_-147.54933,62.89962,-147.54933,0.5230077283436286,0.693110163855646,0.17010243551201742,32.523885650931724
62.89967_-148.18320,62.89967,-148.1832,0.6425963281752574,0.8412663761840518,0.1986700480087944,30.916772987630655
62.89985_-144.52435,62.89985,-144.52435,0.686237555325414,0.9369886374598777,0.25075108213446373,36.53998242861505
62.90073_-146.43742,62.90073,-146.43742,0.5627444690959368,0.7771308409106136,0.2143863718146768,38.0965755485956
62.90139_-146.99339,62.90139,-146.99339,0.6535374043791761,0.882951918193142,0.22941451381396594,35.10350169351008
62.90279_-145.00258,62.90279,-145.00258,0.6332439840880315,0.8538383766593998,0.22059439257136826,34.83560809330989
63.21965_-146.33076,63.21965,-146.33076,0.3164139298708838,0.4968432502759096,0.1804293204050258,57.023191260464415
63.21992_-148.09818,63.21992,-148.09818,0.5155673787695989,0.6992459428961052,0.1836785641265063,35.62649067612754
63.22039_-144.87820,63.22039,-144.8782,0.11890472163189036,0.381673427100108,0.2627687054682176,220.9909765246385
63.22078_-146.89360,63.22078,-146.8936,0.2572253897924863,0.4437114124516841,0.18648602265919778,72.49907282078307
63.22174_-145.84660,63.22174,-145.8466,0.5068807018315553,0.6912573434799653,0.18437664164840994,36.37476056637905
63.22199_-145.36240,63.22199,-145.3624,0.18289229681214336,0.3945310415363784,0.21163874472423505,115.71769200406423
63.22411_-147.53537,63.22411,-147.53537,0.6602653488710718,0.9178491526554342,0.2575838037843624,39.01216446157317
63.22421_-148.17720,63.22421,-148.1772,0.5214065533581149,0.6927268689297577,0.17132031557164273,32.85733837986031
63.22503_-146.40947,63.22503,-146.40947,0.4143748031893534,0.6026733681499421,0.18829856496058872,45.44160588706054
63.22580_-146.97241,63.2258,-146.97241,0.27562460815594464,0.4552238224612363,0.1795992143052917,65.16080530939999
63.27962_-146.14897,63.27962,-146.14897,0.4597595500304944,0.6491282884059952,0.18936873837550083,41.18864705756315
63.28053_-148.56381,63.28053,-148.56381,0.3886500478152608,0.5513352800664512,0.16268523225119036,41.8590537080084
63.28057_-145.17836,63.28057,-145.17836,0.0,0.07381985661307748,0.07381985661307748,inf
63.28101_-145.66367,63.28101,-145.66367,0.5789155264747644,0.8188126341687009,0.23989710769393646,41.4390522836312
63.28101_-147.27730,63.28101,-147.2773,0.4220100947214582,0.6057750602258216,0.18376496550436344,43.54515870660746
63.28156_-146.71312,63.28156,-146.71312,0.3060920447889257,0.532102290347077,0.2260102455581513,73.83734710060922
63.28238_-147.92056,63.28238,-147.92056,0.5814331487891855,0.7722884937575134,0.1908553449683279,32.82498518802679
63.28453_-148.64313,63.28453,-148.64313,0.43192149315087836,0.6070750963675275,0.1751536032166492,40.55218506004394
63.28468_-144.77161,63.28468,-144.77161,0.2183536832746752,0.47801989808686446,0.25966621481218927,118.92000671476903
63.28511_-146.22781,63.28511,-146.22781,0.4469994976011515,0.63371107222897,0.18671157462781857,41.7699741565297
63.26583_-146.47641,63.26583,-146.47641,0.48808419634955824,0.673853195003163,0.18576899865360474,38.06085098493128
63.26633_-147.04025,63.26633,-147.04025,0.40192924151996967,0.5825255973864544,0.1805963558664847,44.93237545582059
63.26822_-145.02121,63.26822,-145.02121,0.0,0.16415856767612352,0.16415856767612352,inf
63.26825_-148.32608,63.26825,-148.32608,0.4787873211303265,0.6350157684807585,0.15622844735043195,32.63003017323142
63.26847_-145.99138,63.26847,-145.99138,0.4648642335337707,0.6357514308939323,0.17088719736016156,36.76066796129353
63.26890_-147.68314,63.2689,-147.68314,0.5980618757482463,0.8088298662504723,0.21076799050222594,35.24183684815726
63.26927_-145.50629,63.26927,-145.50629,0.15846821489122373,0.41115734921868874,0.252689134327465,159.4572984247451
63.27113_-146.55527,63.27113,-146.55527,0.42027982376279505,0.6190207215746821,0.19874089781188709,47.28775605560737
63.27127_-147.11923,63.27127,-147.11923,0.4038284927743067,0.5943305792290281,0.1905020864547214,47.1740082394805
