lat,lon,mean_ALD_hist,mean_ALD_future_medium,mean_ALD_future_high
63.20988,-145.20551,0.284098384,0.502128654,0.702128654
63.20992,-147.29868,0.391253153,0.588763121,0.788763121
63.21023,-145.68948,0.538443706,0.742994965,0.942994965
63.21056,-146.73605,0.40341711,0.599149502,0.799149502
63.2112,-147.94019,0.428818197,0.621171833,0.821171833
63.76912,-146.96313,0.6482808,0.82807436,1.02807436
63.7695,-144.90401,1.352264051,2.027807128,2.227807128
63.77058,-145.89342,1.000842296,1.450590119,1.650590119
63.77099,-145.3987,0.488067957,0.660886137,0.860886137
63.77172,-148.27454,0.419394714,0.598589221,0.798589221
63.77209,-147.6188,0.336437701,0.50511876,0.70511876
63.77364,-146.46851,0.725506436,0.927780075,1.127780075
63.77412,-147.04367,0.575475647,0.747876113,0.947876113
63.77578,-144.9841,1.20468242,1.759648907,1.959648907
63.77591,-148.35532,0.422898211,0.597527486,0.797527486
63.83005,-145.70663,1.035921955,1.428493268,1.628493268
63.83014,-146.77888,0.662802201,0.856493296,1.056493296
63.83022,-148.01256,0.540751239,0.705927206,0.905927206
63.83181,-148.75079,0.727267059,1.05639324,1.25639324
63.83393,-146.28305,0.76556258,1.011395976,1.211395976
63.83395,-144.79515,1.30582815,1.938860357,2.138860357
63.83403,-147.43613,0.609522056,0.793038264,0.993038264
63.83458,-148.09349,0.414366315,0.589302425,0.789302425
63.83527,-146.85959,0.650053209,0.834558111,1.034558111
63.83582,-145.78709,1.06277722,1.518154408,1.718154408
62.69471,-148.39368,0.405212994,0.561177514,0.761177514
62.69503,-144.68616,0.875260407,1.22965747,1.42965747
62.69574,-147.76474,0.513284455,0.680931591,0.880931591
62.69664,-146.10977,0.717167727,1.000280483,1.200280483
62.69737,-145.16068,0.811864326,1.171899194,1.371899194
62.6979,-145.63524,0.739258203,1.049753768,1.249753768
62.69847,-147.2131,0.655518766,0.861789845,1.061789845
