lat,lon,mean_ALD_hist
64.66975,-147.02013,0.82
63.99365,-144.65605,0.64
64.65735,-146.57219,0.81
63.23242,-146.92548,0.67
65.01121,-146.66068,0.92
63.49622,-144.54082,0.74
63.80969,-147.37438,0.91
64.25822,-147.91378,0.59
64.55571,-145.45484,0.79
65.37304,-146.52143,0.76
64.38495,-145.09872,0.92
64.51121,-145.39224,0.80
63.79333,-146.20869,0.76
62.85034,-146.08159,0.93
65.11361,-146.42648,0.97
64.25217,-146.17839,0.76
65.53446,-148.06761,0.57
63.2259,-147.81562,0.89
63.87104,-146.97103,0.83
63.61967,-146.61448,0.84
65.10626,-144.88147,0.87
62.76093,-145.84871,0.95
64.57982,-145.20605,0.95
65.35865,-147.76945,0.74
64.47172,-146.54033,0.88
63.65325,-146.08301,0.72
65.08485,-145.63942,0.99
62.80586,-148.73568,0.81
64.36773,-146.50861,0.82
62.71119,-144.95312,0.95
62.84147,-148.37247,0.93
64.82142,-148.59986,0.92
65.43415,-146.63739,0.94
63.52357,-148.69164,0.80
64.74361,-147.20142,0.78
64.5858,-145.02618,0.71
63.5644,-148.51716,0.90
64.962,-144.53614,0.92
63.67487,-146.97113,0.89
64.84938,-145.6113,0.73
64.69444,-148.71931,1.04
64.12143,-148.75762,0.92
64.79783,-144.70917,0.87
62.94473,-146.18667,0.91
63.81296,-147.47284,0.83
62.97704,-146.07169,1.03
63.69313,-148.00211,1.10
64.20354,-147.66634,0.97
64.26157,-148.08557,0.87
64.10014,-144.98592,0.91
63.31923,-148.53144,0.86
63.99908,-146.05504,0.77
64.75511,-145.19277,0.66
63.93094,-145.47221,1.01
63.66177,-148.68486,0.71
63.14935,-148.67904,0.91
63.2947,-145.706,0.87
63.58881,-148.57669,0.82
62.98625,-146.0388,0.69
64.81058,-147.44572,1.22
63.02423,-145.97675,0.88
63.98424,-147.15727,0.87
63.27808,-145.72909,0.71
63.11349,-145.39386,0.73
64.49285,-146.68959,0.97
64.64111,-146.09677,0.86
64.30584,-147.48476,0.80
63.35369,-144.57966,0.87
63.25358,-147.32365,0.72
64.25525,-145.24605,0.97
64.69357,-147.87191,1.14
63.48754,-145.48766,0.66
63.94556,-145.60833,0.90
65.06723,-148.27347,0.80
63.75817,-147.30014,0.67
63.05806,-145.07146,0.79
62.92768,-145.62055,0.89
62.96288,-146.59777,0.70
63.7319,-148.62406,0.74
63.19308,-145.4778,0.94
64.15485,-148.56939,0.89
63.45272,-144.5515,0.86
63.90863,-144.74871,0.94
64.03673,-148.65359,0.96
64.43222,-148.65485,0.88
65.4018,-146.17562,0.91
62.84149,-146.29588,0.96
63.10623,-145.04486,0.76
64.84249,-148.41363,0.88
64.05487,-146.97714,0.88
65.13149,-146.16365,0.88
62.82438,-146.13699,0.92
64.92065,-145.57047,0.91
63.40054,-148.18364,0.96
63.83592,-148.58998,0.86
65.37159,-147.56872,0.82
65.34713,-145.87695,0.89
64.56287,-147.14921,0.80
64.02916,-147.95394,0.92
63.67613,-147.62602,0.84
64.27869,-144.6493,1.08
62.80852,-148.09575,0.77
65.55655,-145.28787,0.89
64.12458,-147.76325,0.83
62.70236,-147.28469,0.88
65.05176,-148.03005,0.70
63.78788,-147.67099,0.89
64.88666,-146.66908,0.68
64.26703,-146.95394,0.92
63.74362,-148.47631,0.78
63.46284,-145.72895,0.68
64.7506,-148.22416,0.86
63.82809,-144.93917,0.97
63.10103,-147.70683,0.85
64.14164,-146.96115,0.88
63.05876,-146.00081,0.60
63.76242,-145.7951,0.87
64.03256,-145.4733,0.79
64.96993,-145.37881,0.67
64.21799,-148.78454,0.93
64.69987,-145.44595,0.98
64.55237,-146.27745,0.98
64.06579,-144.96213,0.86
63.88918,-144.74549,1.06
63.78443,-148.3717,0.87
64.55963,-145.67268,0.78
65.01151,-145.29514,0.98
65.47968,-146.46199,0.81
63.64931,-146.65618,0.90
64.34476,-148.37792,1.04
63.02851,-145.6651,0.84
64.62152,-148.38955,0.90
65.38831,-147.27606,0.80
65.07343,-144.69225,0.90
62.70159,-145.94945,0.88
64.83642,-144.71574,0.75
64.53772,-145.52375,0.84
64.60143,-147.15837,0.78
64.37923,-147.33136,0.64
63.87019,-147.67339,0.95
63.50288,-145.2796,0.98
65.3236,-144.97562,0.88
64.52973,-148.27392,0.95
64.58374,-144.60068,0.88
63.48245,-146.69947,0.82
64.93833,-144.55048,0.86
65.50485,-146.98864,1.03
65.53113,-147.88953,0.89
62.886,-146.17505,0.97
63.89994,-145.01358,0.88
63.17493,-144.63863,0.75
63.16323,-147.56465,0.89
63.45118,-145.62142,0.91
63.08657,-145.26742,0.92
63.22577,-144.52468,0.73
62.81328,-144.61642,0.82
63.92387,-145.11545,0.67
62.95804,-145.95533,0.96
62.92147,-145.67999,0.88
63.13171,-144.87524,0.77
64.95537,-146.60224,0.78
63.87197,-148.50175,0.81
63.52094,-148.59385,0.95
65.39934,-146.34195,1.03
65.04378,-145.48457,0.84
63.85009,-146.45116,0.88
65.56101,-144.90733,0.85
64.80272,-146.13968,0.96
63.04946,-146.51164,1.05
64.63791,-147.47588,0.76
63.45307,-145.46381,0.79
62.87566,-145.21352,0.88
62.69269,-145.466,0.89
63.29198,-144.54374,0.87
63.75882,-147.37122,0.66
63.13002,-145.89281,0.74
63.76768,-146.82363,0.67
63.03352,-147.22101,0.86
64.3492,-145.11932,0.88
64.99954,-147.39186,0.80
65.45296,-147.30144,0.94
65.42909,-147.04472,0.86
62.70629,-148.1568,0.73
64.97163,-147.49499,0.77
64.85997,-148.68395,1.02
62.91064,-148.03438,0.95
62.81684,-145.20342,0.76
64.78618,-145.30768,0.89
65.10184,-144.89904,0.95
63.00382,-145.15764,0.65
63.5289,-147.4142,0.73
64.59598,-148.03743,0.94
64.28455,-146.24799,0.75
64.02376,-146.79154,0.89
63.30282,-145.48899,1.03
65.52042,-145.67134,0.89
64.24527,-147.18249,0.72
62.72719,-144.59443,0.93
62.79213,-145.95811,0.74
64.43338,-144.55789,0.74
64.77117,-148.66798,0.81
63.58423,-147.65676,0.70
64.96962,-148.43963,0.81
62.84716,-146.34888,0.89
65.31406,-145.61132,0.67
65.3664,-144.96488,0.81
63.06708,-145.15113,0.76
65.44885,-144.79444,0.69
63.66033,-147.79029,0.71
64.70777,-146.76526,0.85
63.71662,-146.26378,0.90
63.93275,-148.00078,0.88
64.08567,-146.71595,0.77
63.73679,-145.20652,0.73
65.26157,-144.98285,0.87
64.14187,-148.2877,0.99
64.2446,-147.371,0.82
65.47888,-145.75579,0.60
64.59144,-144.7286,0.88
63.72364,-146.0883,0.75
65.23839,-147.34067,1.15
63.9386,-145.36694,0.91
63.76026,-148.38308,0.90
62.8669,-146.53449,0.93
64.44887,-147.6012,1.18
65.27981,-145.70606,0.93
62.80335,-146.35731,0.91
65.19602,-148.17955,0.86
65.10486,-145.16582,1.04
63.81553,-146.98512,0.94
63.4578,-147.98701,1.20
64.28145,-144.56008,0.84
65.40315,-147.64183,1.16
64.73462,-147.90989,0.91
62.84451,-146.68548,0.90
64.34952,-148.36115,0.93
64.36519,-147.12068,0.93
64.60812,-145.83619,1.17
64.54684,-145.91438,1.29
63.61891,-146.05849,0.88
65.12246,-146.97132,0.67
65.40523,-146.08366,0.98
63.1579,-147.83398,0.94
65.23812,-147.60857,0.73
64.70453,-145.31063,0.90
63.00221,-148.32673,0.95
63.40164,-148.4653,0.73
63.93748,-147.32458,0.64
63.57425,-144.55315,0.93
65.56075,-146.46168,0.66
63.49991,-145.25272,0.91
63.50897,-144.99075,0.80
65.23119,-145.65938,0.75
63.04209,-148.6157,0.93
63.84771,-146.12221,0.98
62.87108,-147.31428,0.80
63.75795,-146.11291,0.84
62.7355,-145.79225,0.92
65.41354,-145.29764,0.86
64.41224,-147.88109,0.80
63.12845,-147.21641,0.94
63.01036,-146.68588,0.70
64.85393,-148.26122,0.90
63.67364,-144.75418,1.01
64.99681,-145.03607,0.92
65.0132,-147.60643,0.94
62.87673,-148.07802,0.91
63.33707,-147.72003,0.84
63.84534,-147.94296,0.92
63.22589,-147.49208,0.75
63.31803,-145.39558,0.80
62.88927,-147.17983,0.83
65.48733,-144.92189,0.99
62.75945,-148.04904,1.08
63.50224,-147.72501,0.83
63.2928,-148.65603,0.87
64.06353,-146.49669,0.77
63.2699,-144.74098,0.98
65.53744,-144.92166,0.82
62.9532,-147.81912,0.76
62.79225,-144.65623,0.92
62.70296,-147.10382,0.97
65.30249,-147.29185,0.74
63.57188,-147.33612,0.95
64.42037,-145.42933,0.70
63.55689,-147.57074,0.93
64.8591,-146.77245,0.77
63.90746,-146.57895,0.77
64.2768,-148.25159,0.96
65.32971,-147.7248,0.76
63.04442,-148.57275,0.71
63.65879,-144.84875,0.81
64.31027,-145.88488,0.79
63.78739,-148.54132,0.67
65.45624,-144.80501,0.75
62.85563,-148.25476,0.97
62.87112,-148.48411,0.82
63.1506,-146.26259,0.70
62.96424,-148.66478,0.80
64.02847,-145.14281,0.76
63.18598,-145.12805,0.70
64.80596,-147.80064,0.88
63.51178,-145.36027,0.86
63.53732,-147.89231,0.96
62.70716,-146.2949,0.66
64.05801,-148.4714,0.83
65.29025,-147.90895,0.67
64.12254,-145.0166,0.88
63.29987,-145.46223,0.89
64.58371,-146.84592,0.73
65.43965,-145.55299,0.76
62.96474,-147.42247,0.82
62.84982,-145.38178,0.73
65.12832,-147.6358,0.77
64.86717,-146.2811,0.64
65.50407,-146.91401,0.82
63.50568,-144.73549,0.78
64.56441,-148.59189,0.77
64.89328,-145.79342,0.85
63.57228,-148.81089,0.73
64.0133,-144.77501,0.85
63.89645,-144.6402,0.94
65.08673,-145.47454,0.82
63.57042,-144.91322,0.75
63.50882,-145.33338,0.94
63.69562,-146.00313,0.92
63.76516,-145.29117,0.95
63.18421,-145.39778,0.50
62.90334,-146.04001,0.79
62.93199,-148.45646,0.96
64.63111,-147.87396,0.82
62.95965,-148.08126,0.76
65.56261,-146.61116,0.94
65.16775,-148.28263,0.74
64.75654,-145.26578,0.87
63.04084,-147.80555,0.76
64.77644,-146.89027,1.32
63.39902,-147.902,0.63
64.86541,-146.32637,0.90
64.66836,-145.99351,0.96
64.13799,-145.68971,0.70
62.68296,-146.84964,0.90
65.08762,-148.72131,0.89
64.01738,-146.66521,0.93
65.00105,-147.95226,0.67
64.95627,-146.67571,0.73
64.74469,-144.91822,0.70
63.33155,-147.34169,0.89
62.9058,-144.91612,0.93
64.53699,-148.28494,0.70
65.5146,-148.48178,0.92
63.35584,-144.99111,0.85
64.63807,-146.56792,0.78
65.16497,-147.42387,0.58
64.94377,-146.10547,0.89
64.75714,-147.67865,0.75
63.63326,-146.93529,0.68
63.46372,-145.38675,0.87
65.53347,-145.73909,0.90
65.52544,-147.1426,0.80
63.51612,-147.09412,1.12
65.37647,-145.92008,0.91
64.24873,-148.49609,1.09
65.06168,-145.41466,0.87
65.0205,-145.1411,0.72
64.6561,-148.78132,1.04
64.15075,-146.17532,1.19
64.92729,-148.81317,1.16
64.89339,-146.10401,1.14
64.08464,-147.94125,0.87
65.29893,-148.21696,0.62
65.48036,-148.22983,0.88
64.53822,-148.72074,1.01
63.14953,-146.19268,0.85
64.02613,-145.65037,0.86
64.16269,-145.32768,0.58
63.37826,-146.92263,0.86
64.13384,-147.3982,0.79
64.30144,-145.26342,0.63
65.59445,-146.48795,0.95
63.59515,-146.99737,0.85
63.72871,-147.2578,0.97
64.55751,-144.9398,1.00
63.79883,-147.00796,0.88
63.98171,-144.66299,0.85
64.38649,-148.00991,0.87
63.69508,-147.04645,0.78
64.1161,-146.45433,0.97
65.54233,-148.22836,0.84
63.25149,-144.58102,0.92
62.78253,-147.82994,0.89
63.44895,-146.37601,0.91
64.37837,-146.99756,0.92
63.25142,-145.60185,0.73
64.05159,-146.01212,0.75
64.28883,-148.24577,0.70
64.10872,-147.92947,0.91
64.5667,-148.54713,0.91
64.55471,-145.80741,0.91
62.84683,-146.16732,0.93
64.41376,-146.52765,0.88
63.60389,-146.70814,0.75
63.83713,-146.75913,0.91
65.54892,-146.46831,0.78
63.62366,-145.62731,0.54
63.29075,-147.70006,0.80
63.43199,-146.2145,0.80
65.02467,-148.42735,0.77
64.23427,-144.82113,0.80
63.37969,-147.57233,0.85
64.54785,-146.86489,0.83
62.70719,-148.3642,0.74
63.91666,-146.73219,0.83
64.66602,-145.84782,0.71
64.25354,-146.62753,0.95
62.77056,-147.26556,0.77
63.61691,-144.92986,0.73
64.99222,-147.11485,0.59
63.33972,-146.06456,0.84
62.91591,-146.21559,0.84
63.88974,-146.34402,0.75
64.86703,-147.31345,0.75
65.11996,-147.81791,0.87
63.95014,-147.13153,0.85
63.64395,-145.05786,0.70
64.7867,-146.73768,0.87
64.94269,-148.2762,0.71
62.68387,-148.78983,0.72
63.36229,-147.01555,0.87
62.91335,-144.92601,0.78
65.52239,-146.84391,0.95
63.88169,-144.73538,0.69
64.11327,-148.3877,0.68
64.16623,-148.34802,0.76
65.16363,-146.23498,0.88
65.03731,-147.32774,0.83
65.18404,-146.5066,0.54
65.38699,-145.28331,0.99
64.79727,-148.53826,0.78
63.11357,-147.44833,0.81
64.63194,-148.0196,1.05
64.91615,-145.58786,0.86
65.32966,-146.14155,1.17
64.84669,-148.25011,0.73
64.84261,-145.24532,1.07
64.13375,-144.5451,0.84
64.02192,-145.55153,0.98
64.69847,-148.41058,0.86
63.41097,-146.43836,0.92
64.00141,-148.19702,1.07
64.86505,-146.13457,0.96
63.92572,-146.8855,0.75
64.9456,-147.8918,0.95
63.99572,-148.68706,0.83
65.52543,-148.17705,0.76
65.39388,-148.09447,0.97
63.72061,-146.54772,0.72
62.94018,-144.71414,0.81
65.42026,-146.3002,1.03
63.59785,-147.53644,1.04
62.80975,-148.37303,0.85
63.88059,-146.75093,0.91
65.00229,-147.75974,0.74
65.15847,-146.56534,0.74
63.82352,-147.58198,0.90
65.40622,-144.9258,0.99
65.58548,-148.29641,0.88
64.70741,-148.23077,0.66
64.17893,-144.72232,0.89
64.02936,-145.56184,0.85
62.86958,-146.37935,0.91
63.22608,-144.63803,0.71
63.37081,-145.23873,0.86
63.20532,-144.79154,0.97
63.16466,-148.16752,0.88
63.31547,-145.77986,0.80
65.55147,-146.30128,0.87
64.86289,-144.61087,0.68
64.1908,-147.93248,0.97
64.04613,-147.60063,0.89
64.11644,-145.31029,0.93
65.01882,-148.14994,0.80
64.94064,-146.77286,0.94
64.90949,-146.77486,0.80
64.97091,-146.69735,0.65
63.46827,-144.79959,0.94
64.3285,-147.06707,0.88
63.9952,-148.47239,0.94
65.12135,-146.1247,0.64
63.24651,-147.6369,0.93
63.44437,-146.76154,0.83
64.04161,-148.01971,0.87
63.59394,-147.11181,0.73
64.76071,-146.22187,0.73
65.19707,-146.06712,1.05
64.61594,-145.72902,0.89
64.31846,-147.02873,0.89
63.46546,-145.00092,0.62
64.82474,-144.84124,0.84
62.92128,-148.2106,0.82
64.45363,-148.54313,0.68
64.03657,-148.58196,0.79
62.73385,-147.85278,0.65
64.46831,-145.05049,0.90
64.94198,-145.17241,0.72
65.32651,-145.2441,0.76
63.05639,-145.86135,0.62
64.82758,-144.75066,0.80
63.64966,-148.69043,0.81
63.10169,-145.17446,0.67
64.42481,-148.57138,0.69
65.12862,-147.36873,0.85
63.41138,-147.06166,0.71
63.79796,-145.89059,0.73
62.80167,-145.29568,0.89
64.55751,-147.09358,0.67
65.56834,-145.28083,0.88
62.77461,-145.17034,0.85
63.64745,-146.51447,0.84
64.17387,-145.66979,0.66
64.85154,-145.21051,0.60
65.31266,-144.5766,0.92
63.82484,-146.95172,0.68
63.14681,-145.23445,0.80
64.58176,-147.67976,0.94
64.45973,-145.74343,0.79
64.54644,-145.6068,0.52
65.27093,-148.39446,1.00
63.38024,-147.64269,0.74
64.22516,-145.43772,0.58
65.24807,-148.06425,0.87
63.17686,-146.75624,0.79
62.97489,-144.73699,0.89
65.37656,-145.36462,0.69
63.37436,-148.30875,0.91
64.30132,-144.79662,0.90
64.08356,-148.20063,0.96
64.14465,-148.38713,0.76
63.30687,-147.93184,0.89
63.07375,-148.61534,0.90
62.68818,-144.7001,0.69
63.58834,-144.84582,0.81
63.52744,-147.01741,0.71
64.40659,-145.59787,0.59
64.94304,-147.86363,0.92
63.01768,-147.63471,0.60
63.8877,-145.89935,0.88
64.46731,-146.06081,0.87
63.00378,-144.93227,0.79
63.28429,-145.66909,0.68
63.51455,-146.21366,0.77
63.64946,-144.65324,0.78
65.21231,-145.96895,0.79
64.72792,-145.9603,0.89
65.44653,-148.12743,0.58
65.22572,-145.48316,0.86
64.16841,-144.6848,0.77
65.38695,-147.39635,0.77
64.29541,-145.32516,0.92
63.32295,-145.79003,0.75
63.18514,-146.83655,0.73
64.82455,-147.39439,0.76
63.83867,-148.75985,0.91
64.0042,-147.49215,0.74
64.65454,-145.73665,0.62
63.44049,-146.29524,0.84
63.31971,-147.67199,0.67
64.04587,-145.95744,0.75
62.74401,-148.41678,0.78
63.47434,-144.85324,0.88
63.21143,-145.29804,0.68
64.93011,-148.13524,0.76
64.6272,-148.73673,0.60
65.53278,-147.76877,0.85
62.79091,-146.18221,0.82
63.23839,-148.34378,0.70
64.16226,-146.66126,0.96
63.6198,-147.89519,0.77
63.26053,-145.56861,0.76
63.18316,-148.56562,0.91
64.64748,-148.26016,0.78
63.38918,-147.03034,0.68
64.33172,-145.72733,0.84
65.33719,-146.92995,0.76
65.50762,-145.4829,0.77
65.04119,-145.21823,0.77
62.68532,-144.78559,1.08
65.26132,-146.98589,0.54
62.91915,-144.75402,0.81
63.91418,-147.73766,0.79
64.03703,-147.37501,0.71
65.4678,-148.0867,0.86
63.29337,-147.72697,0.97
65.34203,-147.44993,0.79
64.24454,-148.80098,0.89
62.87672,-145.50751,0.63
63.54485,-145.31345,0.87
64.04226,-145.74264,0.79
62.8418,-145.59622,0.94
63.20274,-146.88403,0.66
63.89167,-147.63416,0.80
64.40708,-147.82559,0.93
63.14109,-147.02747,0.80
63.15111,-147.57051,0.96
63.44056,-146.84857,0.82
64.69581,-146.38985,0.70
63.63448,-147.91654,0.89
63.60608,-145.46539,0.85
64.83472,-148.25601,0.92
63.47734,-146.16218,0.75
63.20619,-148.20427,0.97
64.25414,-148.76765,0.92
65.52341,-146.72314,0.94
62.8001,-145.33853,0.79
65.06782,-145.23236,0.81
65.50491,-145.89124,0.72
64.53228,-145.11607,0.91
64.05665,-146.18273,0.93
64.78491,-146.59146,0.81
65.589,-145.23824,0.62
65.42178,-144.5396,0.88
65.19272,-148.64066,0.90
63.75769,-145.28099,0.92
63.49398,-146.13916,0.88
65.08351,-145.99727,0.96
62.87173,-147.3837,0.90
64.09976,-148.79643,0.83
64.20988,-148.41363,0.73
63.44337,-147.64032,0.89
64.94279,-145.60223,0.93
63.50989,-144.60444,0.83
63.17232,-148.2481,0.99
64.38834,-148.44388,0.86
64.46798,-146.44017,0.95
63.93403,-147.48414,0.77
64.94367,-145.79444,0.68
64.602,-147.83014,0.91
63.06218,-146.9404,0.84
64.3179,-145.00596,1.03
64.76286,-147.20605,1.06
65.28078,-144.98633,0.81
65.23755,-146.9987,0.71
63.37316,-147.12324,0.86
63.65543,-146.96676,0.85
65.17488,-146.73491,0.79
65.28951,-144.83103,0.77
64.83419,-146.90367,1.18
65.57164,-146.77169,0.51
62.98274,-145.08472,0.82
64.19514,-146.23827,0.86
64.61741,-147.32556,0.87
64.80727,-148.72389,0.66
62.89887,-147.71931,0.81
64.31183,-145.30124,0.87
65.43771,-145.71954,0.52
64.88964,-147.75819,0.71
65.20724,-148.02553,0.89
63.4324,-144.93395,0.79
64.3659,-145.75202,0.86
65.58882,-148.62448,0.61
63.98294,-146.26558,0.67
65.21196,-147.32487,0.80
63.20874,-148.23116,0.66
62.80775,-144.90005,0.96
64.68897,-147.5522,0.53
63.4596,-146.1147,0.71
65.0057,-145.12007,0.88
62.79957,-148.26658,0.77
63.23512,-146.21856,0.91
63.76698,-145.77828,0.67
62.68735,-147.51399,0.83
64.38772,-145.3602,0.87
63.17621,-147.37566,0.82
65.54041,-144.95009,0.56
63.04147,-147.04889,0.86
64.94516,-147.81834,0.72
63.0109,-146.2085,0.65
64.48891,-144.77445,0.78
63.0022,-144.86268,0.86
64.43971,-145.43296,0.85
64.41954,-146.08706,0.62
62.71111,-145.28859,0.81
63.98743,-147.84512,0.67
64.29752,-148.76176,0.86
63.25829,-147.30724,0.77
62.9052,-147.59076,0.65
64.98452,-146.83795,0.93
64.1551,-148.02204,0.70
64.62147,-145.00535,0.76
62.8233,-147.72727,0.91
63.07278,-145.43005,0.71
65.44848,-148.79819,0.90
65.51037,-148.72308,0.96
62.68848,-146.90249,0.74
65.32805,-148.33625,0.90
64.1232,-147.28819,0.63
64.30647,-147.03495,0.89
65.57437,-146.40884,0.73
64.59257,-144.56596,0.95
64.25717,-148.1744,0.68
63.72172,-145.30106,0.63
64.42346,-146.18705,0.79
65.44694,-145.99978,0.90
64.02432,-148.51601,0.69
63.15261,-145.40084,0.59
63.71128,-145.26384,0.81
65.19887,-145.58845,0.70
62.98043,-146.82706,0.65
65.093,-148.14237,0.82
65.56932,-147.89976,0.96
65.08987,-144.78682,0.63
63.54494,-147.06541,0.89
64.43411,-147.91382,1.03
63.76343,-148.01106,0.88
63.14996,-146.55872,0.84
65.08034,-147.31997,0.56
64.23395,-147.26065,0.79
64.3788,-147.92668,0.85
65.58994,-144.58681,0.62
64.36959,-147.62662,0.97
63.85441,-147.50946,0.90
63.64219,-147.08748,0.80
63.68362,-148.03513,0.89
64.13548,-146.45848,0.96
63.64524,-145.35791,0.89
65.16554,-147.83906,0.87
64.40142,-148.10411,0.80
63.66524,-148.24294,0.95
62.87571,-145.10122,0.65
64.90018,-147.26666,0.87
63.75878,-147.11412,0.75
64.59684,-146.03321,0.98
65.07615,-146.4917,0.74
63.50382,-145.57852,0.84
64.96777,-147.31982,0.95
63.47203,-146.29291,0.97
62.69845,-148.74187,0.84
64.02007,-148.05888,0.96
64.07181,-148.27812,1.00
65.46309,-146.29106,0.82
63.09039,-146.47665,0.94
63.21948,-146.31143,0.84
63.57161,-147.59193,0.81
64.57947,-147.12595,0.96
62.98336,-146.67148,0.69
65.50693,-147.82716,0.94
65.53058,-146.34319,0.86
64.68532,-148.12467,0.95
65.22566,-144.64478,0.56
65.39884,-147.39005,0.95
65.11671,-147.37498,1.01
64.11306,-146.23907,0.87
65.54378,-148.75151,1.05
64.50206,-146.65549,0.97
64.04505,-147.7881,0.81
62.94237,-148.70245,0.83
65.45097,-147.34742,0.88
64.56648,-145.02275,0.87
64.37458,-146.14084,1.10
63.8024,-148.77656,0.94
64.03216,-148.81343,0.78
64.68595,-146.04253,0.71
64.189,-146.67611,0.69
63.36629,-145.25544,0.74
64.92757,-147.69466,0.85
65.4517,-147.76602,0.72
64.76025,-146.03064,0.79
62.97403,-146.70421,0.76
64.12678,-144.76723,0.66
63.44608,-148.06327,0.77
65.3005,-147.33763,0.56
65.26154,-145.22263,0.82
64.063,-148.52647,0.76
64.60139,-146.01603,0.75
63.48797,-145.14523,0.89
63.86175,-147.52012,0.77
64.91868,-145.73457,0.87
63.16011,-146.41266,0.77
64.68443,-148.53426,0.68
65.09247,-146.85387,0.59
63.44548,-144.65556,0.82
64.20856,-147.12899,0.81
65.55078,-146.61775,0.68
64.40039,-147.02972,1.00
65.31746,-145.39946,0.72
63.6,-145.94013,0.87
64.31401,-147.97311,0.68
64.7069,-146.69231,0.70
63.89545,-146.58525,0.85
63.54086,-146.7121,0.76
63.80922,-146.30062,0.90
64.79502,-144.79968,0.72
62.83192,-145.22327,0.81
64.95124,-148.80171,0.83
63.65024,-146.54155,0.80
64.55354,-146.54021,0.64
63.14772,-148.18944,0.97
63.31741,-147.39099,0.72
64.88729,-146.93432,0.66
63.61411,-146.56034,0.91
64.19715,-145.00278,0.79
63.96207,-148.80288,0.63
63.1878,-147.94614,0.82
64.27205,-148.26833,0.81
64.48684,-145.64043,0.99
62.82903,-148.30866,0.76
64.99128,-148.47321,0.79
65.53603,-145.08872,0.63
64.0479,-145.03036,0.79
63.436,-147.62975,0.98
62.8885,-145.61338,0.67
65.08562,-145.16227,0.81
63.84113,-148.78724,0.82
65.42464,-148.80982,0.78
63.25966,-146.57305,0.69
64.27588,-148.80076,0.90
63.74913,-146.33244,0.86
62.736,-147.49075,0.81
62.95109,-145.08803,0.68
62.9056,-145.88469,0.72
63.76493,-144.71617,0.82
65.55103,-148.04413,0.72
63.66856,-147.94278,0.71
62.93752,-145.13765,0.64
62.97665,-148.79855,0.84
64.57489,-148.14989,0.77
62.89843,-146.35059,0.75
64.6309,-146.05837,0.85
62.87669,-147.68802,0.73
65.37006,-147.68894,0.64
64.82124,-148.52665,0.80
64.14157,-148.21586,0.76
64.30277,-147.71807,0.68
64.42835,-146.35944,0.74
62.7213,-144.65372,1.01
62.77452,-145.28235,0.76
64.79156,-148.2626,0.81
63.9198,-148.33625,0.74
63.25482,-144.7211,0.70
62.70633,-147.4494,0.85
63.11034,-144.68923,1.10
65.5648,-147.57197,0.90
65.3044,-144.97214,0.75
64.92698,-146.63246,1.02
63.0365,-144.66014,0.82
65.3387,-146.10648,0.88
63.57449,-147.10738,0.85
63.9073,-147.4688,1.02
63.03929,-144.57386,0.89
65.17362,-147.31537,0.75
63.76518,-147.89613,0.69
63.73887,-147.95161,0.92
62.71999,-146.17687,0.96
63.87394,-144.60993,0.87
63.41229,-144.58893,0.95
64.61114,-146.93384,0.90
65.26229,-148.79952,0.84
63.60728,-147.50337,0.96
62.78,-147.23314,0.97
64.28484,-148.4789,0.73
65.21062,-147.17685,0.87
64.21223,-145.79368,0.90
63.59709,-144.69761,0.75
65.52408,-145.33742,0.75
64.03147,-147.57916,0.88
65.52972,-144.6694,0.96
62.96685,-148.76113,0.86
62.78821,-145.12094,0.62
63.94027,-145.20722,0.89
62.8973,-145.69282,0.83
62.78417,-148.10702,0.85
63.06512,-147.79401,0.90
64.0356,-147.82149,0.99
63.95741,-146.01992,0.94
63.3281,-146.25482,0.74
63.43305,-146.28494,0.88
65.07666,-146.1795,0.86
63.7966,-145.28797,0.93
64.48306,-145.30575,1.03
63.88584,-148.30946,0.82
64.0927,-145.09173,0.88
63.88692,-146.87681,1.09
64.25851,-147.0598,1.02
62.88054,-148.38246,0.94
62.9234,-146.95345,0.79
63.97166,-145.20393,1.02
64.56325,-146.19829,0.88
62.97271,-145.6808,0.98
65.16556,-147.49779,1.02
64.52927,-145.20587,1.14
65.36053,-145.02855,0.82
65.15685,-145.79175,0.72
63.8871,-146.69013,0.81
64.76721,-146.92458,0.87
64.80384,-147.84575,0.83
64.56947,-147.08733,0.74
65.08246,-146.81477,0.79
62.85723,-145.91008,0.71
63.89033,-144.58597,0.71
64.92718,-145.03266,0.88
64.41719,-147.26829,0.74
63.11722,-146.85667,0.95
64.7177,-145.92185,0.98
63.22656,-147.05524,0.88
63.46936,-146.81973,0.86
65.4713,-147.50135,0.95
63.47815,-145.63524,0.95
65.00287,-146.38374,1.01
63.30233,-147.624,0.80
64.16844,-147.82808,0.90
64.80428,-147.91892,0.84
64.02109,-146.5768,0.69
62.8695,-144.8238,0.81
63.39763,-148.08621,0.82
63.5671,-148.00565,1.04
64.09383,-147.24544,0.87
63.44565,-147.08696,0.83
63.19495,-147.05692,0.83
65.34626,-148.11864,0.64
65.58955,-148.12937,1.07
63.13792,-147.75931,0.79
63.90992,-145.51273,0.70
63.19816,-146.35071,0.85
63.86688,-144.83049,0.82
64.23233,-146.66774,1.02
62.98835,-144.68717,0.81
64.48613,-146.94119,0.53
64.8133,-147.20907,0.88
65.43482,-146.9068,0.82
62.86482,-144.72807,0.62
64.04245,-147.76063,0.81
63.19339,-146.9169,0.67
63.42626,-147.33737,0.81
