lat,lon,mean_ALD_hist
63.96197,-148.73139,0.75
63.98011,-147.83435,0.78
64.29971,-144.72456,0.88
65.46051,-147.65671,0.68
64.12611,-146.8681,0.76
64.54269,-145.03661,0.60
64.57063,-146.20889,0.85
63.71736,-145.08822,0.82
64.17626,-145.16017,0.70
63.39548,-147.7342,0.96
63.65622,-148.41767,0.77
62.83248,-148.01511,0.76
65.06035,-147.5081,0.91
64.08482,-148.55927,0.78
65.49504,-147.83332,0.68
65.19131,-148.19674,0.84
63.57054,-147.777,0.76
65.09944,-148.64174,0.77
64.7904,-144.69881,0.77
65.16961,-147.40659,1.08
65.31264,-146.8686,0.54
63.45227,-147.53691,0.81
64.97909,-146.7817,0.79
63.64022,-145.60396,0.71
65.54717,-146.00245,0.86
63.41417,-147.34334,0.97
65.55117,-147.354,0.79
62.80325,-146.90138,0.89
64.12697,-145.23179,0.63
63.07061,-148.37912,0.87
64.33974,-148.32244,0.79
64.87384,-146.60223,0.94
63.88481,-145.33937,0.66
64.8408,-146.45793,0.80
65.49786,-146.78229,0.93
63.59596,-146.14207,0.80
65.02868,-147.16951,0.96
65.26805,-146.72874,0.82
63.93398,-145.91738,0.70
63.39491,-145.11158,0.89
63.73919,-148.6349,0.85
65.02104,-145.69094,0.92
64.72367,-147.38784,0.75
65.4767,-147.28877,0.97
64.38767,-145.90037,0.92
65.50251,-145.74205,0.94
65.01629,-148.12168,0.79
62.9526,-147.42834,0.81
65.33747,-147.19862,0.72
64.32923,-147.13926,0.91
64.43688,-147.60725,0.93
65.08197,-145.61131,0.81
64.01447,-144.61495,0.62
63.2224,-148.04217,0.88
63.72607,-146.78787,0.90
62.69745,-145.33783,0.92
63.09551,-145.86881,0.88
63.35061,-148.46068,0.96
65.1604,-147.78237,0.90
63.98874,-146.6946,0.83
64.70655,-148.78656,0.73
63.93281,-144.96595,0.89
62.89832,-145.01861,0.93
63.51422,-145.61562,0.83
65.44296,-145.89688,0.99
64.09936,-148.58115,0.86
63.38503,-146.67851,0.95
63.30835,-148.21278,0.77
64.16317,-145.74826,0.68
65.40571,-146.86277,0.91
62.86824,-147.03662,0.84
65.58937,-147.36364,1.03
62.9642,-145.48863,1.06
64.82969,-146.34602,0.81
63.00218,-145.3134,0.71
64.82334,-146.40849,0.86
64.09582,-147.20117,0.85
64.99634,-145.51203,0.79
65.5238,-148.37245,0.77
65.47309,-146.91592,1.18
64.82416,-146.86483,0.51
63.31536,-147.43432,0.82
63.3453,-144.95435,0.86
63.3658,-147.3672,0.87
64.10584,-147.23932,0.66
63.62354,-148.13486,0.81
64.22215,-148.47988,0.87
65.3217,-145.50194,0.52
64.81003,-145.17554,0.71
63.13182,-145.10137,0.89
64.67942,-145.13357,0.79
65.17735,-145.07806,0.86
64.35555,-148.08307,0.61
62.71064,-144.61766,0.67
63.68041,-148.40634,0.80
65.03645,-146.98773,0.66
63.86726,-147.3169,0.96
63.22821,-145.79824,0.53
65.29258,-147.25238,0.71
65.52127,-145.18819,0.88
65.46504,-144.76948,0.77
64.18724,-147.16886,0.91
65.20457,-147.04619,0.67
64.87565,-148.29458,0.83
63.73777,-148.20856,0.87
63.84583,-148.69949,0.82
64.47264,-146.61281,0.56
63.81374,-147.28655,0.86
64.638,-146.7585,0.72
65.31492,-145.80558,0.65
63.38972,-145.5837,0.78
63.14404,-147.9528,0.86
63.54924,-146.60821,0.85
64.94591,-147.28697,0.62
63.25803,-145.31499,0.81
63.68598,-148.67371,0.67
63.85229,-146.10539,0.86
64.59567,-146.83958,0.77
64.50461,-146.30347,0.65
64.35684,-145.78623,0.93
65.55099,-145.7892,0.70
64.29174,-145.64769,0.76
63.00973,-147.55458,0.91
64.52897,-145.44075,0.71
64.0921,-145.55585,0.90
64.33044,-147.02251,0.96
63.87504,-148.81443,0.74
62.85337,-147.01604,0.90
64.79512,-145.27294,0.63
63.27779,-147.31174,0.89
63.7391,-146.48084,0.73
65.36421,-144.52988,0.95
64.27977,-147.54137,0.68
63.14943,-145.48732,0.63
65.17108,-145.93273,0.79
63.4444,-144.92719,0.90
63.49998,-145.13854,0.69
62.96074,-146.27653,0.59
63.7442,-144.87188,0.81
64.01837,-147.77249,0.70
63.68709,-147.80575,0.65
65.41109,-146.91972,0.82
64.24903,-144.72506,0.96
64.36556,-144.97836,0.63
64.97453,-145.24245,0.89
63.21491,-145.73466,1.03
63.3862,-146.08253,0.88
63.81766,-145.01711,0.84
62.75463,-145.90785,0.56
63.58254,-147.44451,0.79
63.85049,-147.99764,0.85
63.28519,-145.21499,0.62
64.49512,-146.14785,0.97
63.35708,-145.4026,0.90
65.07487,-145.48143,0.80
65.49833,-148.65429,0.89
64.57448,-146.88005,0.96
62.99142,-144.71365,0.89
63.72402,-147.27443,0.87
63.82144,-147.6259,0.80
65.16567,-146.38276,0.95
63.58889,-146.31693,0.65
64.80944,-148.60564,0.87
65.22207,-147.70608,0.75
64.98716,-148.78449,0.98
63.46543,-148.74646,0.74
63.93281,-146.14842,0.84
64.29462,-147.30207,0.95
63.23887,-148.484,0.97
62.88775,-144.98228,0.84
63.18388,-144.60522,0.96
65.34337,-148.01582,1.00
63.51908,-144.68497,0.82
64.31367,-148.45068,0.94
65.17195,-146.90011,0.84
63.03242,-148.64799,0.81
65.02677,-146.56329,0.96
63.70727,-147.29708,0.69
65.06785,-146.793,0.94
62.96604,-145.85287,0.86
63.46282,-147.64501,0.95
62.93031,-148.77746,0.56
65.35428,-145.45283,0.95
65.50383,-148.14313,1.01
64.4418,-147.99717,0.87
63.40284,-146.05953,1.05
62.90995,-148.42472,0.97
65.55929,-145.43727,0.81
63.8104,-147.77422,0.83
63.98226,-147.2014,0.88
63.37686,-145.17851,0.87
64.91494,-144.68351,1.10
65.38502,-145.56994,0.94
64.03744,-145.10875,0.78
63.17905,-147.7256,0.71
63.3138,-147.87218,0.69
62.81203,-148.33032,0.74
64.94148,-148.68876,0.85
63.21605,-145.16808,0.72
64.02263,-148.08635,0.79
62.89856,-146.71421,0.76
64.86974,-148.79664,0.66
64.83378,-145.04323,0.77
63.33476,-144.9176,0.56
63.71877,-146.59156,0.82
63.15891,-145.1147,0.76
64.81106,-148.341,0.75
65.14933,-146.60011,0.89
65.38883,-148.03737,0.77
62.70455,-146.44939,0.87
63.61888,-147.75355,0.77
65.43055,-148.29977,0.68
63.31501,-148.08293,0.59
64.86117,-148.27234,0.82
62.93573,-145.40562,0.81
64.79569,-146.89473,0.68
65.39743,-145.0816,1.00
65.11528,-147.83511,0.72
63.03205,-145.46615,0.87
63.49329,-146.25331,0.68
64.76829,-144.78598,0.70
63.90589,-144.95246,0.85
63.01373,-146.96455,0.76
64.92849,-145.34353,0.90
63.85649,-145.2544,0.72
63.23831,-145.42492,0.81
64.95445,-147.44486,0.83
63.84346,-147.65794,0.80
63.90858,-148.62751,0.64
64.32809,-145.39408,0.97
65.3139,-148.38794,0.72
64.64337,-144.68305,0.66
64.74424,-146.24567,0.91
64.30395,-147.2683,0.79
63.95052,-145.89396,0.63
63.46878,-146.0814,0.82
64.10977,-146.02385,0.81
64.14048,-148.61931,0.99
63.99892,-146.54525,0.76
65.46782,-144.67722,0.79
64.7025,-147.76496,0.63
64.6378,-144.98106,0.79
64.83279,-146.06394,0.98
65.0042,-145.16558,0.67
64.16674,-147.94428,0.81
64.82526,-146.55486,0.82
63.05944,-146.91371,0.78
62.87672,-148.81523,0.69
62.88027,-148.31301,0.90
63.62877,-144.80849,0.86
65.30313,-147.36605,0.81
63.45454,-146.7989,0.68
65.39778,-148.49513,0.72
63.55817,-145.90553,0.82
63.26381,-148.75347,0.72
65.16909,-145.66539,0.71
63.22005,-148.75921,0.64
63.66135,-146.64994,0.84
63.39936,-146.14652,0.77
63.06651,-147.35903,0.75
63.79948,-148.53568,0.85
64.54476,-148.44125,0.73
64.86729,-144.59338,0.64
63.33825,-148.39598,0.80
63.29545,-146.18699,0.76
64.6927,-146.17111,0.68
64.1271,-146.37617,0.74
65.51966,-147.97035,1.01
65.15159,-148.45353,0.76
65.49648,-146.12181,0.81
64.53967,-146.40142,0.74
63.57934,-148.68022,0.70
64.74826,-147.78579,0.85
63.09131,-146.72919,1.10
64.48164,-147.48271,0.90
65.28626,-147.65795,0.75
63.85911,-147.49281,1.02
62.72507,-145.75586,0.82
63.22431,-146.47829,0.88
63.31536,-148.15318,0.85
65.54634,-145.12783,1.02
64.40046,-145.65973,0.89
65.08161,-146.74104,0.75
63.23253,-145.25815,0.69
64.66991,-147.28376,0.92
64.21958,-147.9039,0.96
63.68692,-145.50674,0.87
63.57947,-148.75098,0.95
64.98345,-145.20751,0.90
63.7113,-144.91935,0.84
65.09351,-146.73458,0.96
64.25168,-146.67202,0.97
63.21203,-146.30118,0.73
64.86631,-144.87583,0.87
64.32267,-145.76152,0.90
62.90243,-147.88491,0.75
64.74913,-144.90082,0.75
63.98785,-145.41157,0.88
63.14254,-147.4202,0.96
63.45075,-146.33247,0.86
64.98738,-146.48115,0.62
63.71251,-148.61882,0.89
64.07919,-144.91092,0.83
64.16065,-144.55838,0.85
64.49503,-148.79926,0.90
64.49562,-146.5275,0.99
65.29556,-145.12747,0.94
63.58631,-146.66023,0.74
63.34158,-145.6098,0.88
64.93407,-147.97128,0.86
64.22378,-144.78353,0.93
63.72682,-145.6998,1.03
63.07995,-148.27691,0.82
63.69395,-147.74546,0.88
62.71302,-148.69389,1.09
62.85498,-148.11595,1.02
65.52726,-148.05632,0.94
65.44415,-146.48184,0.79
63.09339,-148.69033,1.02
62.99781,-145.10461,0.88
63.99325,-148.65956,0.98
65.11438,-146.88659,1.02
63.28779,-147.09521,1.14
64.28502,-145.28735,0.82
63.75181,-146.91757,0.72
65.52526,-146.67703,0.81
64.88491,-146.02003,0.87
62.76206,-146.21101,0.83
65.5881,-146.55177,0.74
64.49184,-146.80689,0.79
63.06961,-146.95073,0.71
65.34316,-147.59852,0.71
65.21563,-146.19091,0.88
63.97206,-145.73797,0.74
64.54161,-147.78748,0.95
63.18047,-146.85299,0.98
64.27716,-146.23746,0.88
62.93833,-146.24604,0.86
62.80304,-145.88253,0.95
64.36339,-144.55546,0.95
64.42062,-145.85291,1.01
64.61235,-146.62571,0.80
64.53779,-147.94966,0.90
65.35506,-147.5923,0.84
63.35116,-145.34903,0.69
63.99341,-148.04308,0.81
65.11593,-145.63641,0.82
65.20649,-147.00051,1.04
65.21566,-145.87747,0.87
62.99765,-148.41256,0.83
64.92389,-147.51968,0.83
64.1919,-147.15201,0.64
63.37043,-144.6698,1.07
63.72461,-148.61321,0.79
63.59245,-146.22951,0.70
63.44105,-145.47039,0.85
63.01005,-148.47668,0.82
63.60871,-147.13283,1.02
63.64726,-147.6544,0.81
63.74189,-146.50799,0.53
63.29115,-145.26845,0.88
64.04764,-147.81557,0.82
63.01238,-147.58128,0.62
65.07646,-147.75135,0.81
62.87255,-144.8502,0.67
65.19344,-144.81411,0.81
65.42113,-148.33435,0.79
64.49011,-146.66186,0.97
62.97517,-145.18738,0.76
63.78,-147.58918,0.73
63.82144,-145.99273,0.64
63.82995,-148.2503,0.83
64.2514,-148.59583,0.80
63.87647,-147.02561,0.84
63.8291,-147.37898,0.85
64.35198,-144.79623,0.93
63.99021,-145.67023,0.79
64.43031,-146.5042,0.96
62.75348,-144.98591,0.70
65.47002,-147.08252,0.88
65.31613,-148.34221,0.70
64.57115,-145.78353,1.00
63.27885,-145.91272,0.82
64.98169,-145.92115,0.61
62.80209,-147.83465,0.75
63.62862,-145.91047,0.92
65.47276,-145.81953,0.66
62.84989,-144.82063,0.61
62.8907,-144.89636,0.84
65.49293,-145.46143,0.63
63.16174,-148.81348,0.68
65.45691,-147.20946,0.81
65.42097,-145.86448,0.99
63.09831,-144.696,0.74
63.82301,-146.25026,0.72
64.14987,-148.51417,0.88
65.24039,-147.29496,0.83
65.32358,-145.21583,0.51
63.4938,-148.43671,0.89
62.71001,-146.86404,0.73
63.58365,-145.43487,0.80
65.07997,-145.77616,0.88
65.15885,-145.62654,0.74
62.69041,-148.45487,0.71
65.31448,-147.97099,0.72
65.56053,-146.26603,0.82
65.04916,-148.63665,0.82
62.92059,-148.07156,0.71
63.32206,-145.60618,0.64
65.31084,-145.70309,0.67
62.71473,-147.91722,0.83
64.29109,-145.10896,0.71
64.77873,-147.10957,0.69
64.89173,-147.71296,0.67
63.00791,-147.34556,0.74
64.87564,-147.20583,0.73
64.83573,-147.05011,0.75
64.70509,-146.54641,0.79
64.0934,-145.62753,0.86
63.80768,-147.16085,0.68
64.79536,-146.12902,0.83
64.01607,-145.49696,0.73
64.14344,-148.09975,0.70
65.26244,-146.86603,0.78
63.92144,-146.03938,0.77
63.84918,-147.78384,0.62
63.27164,-148.15962,0.74
64.04878,-146.66316,0.82
64.73028,-148.62909,0.78
64.39761,-148.33798,0.60
64.83108,-146.10918,0.60
63.7092,-146.2534,0.76
64.11828,-148.44284,0.56
63.13742,-147.6894,0.64
63.93673,-144.60234,0.95
63.43491,-145.53067,0.89
63.50459,-146.36116,0.90
63.21278,-145.89126,0.99
63.64296,-146.04564,0.90
63.4447,-146.09416,0.95
65.08564,-145.04298,0.83
63.64472,-144.55552,0.95
64.11601,-146.83003,0.64
64.23231,-146.47929,0.86
64.12854,-146.14391,0.70
62.92296,-147.13537,0.97
64.09496,-148.81303,0.83
65.28924,-147.1498,0.52
63.89398,-146.1405,0.77
64.01997,-147.65675,0.89
63.77823,-147.37581,0.68
63.8887,-146.27271,0.72
63.80114,-144.92573,0.89
63.0386,-146.1098,0.77
62.76853,-147.30828,0.77
63.22602,-147.23863,0.69
64.69123,-148.39948,0.88
63.9525,-148.0772,0.86
63.09103,-148.73333,0.73
65.10201,-148.74389,0.82
63.78237,-146.28619,0.75
65.38302,-146.75543,0.72
63.43318,-147.92807,0.87
63.94547,-147.14827,0.73
63.84186,-145.76614,0.84
65.51354,-148.18309,0.70
63.51845,-146.86571,0.81
63.07229,-148.19652,0.71
63.90054,-147.52949,0.86
65.46375,-144.93619,0.65
62.95812,-144.64776,0.70
64.53576,-148.69282,0.84
64.35351,-145.87553,0.72
64.37689,-145.97924,0.73
63.70636,-146.96936,0.81
64.19462,-147.77185,0.74
64.31879,-146.83983,0.77
64.23573,-145.35902,0.70
62.68157,-147.7109,0.97
63.75577,-144.63511,0.76
64.36992,-144.84423,0.79
63.54951,-145.82463,0.87
62.96876,-145.47213,0.73
65.20967,-148.76573,0.80
63.24539,-147.49667,0.73
65.29897,-146.33831,0.76
64.3388,-148.10574,0.74
63.17249,-145.81382,0.89
64.53672,-144.98134,0.80
63.89912,-146.68387,0.82
63.7056,-148.06729,0.80
65.03258,-148.73316,0.74
64.6034,-147.11347,0.81
63.80355,-147.5061,0.71
64.833,-148.4476,0.67
64.11525,-148.27168,0.77
65.32227,-147.37084,0.85
63.32914,-146.32506,0.65
63.15916,-148.71662,0.74
65.1078,-144.95518,0.68
62.68311,-146.48806,0.79
63.51536,-147.53435,0.80
64.00468,-145.80665,0.82
64.54562,-144.94676,0.95
63.83228,-145.91506,0.83
65.15279,-146.31548,0.74
63.1883,-148.68943,0.61
64.76991,-146.95255,0.88
63.50133,-145.32325,0.83
65.52404,-148.44715,0.75
64.94694,-145.70364,0.85
64.7685,-145.14066,0.91
63.86769,-148.04652,0.85
64.18163,-145.56386,0.76
65.05406,-148.69328,0.81
65.06868,-146.86671,0.76
64.81861,-145.92425,0.83
63.18179,-146.07708,0.72
63.74952,-148.13175,0.89
63.84088,-146.67116,0.66
64.20741,-144.80762,0.71
63.04091,-145.95393,0.86
65.46508,-146.44012,0.73
63.67579,-147.29857,0.67
63.01764,-146.33138,0.78
63.52862,-148.06652,0.72
64.0877,-148.80204,0.83
62.79409,-144.83749,0.75
64.19453,-147.43973,0.84
63.13298,-144.71893,0.74
63.57645,-145.83863,0.64
63.89364,-144.72848,0.78
63.89316,-147.00273,0.91
64.75388,-145.78367,0.83
64.66593,-145.30344,0.77
62.82992,-147.34817,0.81
65.07798,-148.68169,0.58
65.16397,-145.25036,0.86
64.26531,-148.40157,0.82
63.09201,-147.80924,0.76
63.69103,-148.79921,0.81
63.42123,-146.65995,0.74
64.79869,-147.1873,0.95
64.0257,-146.55995,0.82
63.02264,-145.61196,0.76
64.01827,-146.73678,1.01
64.02669,-145.41873,0.93
65.15366,-144.9726,0.81
63.8159,-148.37112,0.53
65.45304,-145.49999,0.83
64.437,-148.63808,0.73
63.33767,-144.83066,0.66
64.81572,-144.75773,0.95
64.92937,-148.62109,0.95
64.74411,-147.53864,0.84
63.95962,-148.7754,0.70
62.93345,-148.20498,0.72
63.20495,-148.52762,0.84
63.83711,-145.02047,0.93
63.66485,-144.90268,0.66
63.85255,-147.29566,0.78
63.33158,-144.7772,0.84
65.12661,-147.41428,0.75
62.92529,-147.66489,0.85
62.84342,-145.55334,0.82
62.72351,-146.09143,0.72
65.22949,-146.91368,0.95
64.14334,-145.86068,0.64
63.66574,-147.26085,0.89
63.3248,-146.04411,0.68
64.0706,-148.68081,0.72
62.98876,-145.13773,0.83
64.08045,-147.3675,0.87
64.65526,-148.41695,0.82
65.37502,-145.4106,0.72
63.32807,-147.49866,0.65
62.85309,-145.0715,0.88
65.23716,-146.02949,0.86
63.26315,-146.30285,0.67
64.83832,-148.65036,0.74
63.25249,-148.22481,0.75
65.13557,-147.64687,0.85
65.12991,-144.86728,0.83
62.72212,-147.92764,0.85
63.52423,-145.76699,0.73
63.88943,-145.20705,0.80
62.8623,-145.78141,0.87
62.96939,-145.76684,0.67
64.02984,-146.16829,0.83
64.96818,-146.66925,0.80
63.52917,-145.636,0.74
63.64054,-144.68705,0.82
63.46547,-145.115,0.79
64.56158,-147.26672,0.65
63.91569,-148.56701,0.69
63.40937,-148.01005,0.84
63.65588,-144.93645,0.83
63.70963,-148.44953,0.83
65.45981,-147.92633,0.67
65.31701,-147.31397,0.89
62.88458,-147.7679,0.85
64.99084,-145.21803,0.73
65.51789,-145.95904,0.69
65.50287,-144.53479,0.85
65.19664,-147.49642,0.70
64.75028,-148.15109,0.75
64.98902,-148.51852,0.80
64.01125,-145.62971,0.88
63.95311,-144.57833,0.65
63.14324,-148.27562,0.72
64.73288,-148.73019,0.82
64.76994,-145.21369,0.77
65.21352,-148.37845,0.74
65.21935,-145.66623,0.74
64.62738,-144.94299,0.61
64.5442,-147.81533,0.76
64.50543,-146.94565,0.84
63.91061,-147.05119,0.84
64.1906,-147.26832,0.88
64.1826,-147.7778,0.73
64.80323,-148.18353,0.83
65.54065,-148.42386,0.87
63.06681,-148.81406,0.61
64.24245,-146.70589,0.82
65.05082,-148.3702,0.87
63.46685,-145.29954,0.66
63.94324,-145.23442,0.70
64.37741,-147.70976,0.74
63.40894,-146.29757,0.75
63.00175,-147.47449,0.79
62.73628,-146.44723,0.80
65.22489,-148.22441,0.82
64.72095,-144.93222,0.69
65.32921,-147.65053,1.10
65.45053,-148.60323,0.79
63.46333,-144.58826,0.71
64.19826,-148.56328,0.69
63.96122,-145.16649,0.87
63.03959,-148.5889,0.89
64.30585,-147.8179,0.67
64.7584,-148.3814,0.83
62.81046,-144.70219,0.80
64.34895,-148.21665,0.73
63.87,-144.97293,0.76
64.32456,-147.41729,0.57
63.37461,-144.53922,0.71
63.54765,-147.09246,0.75
63.51613,-148.00165,0.59
63.24013,-145.04141,0.73
64.51127,-144.80534,0.55
65.12135,-147.35772,0.79
64.63627,-144.90831,0.50
63.9494,-147.06008,0.73
63.41723,-144.79997,0.68
63.85187,-147.2244,0.85
64.28068,-148.78409,0.75
64.2937,-146.21397,0.74
62.96921,-148.71828,0.73
63.61675,-147.79721,0.86
64.16159,-147.88914,0.83
65.25345,-148.19523,0.63
65.25991,-144.78892,0.68
62.92766,-147.11909,0.73
63.99597,-146.33067,0.95
64.82031,-144.85868,0.92
63.22943,-148.58659,0.85
63.32752,-145.7734,0.88
63.67547,-147.88255,0.96
63.68211,-148.22074,0.96
63.17297,-146.29326,0.78
64.88944,-146.0027,0.54
63.13704,-148.61461,0.87
63.81593,-146.61249,0.83
63.94619,-146.77432,0.69
64.04039,-147.215,0.65
63.35427,-145.26208,0.74
65.54231,-146.92315,0.76
62.74986,-148.08124,0.76
65.11523,-145.08508,0.61
65.30287,-145.25811,0.69
63.66897,-148.0137,0.60
64.79315,-145.55479,0.63
63.16622,-146.16987,0.72
62.73521,-144.82799,0.66
63.46116,-147.1784,0.81
64.91435,-146.06271,0.82
64.26796,-147.28671,0.79
64.05872,-146.88867,0.76
63.85322,-148.78167,0.79
65.22122,-147.29023,0.85
65.46563,-148.13266,0.86
64.95663,-147.73878,0.66
64.56211,-148.63665,0.74
63.94255,-146.48861,0.73
63.82531,-145.78955,0.81
64.04673,-148.07469,0.77
63.91288,-146.82033,0.73
63.50579,-147.89329,0.60
63.33014,-144.82068,0.61
62.84247,-144.92299,0.86
64.57236,-145.85618,0.72
63.56481,-146.32959,0.58
63.63554,-147.14781,0.72
63.90275,-146.40899,0.70
63.50236,-144.59446,0.62
65.12363,-145.95968,0.86
64.60186,-146.20642,0.64
64.4826,-146.84095,0.74
64.72944,-148.337,0.65
65.34872,-145.03564,0.78
63.58633,-147.61313,0.76
65.44862,-145.95374,0.85
64.61529,-148.81522,0.62
64.86085,-146.34365,0.66
63.23907,-148.55411,0.76
65.44161,-144.90438,0.84
64.937,-148.07291,0.76
64.29556,-145.0918,0.80
63.20015,-146.49072,0.71
65.47192,-144.53882,0.86
64.6931,-146.74374,0.83
64.50076,-146.20324,0.67
65.38983,-148.26058,0.76
63.79052,-148.09788,0.68
65.2412,-148.12714,0.75
64.92416,-145.24221,0.77
65.14461,-145.36625,0.64
63.60629,-147.68862,0.85
63.87937,-147.96938,0.70
62.74846,-146.62218,0.80
65.13709,-146.22005,0.69
62.86649,-148.56963,0.78
63.09597,-146.71278,0.84
64.20494,-146.08795,0.70
64.90629,-144.8372,0.70
64.01276,-146.68204,0.63
64.03446,-145.08149,0.81
62.85292,-146.58348,0.77
63.40241,-145.00775,0.67
64.73746,-145.80767,0.82
63.6703,-146.24542,0.70
64.41702,-147.53007,0.64
62.99734,-146.62235,0.63
63.94032,-145.09168,0.77
63.01376,-148.18175,0.73
65.53952,-147.70528,0.75
65.46916,-147.8916,0.57
65.05948,-146.90131,0.61
63.65028,-148.15056,0.85
64.75897,-144.58443,0.73
63.96195,-146.49276,0.53
62.90586,-145.14091,0.74
62.96959,-148.11849,0.70
63.72172,-148.44387,0.58
64.33061,-147.28366,0.86
64.07413,-144.58008,0.66
64.90296,-148.60448,0.72
63.4879,-145.25938,0.66
64.88753,-147.80341,0.86
62.70954,-145.33133,0.86
63.56319,-147.76637,0.87
62.94605,-146.43824,0.58
64.95601,-148.78472,0.66
63.98766,-145.94583,0.77
64.71781,-145.37669,0.94
64.98383,-148.38846,0.62
64.60361,-144.95693,0.57
62.99661,-146.07551,0.86
64.6989,-148.5565,0.72
63.91791,-145.8253,0.64
63.16298,-146.62247,0.72
63.79081,-146.36771,0.90
64.36246,-144.83397,0.80
64.85717,-148.50921,0.58
64.55536,-146.49534,0.77
65.08194,-144.5378,0.78
63.90129,-147.08465,0.64
63.79441,-144.52632,0.68
64.3951,-148.3102,0.62
62.8692,-145.49752,0.72
63.21318,-147.42792,0.78
64.704,-146.85534,0.77
64.78566,-146.85594,0.59
63.16666,-146.71917,0.68
63.76497,-146.42432,0.63
64.46971,-144.88841,0.60
63.4504,-146.14798,0.72
63.95223,-148.69299,0.77
65.2409,-145.14502,0.82
63.72985,-146.70017,0.57
62.76806,-146.62626,0.63
62.91256,-146.00718,0.88
63.87321,-147.44283,0.90
62.92083,-146.38111,0.79
64.97373,-147.78906,0.70
64.91508,-145.39581,0.77
63.04555,-147.4673,0.54
63.54038,-144.87301,0.52
64.30185,-148.52859,0.89
63.96335,-145.65619,0.62
65.15954,-148.04967,0.61
63.5372,-148.35988,0.68
64.43106,-147.47934,0.78
62.77195,-146.06636,0.78
63.68507,-144.51782,0.53
64.21716,-148.42458,0.64
64.17752,-146.18982,0.79
64.68878,-146.07037,0.86
63.77368,-148.1202,0.51
65.39642,-147.70508,0.62
64.82306,-146.21691,0.92
64.74028,-145.17188,0.76
63.09402,-144.82561,0.70
65.23025,-147.86532,0.86
63.06987,-146.7681,0.58
64.9538,-144.92776,0.54
65.41409,-146.55856,0.62
63.45053,-148.58386,0.87
65.34841,-146.65476,0.55
62.93375,-148.27453,0.76
62.8035,-145.77044,0.69
64.52914,-147.72087,0.57
65.39519,-144.52585,0.74
63.65214,-148.71768,0.60
64.41918,-147.22363,0.78
63.94262,-148.72606,0.49
64.3366,-145.59343,0.69
62.757,-147.13303,0.76
64.31389,-148.52286,0.63
63.32848,-145.43244,0.84
63.39791,-145.0245,0.65
63.35612,-148.7257,0.64
62.8033,-145.02865,0.97
63.22085,-146.08478,0.90
64.48834,-146.01998,0.81
63.6945,-148.28598,0.63
64.23227,-147.63754,0.72
63.2349,-148.10655,0.61
64.47879,-146.93046,0.67
63.45263,-146.84243,0.79
63.53216,-147.51192,0.61
62.81002,-146.66094,0.57
64.13055,-148.50893,0.65
63.25683,-146.72978,0.82
63.6476,-147.14173,0.82
64.17627,-145.04387,0.83
64.7151,-146.77602,0.71
63.51955,-147.19177,0.58
63.24686,-145.61847,0.76
64.34138,-145.45949,0.76
64.71376,-148.79774,0.59
62.75683,-146.70156,0.61
63.16659,-148.7973,0.82
65.36572,-146.70507,0.55
64.73963,-148.52222,0.69
62.82166,-148.29814,0.78
65.3084,-147.15447,0.76
65.00917,-145.69774,0.64
62.71249,-147.32146,0.64
63.21484,-146.87794,0.87
63.7349,-147.71122,0.88
65.00417,-144.92754,0.68
64.29756,-147.66276,0.67
64.90528,-146.09737,0.76
64.55615,-147.47387,0.80
62.72163,-145.32483,0.55
63.12848,-146.7807,0.62
65.18879,-147.14386,0.89
65.44494,-147.82934,0.54
63.33734,-146.9574,0.69
63.38094,-146.21296,0.78
65.17184,-147.70231,0.79
63.83026,-147.85025,0.84
63.79553,-145.74835,0.55
63.38395,-148.27607,0.58
62.71143,-148.20987,0.90
65.07419,-146.34429,0.84
64.63439,-146.65785,0.71
63.95456,-146.48227,0.66
63.41801,-145.66785,0.50
63.21856,-145.94472,0.82
64.37773,-148.18817,0.73
63.92886,-146.04977,0.75
64.02543,-145.23137,0.81
62.7508,-147.83095,0.60
64.35486,-146.63187,0.83
63.67408,-146.90021,0.48
63.61828,-145.87317,0.68
65.02633,-146.17793,0.57
63.8256,-147.53806,0.53
64.46521,-148.39241,0.81
63.3625,-148.38474,0.82
64.94132,-147.98236,0.87
63.25871,-148.6294,0.71
63.75532,-147.53,0.76
64.57987,-145.08845,0.78
64.73032,-147.99991,0.57
64.92444,-148.56467,0.56
64.67648,-148.3044,0.59
64.61695,-146.6086,0.66
63.45186,-145.27933,0.85
63.77891,-147.18969,0.92
64.35218,-145.02995,0.63
62.89781,-147.58036,0.72
65.22222,-145.69446,0.78
64.83497,-146.21033,0.68
64.46894,-146.70232,0.55
64.91229,-145.24914,0.65
64.55758,-145.83512,0.78
64.12459,-146.04473,0.81
64.58678,-144.62832,0.68
64.49753,-144.62253,0.57
63.86749,-145.70896,0.80
64.9284,-144.74973,0.65
64.65854,-147.09927,0.78
63.06098,-145.84485,0.75
63.45929,-146.59781,0.64
64.47445,-148.28626,0.90
64.45396,-145.68817,0.83
64.53409,-146.34594,0.66
64.89902,-146.16002,0.66
65.52471,-148.74593,0.86
63.75006,-145.38575,0.78
62.90789,-146.68155,0.66
65.18751,-147.26346,0.59
65.51672,-145.32671,0.83
65.24875,-146.3365,0.75
64.49311,-144.63984,0.74
63.58539,-146.5895,0.90
65.50665,-148.24644,0.81
65.21575,-144.96537,0.77
64.32222,-145.87828,0.63
64.98497,-145.04308,0.65
