lat,lon,prec_idf_hist,ng_idf_hist
64.22838,-144.88283,90.59,122.14
65.38499,-147.1732,150.15,154.4
64.03572,-147.23177,104.08,108.34
63.0264,-145.18753,113.96,129.52
63.36603,-147.69194,105.07,119.86
64.86224,-146.10659,131.11,161.59
62.77942,-147.73412,122.93,152.18
64.43882,-147.89695,144.0,160.76
65.22958,-145.70516,104.22,116.61
62.96174,-148.63803,91.07,118.56
62.81455,-146.82605,119.7,133.18
63.09599,-148.78702,143.69,151.27
63.85189,-144.81025,107.21,122.53
64.51035,-147.78857,114.48,133.68
64.1257,-146.1165,122.39,158.25
64.12763,-147.86259,96.23,112.55
62.82426,-145.3255,131.82,154.44
64.65373,-148.05261,148.55,165.15
64.39338,-145.95556,128.38,130.84
65.03083,-144.94144,102.59,123.2
63.10026,-147.95944,124.26,139.21
64.36772,-146.69777,136.29,155.91
63.63464,-147.58945,97.41,113.34
65.41934,-148.52916,116.45,151.25
63.27725,-146.43685,131.44,147.85
63.32261,-144.8107,153.26,182.96
63.84605,-145.21706,106.73,134.03
65.26479,-146.11841,126.24,130.39
65.5222,-147.999,120.61,138.4
65.49771,-145.08161,106.34,110.23
63.571,-147.84773,132.75,151.23
62.92935,-147.90014,115.33,151.17
65.33979,-145.86618,124.17,133.22
63.21905,-144.9681,112.47,146.98
64.09531,-147.72012,132.69,149.28
63.15439,-145.0182,158.87,189.82
63.15123,-147.06461,121.04,143.48
63.16763,-144.7419,100.2,101.14
64.85641,-147.20119,134.1,125.0
65.11176,-145.96641,118.66,144.45
64.54725,-148.46915,131.4,146.96
64.05384,-144.96899,120.8,142.11
64.8469,-146.97055,120.26,138.47
64.88207,-146.68632,88.98,96.0
65.03259,-147.07863,161.01,178.1
65.19642,-145.32092,137.93,148.6
63.94181,-145.04749,131.17,122.99
64.14253,-145.6727,105.42,129.29
62.87603,-146.86522,120.34,137.06
64.26459,-146.54912,95.98,112.78
65.02275,-147.30579,135.42,157.77
63.35886,-145.01787,120.55,122.54
63.69116,-147.39067,124.96,111.33
63.18881,-144.81498,157.25,174.76
64.79977,-147.5982,149.26,152.28
63.81736,-146.19588,151.33,166.5
65.22892,-148.05909,96.02,126.82
63.4951,-144.69865,110.67,135.84
65.13546,-146.84551,122.18,141.24
63.43506,-146.79465,116.96,128.54
62.85083,-148.27087,138.42,158.42
65.54438,-146.68147,160.72,178.9
64.7121,-145.08501,161.01,163.04
65.39842,-145.51703,102.52,139.54
64.66659,-147.78307,87.07,124.96
63.36144,-146.20902,127.38,139.9
62.90129,-144.93266,141.51,163.97
63.09261,-145.84217,114.52,132.56
64.83039,-147.52371,109.01,125.66
65.42653,-148.54051,155.23,169.71
63.09402,-148.15842,140.31,149.2
63.71568,-146.93605,89.72,117.15
63.43349,-144.6624,169.48,170.68
63.15005,-147.75352,131.42,142.96
63.40411,-147.30587,111.12,123.61
65.54904,-145.39805,132.4,160.26
64.62543,-144.63476,120.61,133.68
64.07175,-146.39126,92.12,110.11
63.29124,-147.77026,146.88,167.3
63.58393,-146.14846,139.42,150.81
63.5742,-148.55511,181.18,185.35
63.93519,-145.5708,117.69,138.84
64.77946,-147.78469,132.65,144.06
64.99489,-147.143,123.9,136.25
64.14543,-148.67452,103.52,106.71
63.76363,-146.16719,134.22,146.55
65.48577,-145.88724,145.32,170.99
63.4918,-145.58508,120.79,134.41
64.267,-144.77289,139.38,153.17
63.44693,-145.52411,129.18,159.85
62.96356,-145.71376,192.85,201.57
65.03814,-145.30932,128.94,146.75
64.43875,-145.78439,90.53,98.38
64.46335,-148.58202,123.82,130.74
63.69502,-146.1179,130.97,145.22
64.78172,-146.1808,152.7,180.71
62.92032,-144.59859,129.91,155.89
62.81965,-148.41019,128.34,142.42
64.61687,-146.41813,89.18,96.52
64.50374,-148.40287,145.92,149.24
63.22467,-144.68138,197.26,214.72
62.85312,-145.81426,125.23,117.87
65.13705,-146.9932,109.71,129.56
62.81892,-145.67837,154.04,180.06
63.90706,-146.2054,100.91,114.37
64.82636,-145.03279,135.67,154.5
64.05614,-146.48617,132.87,141.61
65.17523,-148.3678,131.28,118.43
64.72219,-148.32591,193.86,212.22
64.45605,-144.70579,158.15,158.56
65.36378,-147.48325,103.31,140.0
63.49631,-145.98139,106.6,140.66
63.60255,-145.66741,140.54,169.27
63.20672,-145.42796,136.06,148.29
62.76462,-147.71332,140.89,157.32
64.97459,-145.00462,200.47,206.48
63.20675,-144.74822,166.25,162.31
