lat,lon,prec_idf_in
64.22838,-144.88283,1.528
65.38499,-147.1732,1.666
64.03572,-147.23177,1.607
63.0264,-145.18753,2.106
63.36603,-147.69194,1.473
64.86224,-146.10659,1.668
62.77942,-147.73412,1.928
64.43882,-147.89695,1.316
65.22958,-145.70516,1.607
62.96174,-148.63803,2.459
62.81455,-146.82605,1.524
63.09599,-148.78702,2.441
63.85189,-144.81025,1.524
64.51035,-147.78857,1.295
64.1257,-146.1165,1.439
64.12763,-147.86259,1.597
62.82426,-145.3255,1.695
64.65373,-148.05261,1.221
64.39338,-145.95556,1.532
65.03083,-144.94144,1.694
63.10026,-147.95944,1.8
64.36772,-146.69777,1.51
63.63464,-147.58945,2.204
65.41934,-148.52916,1.444
63.27725,-146.43685,2.363
63.32261,-144.8107,2.743
63.84605,-145.21706,1.46
65.26479,-146.11841,1.528
65.5222,-147.999,1.467
65.49771,-145.08161,1.507
63.571,-147.84773,1.864
62.92935,-147.90014,1.972
65.33979,-145.86618,1.613
63.21905,-144.9681,2.771
64.09531,-147.72012,1.664
63.15439,-145.0182,2.367
63.15123,-147.06461,1.941
63.16763,-144.7419,2.617
64.85641,-147.20119,1.366
65.11176,-145.96641,1.604
64.54725,-148.46915,1.264
64.05384,-144.96899,1.454
64.8469,-146.97055,1.468
64.88207,-146.68632,1.463
65.03259,-147.07863,1.546
65.19642,-145.32092,1.497
63.94181,-145.04749,1.407
64.14253,-145.6727,1.464
62.87603,-146.86522,1.467
64.26459,-146.54912,1.444
65.02275,-147.30579,1.699
63.35886,-145.01787,3.183
63.69116,-147.39067,2.548
63.18881,-144.81498,2.609
64.79977,-147.5982,1.24
63.81736,-146.19588,1.539
65.22892,-148.05909,1.843
63.4951,-144.69865,2.443
65.13546,-146.84551,1.633
63.43506,-146.79465,2.561
62.85083,-148.27087,1.692
65.54438,-146.68147,1.766
64.7121,-145.08501,1.663
65.39842,-145.51703,1.463
64.66659,-147.78307,1.229
63.36144,-146.20902,3.062
62.90129,-144.93266,1.864
63.09261,-145.84217,2.241
64.83039,-147.52371,1.271
65.42653,-148.54051,1.364
63.09402,-148.15842,1.912
63.71568,-146.93605,2.165
63.43349,-144.6624,2.666
63.15005,-147.75352,1.8
63.40411,-147.30587,1.744
65.54904,-145.39805,1.38
64.62543,-144.63476,1.799
64.07175,-146.39126,1.465
63.29124,-147.77026,1.432
63.58393,-146.14846,3.074
63.5742,-148.55511,1.943
63.93519,-145.5708,1.456
64.77946,-147.78469,1.163
64.99489,-147.143,1.601
64.14543,-148.67452,1.571
63.76363,-146.16719,1.545
65.48577,-145.88724,1.633
63.4918,-145.58508,4.041
64.267,-144.77289,1.572
63.44693,-145.52411,3.618
62.96356,-145.71376,1.753
65.03814,-145.30932,1.471
64.43875,-145.78439,1.668
64.46335,-148.58202,1.309
63.69502,-146.1179,1.883
64.78172,-146.1808,1.576
62.92032,-144.59859,1.887
62.81965,-148.41019,1.779
64.61687,-146.41813,1.551
64.50374,-148.40287,1.28
63.22467,-144.68138,2.95
62.85312,-145.81426,1.687
65.13705,-146.9932,1.658
62.81892,-145.67837,1.507
63.90706,-146.2054,1.476
64.82636,-145.03279,1.648
64.05614,-146.48617,1.478
65.17523,-148.3678,1.408
64.72219,-148.32591,1.394
64.45605,-144.70579,1.588
65.36378,-147.48325,1.639
63.49631,-145.98139,3.136
63.60255,-145.66741,2.781
63.20672,-145.42796,2.621
62.76462,-147.71332,1.77
64.97459,-145.00462,1.759
63.20675,-144.74822,2.869
64.39806,-146.43409,1.548
65.03432,-147.90589,1.253
65.58441,-146.44838,1.796
62.79417,-146.57128,1.516
64.36398,-146.40874,1.579
62.90565,-145.36569,1.551
64.95915,-145.578,1.239
65.27157,-145.93519,1.543
63.92199,-147.49014,1.855
65.33277,-148.31901,1.221
63.97699,-144.56439,1.561
63.41735,-145.25568,3.475
64.48036,-148.0072,1.307
63.57528,-147.76051,1.928
65.03034,-145.53697,1.387
63.04893,-146.14658,1.907
64.86733,-147.65184,1.261
63.15255,-144.72207,2.568
65.37189,-145.50255,1.515
65.08598,-146.91672,1.551
64.88755,-145.73748,1.611
63.60574,-146.47917,3.238
63.96554,-148.28586,1.766
65.19934,-148.42995,1.186
62.7166,-145.96953,1.416
64.99452,-146.29943,1.601
65.05674,-146.29458,1.69
63.68064,-148.47729,1.658
65.08628,-147.18346,1.637
63.39047,-146.36394,3.274
64.982,-145.0151,1.754
63.24552,-147.24309,1.945
63.04081,-147.4836,1.476
64.36496,-148.74455,1.357
62.69634,-148.11981,2.308
63.43177,-148.11244,1.718
63.23189,-145.59825,2.314
63.87162,-147.88731,1.618
63.49226,-144.78598,2.28
64.91,-148.54228,1.714
63.81665,-146.86999,1.842
63.72201,-147.31824,2.472
64.20047,-147.04636,1.488
63.77403,-145.37242,2.107
64.15639,-146.2302,1.444
63.59441,-145.24306,2.783
65.23972,-147.22089,1.647
63.91094,-146.304,1.488
65.11881,-145.66455,1.697
63.63243,-148.57069,1.738
63.22936,-144.77802,2.943
65.3545,-147.51798,1.648
63.25689,-145.76876,2.194
63.46552,-146.9068,2.573
64.38889,-147.63143,1.378
65.06573,-144.56259,1.842
65.5031,-147.99384,1.484
63.38303,-146.35364,3.265
64.85075,-148.08655,1.386
64.4345,-147.31759,1.405
64.02029,-144.55356,1.569
64.78262,-147.01933,1.405
63.62831,-148.11839,1.783
64.45769,-148.30892,1.297
63.74207,-147.39385,2.321
64.72055,-146.83185,1.483
64.01168,-144.70352,1.518
64.88791,-145.61886,1.602
64.66791,-147.32873,1.258
63.64222,-148.60873,1.676
64.75344,-147.50451,1.234
62.74557,-147.20815,1.431
64.69822,-148.33762,1.287
62.82724,-146.16346,1.518
64.09013,-146.32366,1.466
64.7317,-146.56141,1.558
63.14881,-146.30579,2.417
64.55161,-146.39495,1.476
63.39798,-146.74271,2.754
65.32247,-147.71364,1.683
63.16177,-146.91869,2.003
63.30122,-147.80774,1.445
64.43848,-145.24345,1.55
63.34974,-145.27878,3.286
65.29243,-145.89335,1.539
65.08403,-144.85002,1.721
63.22773,-145.91159,2.221
63.97065,-147.86767,1.67
63.81825,-147.5274,2.066
63.58282,-146.07774,2.813
64.53318,-144.60135,1.662
64.43999,-148.11424,1.314
63.283,-148.61833,2.015
64.1508,-144.86957,1.546
63.05162,-145.46967,1.745
63.92544,-147.33064,1.747
62.7213,-146.78889,1.496
65.49795,-146.58699,1.806
64.42883,-145.62919,1.602
62.93901,-146.13356,1.649
65.14075,-147.70351,1.544
64.89554,-147.28383,1.414
65.26568,-148.26338,1.277
64.56768,-144.74267,1.886
63.74928,-146.7044,2.067
63.26236,-146.41629,2.312
64.56813,-147.46775,1.305
63.58052,-145.93632,1.967
64.13503,-147.54183,1.534
64.7218,-145.59551,1.721
64.16128,-144.90712,1.523
63.831,-144.85106,1.516
65.09462,-147.60877,1.457
65.3863,-145.64428,1.52
63.37943,-148.36278,1.657
63.74056,-146.99477,1.91
65.26034,-148.13233,1.447
63.93682,-147.25316,1.639
63.62708,-146.6249,3.085
65.08441,-146.57625,1.748
63.86049,-148.79259,1.713
64.93927,-147.34947,1.523
63.62446,-148.34737,1.832
63.73935,-147.10966,2.075
65.45483,-144.85112,1.522
65.59045,-148.35388,1.385
63.92805,-147.09971,1.6
64.49997,-147.67729,1.319
63.36383,-146.05181,3.409
64.93662,-147.99946,1.284
64.04968,-147.4406,1.638
62.78854,-148.61857,1.846
65.18189,-148.23111,1.516
63.03753,-147.38715,1.573
63.23546,-144.83133,2.922
62.70143,-146.9656,1.441
63.02176,-145.31683,1.748
62.75509,-147.74561,1.654
64.98787,-146.16974,1.552
64.09209,-148.57021,1.655
62.74429,-147.95893,1.755
63.22384,-147.02842,2.128
65.58518,-145.6938,1.441
64.01999,-148.74741,1.633
64.69679,-146.46277,1.538
64.17661,-147.98271,1.525
63.89952,-147.71622,1.924
63.39891,-146.44462,3.259
63.67647,-148.77748,1.673
63.58907,-146.68729,2.987
65.08794,-148.08575,1.413
64.62424,-148.49031,1.253
64.16938,-148.59132,1.587
65.23264,-146.04699,1.511
65.26096,-145.5823,1.522
65.16251,-144.93741,1.747
64.99731,-145.70453,1.376
65.4744,-145.77344,1.625
63.35038,-148.39036,1.857
63.8187,-146.63971,2.101
65.18042,-148.49856,1.189
62.96446,-146.91905,1.526
65.59137,-147.31747,1.841
65.48593,-147.25385,1.837
64.16676,-144.61301,1.523
64.07602,-144.76767,1.528
63.13984,-146.04271,2.499
63.34643,-144.68344,2.309
63.84503,-147.02734,1.584
64.44655,-145.67771,1.681
65.33388,-145.25473,1.569
64.31573,-147.85644,1.368
63.08365,-145.12791,2.294
63.98687,-146.73876,1.61
64.90743,-146.24406,1.589
63.2169,-146.65135,2.304
64.99524,-148.23543,1.485
64.60807,-148.80407,1.34
64.80334,-144.52812,1.519
64.70489,-148.20276,1.192
65.40205,-147.49298,1.654
62.9974,-148.3429,2.078
65.56029,-148.65359,1.199
63.07305,-147.55208,1.488
63.06407,-145.0117,2.14
65.20377,-146.19758,1.505
65.49428,-146.67915,1.792
63.93664,-147.84129,1.597
63.28039,-147.08479,1.962
65.20323,-146.51091,1.719
65.01079,-145.65225,1.383
64.08109,-146.54514,1.486
65.18791,-145.78887,1.629
65.1031,-144.73405,1.85
63.6416,-148.39611,1.829
62.92931,-145.57757,1.441
63.91156,-148.11123,1.979
