lat,lon,prec_idf_in
64.62543,-144.63476,6.003
64.07175,-146.39126,5.01
63.29124,-147.77026,4.848
63.58393,-146.14846,9.887
63.5742,-148.55511,7.06
63.93519,-145.5708,4.754
64.77946,-147.78469,5.306
64.99489,-147.143,6.582
64.14543,-148.67452,7.199
63.76363,-146.16719,5.052
65.48577,-145.88724,5.947
63.4918,-145.58508,12.796
64.267,-144.77289,5.12
63.44693,-145.52411,11.503
62.96356,-145.71376,5.477
65.03814,-145.30932,4.885
64.43875,-145.78439,5.916
64.46335,-148.58202,6.51
63.69502,-146.1179,6.09
64.78172,-146.1808,5.402
62.92032,-144.59859,6.056
62.81965,-148.41019,6.107
64.61687,-146.41813,6.171
64.50374,-148.40287,6.176
63.22467,-144.68138,9.632
62.85312,-145.81426,5.239
65.13705,-146.9932,6.261
62.81892,-145.67837,4.669
63.90706,-146.2054,4.858
64.82636,-145.03279,5.52
64.05614,-146.48617,5.113
65.17523,-148.3678,5.889
64.72219,-148.32591,6.547
64.45605,-144.70579,5.266
65.36378,-147.48325,6.51
63.49631,-145.98139,9.942
63.60255,-145.66741,8.903
63.20672,-145.42796,8.625
62.76462,-147.71332,5.594
64.97459,-145.00462,5.909
63.20675,-144.74822,9.084
64.39806,-146.43409,5.828
65.03432,-147.90589,5.329
65.58441,-146.44838,6.517
62.79417,-146.57128,4.859
64.36398,-146.40874,5.852
62.90565,-145.36569,4.813
64.95915,-145.578,3.961
65.27157,-145.93519,5.316
63.92199,-147.49014,6.807
65.33277,-148.31901,4.943
63.97699,-144.56439,4.948
63.41735,-145.25568,11.234
64.48036,-148.0072,6.005
63.57528,-147.76051,6.888
65.03034,-145.53697,4.566
63.04893,-146.14658,6.046
64.86733,-147.65184,5.601
63.15255,-144.72207,8.128
65.37189,-145.50255,5.462
65.08598,-146.91672,5.833
64.88755,-145.73748,5.388
63.60574,-146.47917,10.535
63.96554,-148.28586,7.076
65.19934,-148.42995,4.941
62.7166,-145.96953,4.36
64.99452,-146.29943,5.63
65.05674,-146.29458,5.963
63.68064,-148.47729,6.0
65.08628,-147.18346,6.553
63.39047,-146.36394,10.49
64.982,-145.0151,5.886
63.24552,-147.24309,6.518
63.04081,-147.4836,4.905
64.36496,-148.74455,7.113
62.69634,-148.11981,7.42
63.43177,-148.11244,6.109
63.23189,-145.59825,7.567
63.87162,-147.88731,6.282
63.49226,-144.78598,7.248
64.91,-148.54228,7.387
63.81665,-146.86999,6.3
63.72201,-147.31824,8.719
64.20047,-147.04636,5.844
63.77403,-145.37242,6.787
64.15639,-146.2302,4.948
63.59441,-145.24306,8.903
65.23972,-147.22089,5.975
63.91094,-146.304,4.906
65.11881,-145.66455,5.712
63.63243,-148.57069,6.183
63.22936,-144.77802,9.588
65.3545,-147.51798,6.577
63.25689,-145.76876,7.072
63.46552,-146.9068,8.42
64.38889,-147.63143,6.294
65.06573,-144.56259,6.39
65.5031,-147.99384,5.885
63.38303,-146.35364,10.461
64.85075,-148.08655,6.183
64.4345,-147.31759,6.245
64.02029,-144.55356,4.995
64.78262,-147.01933,6.192
63.62831,-148.11839,6.58
64.45769,-148.30892,6.259
63.74207,-147.39385,8.215
64.72055,-146.83185,6.615
64.01168,-144.70352,4.838
64.88791,-145.61886,5.243
64.66791,-147.32873,5.752
63.64222,-148.60873,5.918
64.75344,-147.50451,5.545
62.74557,-147.20815,4.413
64.69822,-148.33762,6.011
62.82724,-146.16346,4.765
64.09013,-146.32366,5.002
64.7317,-146.56141,6.231
63.14881,-146.30579,7.694
64.55161,-146.39495,5.862
63.39798,-146.74271,8.929
65.32247,-147.71364,6.82
63.16177,-146.91869,6.549
63.30122,-147.80774,4.901
64.43848,-145.24345,5.222
63.34974,-145.27878,10.758
65.29243,-145.89335,5.295
65.08403,-144.85002,5.71
63.22773,-145.91159,7.093
63.97065,-147.86767,6.9
63.81825,-147.5274,7.395
63.58282,-146.07774,9.036
64.53318,-144.60135,5.518
64.43999,-148.11424,6.266
63.283,-148.61833,7.448
64.1508,-144.86957,5.013
63.05162,-145.46967,5.53
63.92544,-147.33064,6.408
62.7213,-146.78889,4.761
65.49795,-146.58699,6.585
64.42883,-145.62919,5.51
62.93901,-146.13356,5.198
65.14075,-147.70351,6.563
64.89554,-147.28383,6.22
65.26568,-148.26338,5.334
64.56768,-144.74267,6.303
63.74928,-146.7044,6.844
63.26236,-146.41629,7.407
64.56813,-147.46775,5.952
63.58052,-145.93632,6.304
64.13503,-147.54183,6.84
64.7218,-145.59551,5.946
64.16128,-144.90712,4.944
63.831,-144.85106,4.814
65.09462,-147.60877,6.239
65.3863,-145.64428,5.407
63.37943,-148.36278,6.052
63.74056,-146.99477,6.344
65.26034,-148.13233,5.949
63.93682,-147.25316,6.038
63.62708,-146.6249,10.069
65.08441,-146.57625,6.302
63.86049,-148.79259,6.288
64.93927,-147.34947,6.514
63.62446,-148.34737,6.694
63.73935,-147.10966,7.101
65.45483,-144.85112,6.258
65.59045,-148.35388,5.3
63.92805,-147.09971,5.784
64.49997,-147.67729,6.045
63.36383,-146.05181,10.837
64.93662,-147.99946,5.322
64.04968,-147.4406,6.351
62.78854,-148.61857,6.356
65.18189,-148.23111,6.401
63.03753,-147.38715,5.214
63.23546,-144.83133,9.273
62.70143,-146.9656,4.5
63.02176,-145.31683,5.493
62.75509,-147.74561,5.219
64.98787,-146.16974,5.461
64.09209,-148.57021,7.129
62.74429,-147.95893,5.577
63.22384,-147.02842,7.037
65.58518,-145.6938,5.491
64.01999,-148.74741,6.574
64.69679,-146.46277,6.056
64.17661,-147.98271,6.95
63.89952,-147.71622,7.589
63.39891,-146.44462,10.464
63.67647,-148.77748,5.607
63.58907,-146.68729,9.757
65.08794,-148.08575,6.051
64.62424,-148.49031,5.934
64.16938,-148.59132,7.429
65.23264,-146.04699,5.218
65.26096,-145.5823,5.269
65.16251,-144.93741,5.904
64.99731,-145.70453,4.59
65.4744,-145.77344,5.817
63.35038,-148.39036,6.798
63.8187,-146.63971,6.968
65.18042,-148.49856,4.961
62.96446,-146.91905,4.848
65.59137,-147.31747,7.135
65.48593,-147.25385,7.092
64.16676,-144.61301,4.906
64.07602,-144.76767,4.898
63.13984,-146.04271,7.946
63.34643,-144.68344,7.59
63.84503,-147.02734,5.455
64.44655,-145.67771,5.845
65.33388,-145.25473,5.744
64.31573,-147.85644,6.417
63.08365,-145.12791,7.252
63.98687,-146.73876,5.615
64.90743,-146.24406,5.384
63.2169,-146.65135,7.378
64.99524,-148.23543,6.338
64.60807,-148.80407,6.639
64.80334,-144.52812,5.218
64.70489,-148.20276,5.512
65.40205,-147.49298,6.566
62.9974,-148.3429,7.193
65.56029,-148.65359,4.54
63.07305,-147.55208,4.976
63.06407,-145.0117,6.746
65.20377,-146.19758,5.22
65.49428,-146.67915,6.601
63.93664,-147.84129,6.542
63.28039,-147.08479,6.526
65.20323,-146.51091,6.14
65.01079,-145.65225,4.563
64.08109,-146.54514,5.2
65.18791,-145.78887,5.54
65.1031,-144.73405,6.259
63.6416,-148.39611,6.656
62.92931,-145.57757,4.462
63.91156,-148.11123,7.8
64.37803,-146.0515,5.384
65.14626,-146.95854,6.298
63.65695,-147.10852,8.238
65.11671,-145.03943,5.905
65.24534,-145.1274,5.174
64.98596,-144.64073,6.473
64.61846,-148.216,5.597
65.47242,-145.38315,5.719
65.05951,-145.69862,5.458
63.7066,-147.2261,8.369
63.2241,-146.29491,8.161
65.53229,-147.69406,6.024
63.92363,-147.70436,7.129
65.39447,-145.05328,6.201
64.04316,-145.39503,4.81
62.74092,-148.25181,7.565
65.24891,-146.53041,5.843
63.24158,-145.22484,9.366
62.84546,-146.57329,4.861
64.35028,-147.62182,6.371
65.14517,-147.3452,6.373
64.94363,-148.57006,7.072
63.13696,-146.01602,7.887
63.42774,-146.59988,9.862
63.23453,-148.03645,5.828
65.37707,-147.35676,6.433
62.68362,-148.65164,8.635
64.44436,-148.02496,6.236
63.28518,-147.3222,5.538
62.78285,-148.35752,6.314
63.9372,-145.29557,4.575
62.86128,-146.48144,4.771
65.39711,-144.72052,6.243
64.65317,-147.0435,6.506
63.69132,-148.11681,6.856
63.03874,-147.52661,4.925
62.76524,-145.42721,4.605
65.29423,-148.23419,5.382
64.59582,-147.62885,5.812
64.7234,-145.55038,5.819
64.4161,-144.86115,5.34
63.36484,-145.18517,10.737
65.02583,-145.98526,5.798
62.96156,-144.89933,5.945
64.1429,-147.62442,7.027
62.8802,-145.19702,5.162
65.29323,-147.32657,6.82
63.99215,-147.82845,6.948
63.30477,-145.10482,10.701
64.56727,-148.0662,5.713
64.01316,-147.7176,6.626
63.96061,-144.58842,4.97
65.52228,-148.71722,5.049
65.04406,-148.50635,6.791
65.29587,-147.35498,6.831
62.78606,-147.35545,5.37
63.95972,-144.97947,4.502
64.98129,-145.60979,3.952
65.42396,-144.97532,6.169
64.91541,-147.36191,6.389
65.17746,-147.83296,6.309
64.57229,-144.84291,6.244
63.75803,-147.04304,6.541
63.3094,-148.49375,7.358
63.33748,-144.71697,7.73
65.41494,-146.43816,6.451
65.31853,-145.59373,5.341
64.91192,-146.99498,6.424
63.7032,-147.12795,7.332
65.49448,-145.4153,5.59
63.75479,-145.02398,4.849
64.31794,-147.21763,6.263
63.38705,-145.44304,11.184
63.33887,-147.09796,6.367
63.87045,-146.71315,5.609
62.69476,-147.02446,4.414
65.14829,-148.20347,6.524
63.78413,-147.82986,7.125
63.43945,-145.51396,11.45
63.61586,-148.05332,6.578
63.68965,-146.99214,8.56
62.7354,-146.55911,4.795
64.33115,-148.02261,6.447
63.9052,-148.31456,7.678
65.25885,-146.37566,5.436
64.41714,-146.24885,5.467
64.3851,-146.36823,5.915
64.95222,-145.32973,5.125
64.43828,-145.90153,5.775
63.03726,-148.63185,8.099
63.62396,-145.51275,8.436
64.11748,-148.22745,6.966
64.67626,-145.88619,5.634
64.97856,-148.25845,6.676
63.19448,-146.80367,6.899
62.96673,-148.69152,8.727
64.09769,-146.52191,5.178
64.51505,-147.77165,5.93
63.23178,-146.00838,7.265
63.20843,-146.38771,7.43
63.27738,-145.43196,10.108
63.03868,-148.30994,7.085
64.30749,-145.08494,5.103
65.11967,-145.06753,5.937
65.2113,-145.22243,5.189
63.7541,-147.13077,7.395
62.94131,-144.55861,6.129
64.58818,-146.25789,5.917
63.01306,-148.71253,8.867
63.41434,-144.88711,8.898
65.15654,-148.51031,5.15
63.30383,-147.83467,4.937
63.66315,-145.40527,7.729
64.77736,-148.31354,6.989
64.98687,-147.05854,6.323
65.54081,-145.74989,5.649
64.76582,-147.90889,5.314
63.8193,-148.75453,6.615
64.12853,-147.34319,6.303
63.79461,-146.46602,5.257
63.98855,-146.8818,5.436
64.6292,-148.54625,6.044
64.20926,-147.20095,6.147
63.07288,-148.33612,7.285
64.22496,-147.62675,6.709
63.11197,-147.88384,6.209
62.91705,-148.36578,7.015
64.79216,-144.89017,5.988
63.26108,-144.88789,9.942
63.19776,-147.33698,6.121
62.86206,-148.79396,8.679
63.66768,-147.80095,7.495
62.85807,-146.99977,4.639
64.11602,-144.61366,4.98
65.09567,-145.43955,5.431
63.54375,-147.7616,7.151
63.14214,-144.79868,7.975
64.66447,-144.87698,5.259
64.92788,-146.51372,5.332
62.99255,-144.55791,6.116
64.07072,-148.75251,6.77
64.49343,-145.34377,5.528
63.85402,-146.06136,4.841
65.27212,-146.12922,5.304
63.41085,-145.54378,11.264
64.89012,-147.49292,5.985
65.36999,-145.66877,5.477
65.16935,-144.5892,5.974
64.40254,-147.24674,6.278
62.77134,-145.88516,4.646
64.27577,-148.72865,7.098
63.2082,-145.90783,6.942
63.24097,-145.97526,7.419
63.54713,-146.28191,11.442
62.74829,-148.26231,7.455
64.345,-148.45016,6.727
64.57904,-148.6868,6.349
63.55929,-146.83066,9.426
64.984,-147.90186,5.585
65.04602,-145.75096,5.669
63.30991,-148.70448,7.228
64.75138,-145.63764,5.835
63.13476,-145.24105,6.712
62.95747,-146.06787,5.384
64.90903,-148.24871,6.183
64.0477,-144.79858,4.796
63.04063,-148.19723,7.038
64.82888,-147.64209,5.516
64.04415,-144.53959,5.054
65.45486,-148.43688,4.563
63.1941,-145.66102,6.324
63.47053,-147.40048,6.894
63.06252,-144.942,6.644
63.73318,-146.98425,6.341
63.41743,-145.14176,11.162
63.321,-144.74052,7.837
63.90968,-148.22661,7.934
64.86893,-145.49652,4.886
63.2984,-144.71067,8.663
62.96389,-148.52557,7.479
62.82128,-145.29909,5.203
65.42915,-148.64362,3.918
64.74899,-145.37347,5.393
65.22122,-146.24745,5.282
65.22922,-146.1385,5.152
64.27043,-146.11035,5.041
64.10741,-146.18426,4.849
64.62207,-147.30853,5.984
64.11328,-146.80258,5.442
63.38211,-146.83575,7.501
64.97013,-147.61384,6.453
63.51462,-145.91464,7.83
65.31777,-145.83389,5.41
63.03546,-146.74334,5.31
63.87151,-145.15949,4.633
62.84987,-148.79938,8.669
62.79122,-145.14731,4.942
64.356,-147.74948,6.283
64.81063,-147.18105,5.761
65.43581,-147.25071,6.508
62.98726,-145.06816,6.408
65.2166,-148.62899,5.683
63.7173,-147.9905,7.012
64.51929,-148.08985,5.957
64.95844,-148.81297,5.941
62.85625,-147.29359,4.709
65.58326,-148.34251,5.324
62.783,-144.57725,5.026
64.31751,-145.47297,5.024
62.72055,-147.40092,4.893
63.05949,-144.91546,6.618
63.44987,-145.9635,11.251
63.33629,-147.97422,5.147
64.47193,-148.25843,6.185
65.04778,-146.71491,6.419
63.31223,-145.22846,10.879
64.69569,-147.82694,5.472
65.2536,-145.57162,5.294
63.6744,-147.41325,8.911
64.22251,-145.06095,4.976
65.48672,-144.55988,4.829
64.64309,-147.86797,5.568
63.31675,-145.21177,10.857
65.33095,-145.22645,5.76
64.38247,-148.17137,6.395
63.1164,-148.26004,7.05
65.07519,-146.41799,6.444
64.53127,-146.88825,6.394
63.2909,-145.90631,8.583
65.5884,-147.90488,6.02
63.81604,-147.90002,6.931
65.34277,-147.25551,6.666
65.13973,-147.02146,6.382
64.30887,-147.91774,6.516
64.96304,-147.07119,6.272
65.17687,-148.17434,6.539
63.47289,-144.89687,7.691
64.06494,-145.6578,4.802
63.15664,-145.61052,6.081
62.95528,-147.455,5.209
64.9094,-145.1025,5.515
63.13844,-148.29185,7.005
63.31239,-148.73148,7.434
65.53753,-145.84224,5.936
64.49658,-145.01941,5.445
63.71391,-145.93603,4.753
64.70672,-146.3104,6.103
64.00251,-145.54787,4.788
62.76567,-147.03136,4.663
64.56272,-146.50601,6.358
65.33774,-148.37606,5.022
63.42258,-144.51171,8.309
64.28061,-147.35268,6.427
64.76947,-147.14383,5.759
63.16898,-145.49086,6.222
64.92481,-145.67181,4.73
64.85547,-148.06951,6.164
63.66075,-148.33031,6.043
64.77952,-146.03463,5.56
64.87947,-145.41642,4.934
63.98252,-146.07841,4.787
64.71584,-146.27599,5.91
64.90774,-146.62813,5.599
63.276,-144.79434,8.847
63.44962,-148.30183,6.707
63.12202,-145.9957,6.941
64.24003,-145.45842,4.993
65.39731,-148.34629,5.377
63.21717,-145.46472,7.724
64.66076,-148.69158,6.314
64.01653,-145.03381,4.514
65.54518,-146.36505,6.493
65.22098,-144.54269,5.943
65.54531,-146.56062,6.65
64.25386,-147.07669,6.01
64.27194,-147.19776,6.197
63.42946,-146.37199,10.326
63.27412,-144.61076,9.335
63.61532,-145.31726,6.388
65.56754,-147.05971,7.224
65.52781,-146.31465,6.008
62.79257,-145.32859,5.065
64.22256,-148.00352,6.86
64.49706,-147.31458,6.194
63.96672,-144.64276,4.909
63.65621,-147.03764,8.85
65.43816,-147.89263,6.876
62.88134,-148.66027,7.909
64.41001,-146.42765,5.794
64.87646,-146.82212,6.225
63.79927,-146.6355,6.835
63.45191,-144.93722,7.736
64.80701,-144.91098,5.935
63.47947,-146.30323,9.984
63.38318,-146.5378,9.569
65.48992,-147.77609,6.447
64.79254,-146.1011,5.539
65.39038,-146.57171,6.549
63.46436,-147.53099,6.041
64.75366,-148.39835,6.384
63.67454,-147.74069,7.626
63.1089,-147.78718,6.253
65.02029,-144.78389,6.288
64.24899,-147.61472,6.497
64.47811,-145.98177,5.775
64.36402,-145.25686,5.142
62.71755,-145.74586,4.514
62.96104,-147.89918,6.694
65.06769,-145.35159,5.193
63.77056,-146.47865,5.687
63.65293,-145.02413,6.271
63.18303,-147.96243,6.134
63.46118,-145.77254,10.317
64.36754,-145.70735,5.164
65.41528,-145.80768,5.71
63.30211,-147.94819,5.117
64.15611,-145.62164,4.824
64.48571,-147.39325,6.182
63.61117,-146.34799,9.522
63.86505,-144.64396,5.071
64.00477,-147.56372,6.705
62.97023,-146.79016,5.326
63.42634,-144.88034,8.695
63.42608,-145.45012,11.5
64.65548,-148.48983,5.956
64.01644,-145.26539,4.67
64.94001,-147.762,5.458
64.85998,-145.9601,5.35
64.83093,-148.56594,6.761
63.31044,-146.94269,7.217
62.99063,-145.72747,5.475
65.23621,-145.40224,5.263
65.01488,-146.56979,6.59
64.67388,-146.5486,6.542
63.03436,-147.93451,6.06
63.1981,-148.72705,7.88
63.34409,-148.80152,7.124
63.82653,-144.86803,4.807
63.55377,-147.21727,8.234
64.28362,-144.98202,5.311
64.74568,-147.75778,5.401
64.97732,-145.38937,4.772
63.81382,-146.28384,5.459
62.9425,-146.04762,5.365
65.42362,-148.36294,5.022
65.29334,-148.7993,4.882
62.88395,-148.75641,8.963
65.14005,-146.82816,6.062
65.09428,-144.76923,6.031
64.9818,-148.50731,7.049
64.52739,-145.48563,5.551
65.5139,-146.17207,5.808
62.96223,-148.10797,6.127
62.78185,-144.73213,5.056
64.19162,-145.71799,4.82
65.00866,-145.02905,5.78
64.13577,-148.01706,7.281
63.94939,-146.1251,4.819
63.90892,-145.09506,4.53
63.54396,-148.22925,7.168
63.83218,-148.20641,7.5
64.98282,-146.49846,5.865
62.8953,-144.99217,5.665
64.44507,-148.16985,6.286
62.91941,-144.97889,5.839
64.04666,-147.67227,6.767
64.63884,-145.95118,5.551
64.84652,-147.76539,5.171
63.79511,-144.87159,4.829
63.11256,-148.55577,8.15
64.03442,-146.15139,4.817
64.43604,-146.06341,5.574
62.84883,-147.28326,4.689
62.9371,-145.47511,4.383
65.04489,-148.09259,5.52
63.52238,-145.28307,11.133
64.89109,-146.84378,6.28
65.33468,-148.19896,5.499
63.39471,-148.59539,6.4
63.04606,-147.85904,5.949
63.30875,-144.63372,8.92
64.34102,-146.49381,5.563
64.4694,-145.47463,5.449
62.68195,-145.54148,4.208
63.18861,-144.70175,8.679
63.83396,-145.87105,4.796
63.30981,-146.50487,7.513
64.90653,-146.93882,6.458
64.26781,-148.42925,6.727
64.63042,-146.93831,6.543
65.13089,-144.58271,6.175
63.41545,-145.93923,11.45
65.5006,-145.23073,5.282
65.47009,-147.35222,7.436
64.97031,-148.02674,5.697
63.85052,-145.84767,4.783
63.86673,-148.37567,7.097
65.32468,-146.66782,6.109
63.31425,-146.30451,9.017
64.6113,-146.36252,6.045
64.81435,-148.66189,6.748
64.43714,-148.71051,6.804
65.43126,-148.52325,5.538
64.77828,-144.58764,5.186
64.20596,-145.31771,5.027
65.07993,-147.92711,5.84
63.62955,-147.27894,8.961
65.10777,-148.23851,6.453
64.42797,-145.32262,5.087
63.07456,-144.93532,6.71
64.18074,-145.14308,4.944
63.53988,-145.55884,13.057
64.57133,-147.56829,5.897
65.31766,-144.91912,5.461
65.43751,-146.9353,6.309
64.14603,-147.7238,7.308
64.33905,-146.34941,5.673
65.09007,-145.02543,5.63
63.24763,-145.16482,9.63
63.32274,-144.92434,10.295
65.12674,-144.71977,6.31
65.04685,-146.44846,6.428
64.56183,-144.80495,6.246
65.11226,-145.84703,5.626
63.39609,-146.78617,8.328
65.35067,-148.81605,4.616
64.56648,-145.14031,5.588
62.70819,-145.15045,4.507
63.57548,-148.22856,6.942
65.25623,-147.19722,6.17
65.52406,-145.89524,5.851
63.73147,-146.28453,6.352
62.9489,-146.64687,4.688
63.46998,-145.09822,9.526
62.87684,-146.93464,4.642
64.09085,-148.21149,6.905
62.9843,-146.55887,4.681
62.71295,-148.02898,6.051
63.10411,-147.48098,5.082
65.06614,-148.76121,5.637
64.3723,-148.06037,6.326
64.57889,-148.61408,6.21
64.26235,-144.6735,5.224
64.95305,-147.03217,6.218
65.46596,-148.20722,4.967
63.57591,-147.24884,8.521
64.83385,-147.36015,5.733
62.97761,-145.55171,4.678
64.02277,-146.34522,4.964
64.37508,-146.70842,6.12
65.43523,-144.60672,6.218
64.49099,-147.44882,6.128
63.51809,-147.05053,7.624
65.11056,-146.97771,6.015
62.68716,-146.11019,4.347
63.88938,-145.85527,4.725
62.76408,-146.89292,4.896
63.90994,-147.82569,6.253
64.30689,-145.97407,5.02
63.32382,-144.65359,7.793
63.73976,-145.23357,6.136
65.52603,-147.83223,6.281
63.62886,-147.20811,8.997
63.63795,-145.11854,7.149
63.97449,-145.88089,4.692
64.10005,-144.86986,4.972
65.48724,-148.16653,5.224
63.31206,-147.33718,5.099
64.32363,-148.5616,6.795
64.63767,-145.87839,5.316
63.84698,-144.59672,5.215
65.54482,-144.9323,5.113
63.56748,-148.07638,6.716
65.20911,-147.5642,7.47
63.70116,-145.75677,6.115
65.02458,-147.52665,7.072
65.07309,-147.98972,5.847
65.52834,-144.71561,4.566
64.54565,-145.84178,6.008
64.66168,-148.20939,5.45
64.23146,-148.37447,6.775
65.24654,-148.25811,5.707
65.05009,-145.18321,5.144
63.07595,-147.32638,6.329
63.44077,-145.58439,11.425
64.09178,-145.67187,4.827
64.67755,-147.63122,5.582
63.71151,-145.79411,5.874
65.03954,-144.78723,6.137
64.72853,-147.70784,5.467
65.32575,-146.03897,5.527
65.07954,-145.34467,5.436
63.78921,-145.1627,4.751
64.40495,-147.8702,6.102
63.82986,-145.77269,4.827
65.43049,-147.80692,6.472
62.75487,-146.38204,4.703
63.33337,-147.55252,4.832
63.83679,-146.19986,4.994
65.10023,-148.15354,6.24
62.95715,-146.36249,4.949
64.45107,-145.66055,5.819
63.79842,-145.77549,4.904
63.47196,-145.69555,12.313
65.01268,-145.48772,4.283
64.81992,-148.1606,6.347
63.20381,-146.77078,6.389
62.99546,-146.0059,5.794
63.44734,-145.29607,11.471
62.75803,-145.08139,4.72
64.12032,-147.85178,7.304
63.93572,-144.8776,4.683
63.54108,-148.13144,6.757
63.18807,-146.49692,6.275
64.24396,-145.67436,4.903
63.17889,-147.14933,6.718
65.11859,-148.64719,5.506
64.79426,-146.05591,5.473
63.73536,-146.7545,6.711
65.15148,-145.61588,5.632
65.12234,-144.73737,6.163
64.89943,-145.73072,5.28
63.21894,-145.30808,9.457
64.7962,-144.63611,5.534
64.01624,-147.81663,7.356
64.59377,-146.88449,6.39
63.23406,-148.50025,7.497
65.15754,-145.98514,5.585
62.84343,-147.23012,4.542
64.92513,-145.55307,4.29
65.30748,-148.67358,4.212
64.89308,-146.60654,5.61
62.92834,-146.75519,4.716
63.01266,-147.97268,6.315
63.89472,-145.60759,4.747
63.72143,-146.80455,6.728
62.77403,-144.61031,4.885
64.58068,-147.53434,5.895
65.26444,-146.62628,5.786
65.41945,-146.81033,6.345
65.19098,-148.12276,7.059
65.09585,-145.32022,5.489
64.97177,-146.77085,6.327
64.16981,-144.64033,4.884
62.69237,-145.98212,4.294
63.63751,-147.10408,8.649
63.59577,-147.58009,7.527
65.07737,-147.89882,5.678
64.31008,-147.72891,6.405
64.36658,-147.26522,6.306
64.48105,-147.14795,6.239
63.17995,-148.32872,6.83
63.02926,-147.55917,5.185
62.68817,-147.33319,4.735
64.02703,-147.3369,6.287
65.55066,-144.86827,4.769
64.86012,-144.70155,5.631
64.85769,-146.12389,5.741
62.94411,-147.9211,6.598
64.77578,-148.57794,6.093
65.18515,-148.48141,4.956
63.69371,-145.74651,6.233
64.02048,-147.72835,6.655
63.44404,-146.20816,10.202
64.08505,-148.01297,7.399
64.75864,-148.45448,6.116
63.2093,-144.54825,9.104
63.87657,-145.67519,4.747
65.42668,-144.76273,6.34
63.86539,-146.1702,4.917
64.19202,-147.74427,7.212
65.12274,-146.77812,6.376
65.16991,-144.94793,5.802
64.51809,-147.87207,5.908
62.79344,-145.62194,4.695
63.2182,-145.64806,6.553
64.90356,-146.1427,6.077
65.58355,-146.56938,6.642
64.61965,-146.44594,6.254
63.6872,-146.40798,6.959
64.88135,-147.60051,5.91
64.06255,-148.3831,7.079
64.78034,-148.48787,6.032
65.11652,-144.80064,5.926
64.47492,-145.64714,5.994
64.77453,-146.93539,6.569
65.36029,-145.38924,5.515
64.95229,-146.95871,6.366
63.04289,-145.27715,5.704
65.46613,-147.17455,6.597
64.01499,-145.84431,4.668
63.47448,-145.08144,9.016
65.41985,-148.03647,6.058
65.53012,-145.15268,5.637
63.08666,-145.04156,6.963
63.1492,-148.60909,8.191
64.14936,-146.59575,5.345
64.52411,-146.68754,6.378
65.37305,-147.4485,6.463
63.96626,-145.68345,4.577
64.30797,-147.77341,6.48
64.88304,-145.75484,5.357
63.13594,-146.42511,6.657
63.57403,-146.29624,11.397
65.10362,-146.58058,6.222
64.53564,-147.32389,6.136
65.37524,-144.92947,5.922
65.38838,-145.35764,5.853
63.76023,-144.61814,4.862
64.34771,-145.04714,5.181
63.36784,-147.3238,5.407
63.64768,-145.61418,6.885
63.83688,-146.94555,5.639
64.78755,-146.8108,6.501
63.71097,-146.20955,6.656
64.16221,-145.98076,4.66
64.72743,-148.455,6.088
65.4739,-147.52993,6.756
