lat,lon,prec_idf_in
65.59045,-148.35388,2.204
63.92805,-147.09971,2.575
64.49997,-147.67729,2.149
63.36383,-146.05181,5.294
64.93662,-147.99946,2.085
64.04968,-147.4406,2.673
62.78854,-148.61857,2.889
65.18189,-148.23111,2.477
63.03753,-147.38715,2.426
63.23546,-144.83133,4.676
62.70143,-146.9656,2.144
63.02176,-145.31683,2.671
62.75509,-147.74561,2.54
64.98787,-146.16974,2.461
64.09209,-148.57021,2.713
62.74429,-147.95893,2.718
63.22384,-147.02842,3.368
65.58518,-145.6938,2.334
64.01999,-148.74741,2.635
64.69679,-146.46277,2.503
64.17661,-147.98271,2.528
63.89952,-147.71622,3.148
63.39891,-146.44462,5.098
63.67647,-148.77748,2.614
63.58907,-146.68729,4.748
65.08794,-148.08575,2.313
64.62424,-148.49031,2.033
64.16938,-148.59132,2.645
65.23264,-146.04699,2.461
65.26096,-145.5823,2.484
65.16251,-144.93741,2.869
64.99731,-145.70453,2.222
65.4744,-145.77344,2.663
63.35038,-148.39036,2.977
63.8187,-146.63971,3.346
65.18042,-148.49856,1.899
62.96446,-146.91905,2.325
65.59137,-147.31747,3.02
65.48593,-147.25385,3.014
64.16676,-144.61301,2.392
64.07602,-144.76767,2.402
63.13984,-146.04271,3.878
63.34643,-144.68344,3.679
63.84503,-147.02734,2.526
64.44655,-145.67771,2.732
65.33388,-145.25473,2.57
64.31573,-147.85644,2.256
63.08365,-145.12791,3.591
63.98687,-146.73876,2.592
64.90743,-146.24406,2.553
63.2169,-146.65135,3.589
64.99524,-148.23543,2.444
64.60807,-148.80407,2.188
64.80334,-144.52812,2.454
64.70489,-148.20276,1.907
65.40205,-147.49298,2.69
62.9974,-148.3429,3.293
65.56029,-148.65359,1.88
63.07305,-147.55208,2.312
63.06407,-145.0117,3.344
65.20377,-146.19758,2.44
65.49428,-146.67915,2.94
63.93664,-147.84129,2.596
63.28039,-147.08479,3.103
65.20323,-146.51091,2.783
65.01079,-145.65225,2.243
64.08109,-146.54514,2.359
65.18791,-145.78887,2.705
65.1031,-144.73405,3.057
63.6416,-148.39611,2.923
62.92931,-145.57757,2.151
63.91156,-148.11123,3.215
64.37803,-146.0515,2.413
65.14626,-146.95854,2.714
63.65695,-147.10852,3.985
65.11671,-145.03943,2.907
65.24534,-145.1274,2.378
64.98596,-144.64073,3.13
64.61846,-148.216,1.965
65.47242,-145.38315,2.443
65.05951,-145.69862,2.729
63.7066,-147.2261,3.9
63.2241,-146.29491,3.976
65.53229,-147.69406,2.461
63.92363,-147.70436,2.945
65.39447,-145.05328,2.617
64.04316,-145.39503,2.309
62.74092,-148.25181,3.582
65.24891,-146.53041,2.62
63.24158,-145.22484,4.549
62.84546,-146.57329,2.294
64.35028,-147.62182,2.285
65.14517,-147.3452,2.511
64.94363,-148.57006,2.738
63.13696,-146.01602,3.851
63.42774,-146.59988,4.802
63.23453,-148.03645,2.706
65.37707,-147.35676,2.695
62.68362,-148.65164,3.979
64.44436,-148.02496,2.16
63.28518,-147.3222,2.623
62.78285,-148.35752,2.94
63.9372,-145.29557,2.313
62.86128,-146.48144,2.259
65.39711,-144.72052,2.486
64.65317,-147.0435,2.16
63.69132,-148.11681,2.967
63.03874,-147.52661,2.286
62.76524,-145.42721,2.267
65.29423,-148.23419,2.106
64.59582,-147.62885,2.055
64.7234,-145.55038,2.786
64.4161,-144.86115,2.578
63.36484,-145.18517,5.292
65.02583,-145.98526,2.706
62.96156,-144.89933,2.958
64.1429,-147.62442,2.607
62.8802,-145.19702,2.536
65.29323,-147.32657,2.876
63.99215,-147.82845,2.749
63.30477,-145.10482,5.271
64.56727,-148.0662,2.051
64.01316,-147.7176,2.607
63.96061,-144.58842,2.427
65.52228,-148.71722,2.055
65.04406,-148.50635,2.642
65.29587,-147.35498,2.844
62.78606,-147.35545,2.675
63.95972,-144.97947,2.232
64.98129,-145.60979,1.931
65.42396,-144.97532,2.541
64.91541,-147.36191,2.41
65.17746,-147.83296,2.43
64.57229,-144.84291,3.061
63.75803,-147.04304,3.04
63.3094,-148.49375,3.214
63.33748,-144.71697,3.741
65.41494,-146.43816,2.989
65.31853,-145.59373,2.472
64.91192,-146.99498,2.474
63.7032,-147.12795,3.443
65.49448,-145.4153,2.381
63.75479,-145.02398,2.389
64.31794,-147.21763,2.358
63.38705,-145.44304,5.509
63.33887,-147.09796,3.009
63.87045,-146.71315,2.639
62.69476,-147.02446,2.116
65.14829,-148.20347,2.51
63.78413,-147.82986,3.099
63.43945,-145.51396,5.631
63.61586,-148.05332,2.872
63.68965,-146.99214,4.149
62.7354,-146.55911,2.204
64.33115,-148.02261,2.204
63.9052,-148.31456,3.194
65.25885,-146.37566,2.504
64.41714,-146.24885,2.34
64.3851,-146.36823,2.584
64.95222,-145.32973,2.585
64.43828,-145.90153,2.599
63.03726,-148.63185,3.716
63.62396,-145.51275,4.13
64.11748,-148.22745,2.552
64.67626,-145.88619,2.463
64.97856,-148.25845,2.599
63.19448,-146.80367,3.348
62.96673,-148.69152,4.0
64.09769,-146.52191,2.343
64.51505,-147.77165,2.102
63.23178,-146.00838,3.5
63.20843,-146.38771,3.611
63.27738,-145.43196,4.876
63.03868,-148.30994,3.241
64.30749,-145.08494,2.454
65.11967,-145.06753,2.918
65.2113,-145.22243,2.424
63.7541,-147.13077,3.462
62.94131,-144.55861,2.996
64.58818,-146.25789,2.444
63.01306,-148.71253,4.093
63.41434,-144.88711,4.468
65.15654,-148.51031,1.961
63.30383,-147.83467,2.307
63.66315,-145.40527,3.797
64.77736,-148.31354,2.41
64.98687,-147.05854,2.489
65.54081,-145.74989,2.453
64.76582,-147.90889,1.886
63.8193,-148.75453,2.908
64.12853,-147.34319,2.498
63.79461,-146.46602,2.534
63.98855,-146.8818,2.473
64.6292,-148.54625,2.069
64.20926,-147.20095,2.417
63.07288,-148.33612,3.334
64.22496,-147.62675,2.424
63.11197,-147.88384,2.91
62.91705,-148.36578,3.21
64.79216,-144.89017,2.941
63.26108,-144.88789,5.001
63.19776,-147.33698,2.915
62.86206,-148.79396,3.976
63.66768,-147.80095,3.347
62.85807,-146.99977,2.207
64.11602,-144.61366,2.443
65.09567,-145.43955,2.68
63.54375,-147.7616,3.331
63.14214,-144.79868,4.02
64.66447,-144.87698,2.521
64.92788,-146.51372,2.326
62.99255,-144.55791,2.966
64.07072,-148.75251,2.61
64.49343,-145.34377,2.619
63.85402,-146.06136,2.322
65.27212,-146.12922,2.515
63.41085,-145.54378,5.547
64.89012,-147.49292,2.163
65.36999,-145.66877,2.525
65.16935,-144.5892,2.764
64.40254,-147.24674,2.338
62.77134,-145.88516,2.279
64.27577,-148.72865,2.347
63.2082,-145.90783,3.354
63.24097,-145.97526,3.575
63.54713,-146.28191,5.576
62.74829,-148.26231,3.521
64.345,-148.45016,2.266
64.57904,-148.6868,2.111
63.55929,-146.83066,4.535
64.984,-147.90186,2.232
65.04602,-145.75096,2.881
63.30991,-148.70448,3.08
64.75138,-145.63764,2.809
63.13476,-145.24105,3.262
62.95747,-146.06787,2.597
64.90903,-148.24871,2.404
64.0477,-144.79858,2.345
63.04063,-148.19723,3.233
64.82888,-147.64209,1.929
64.04415,-144.53959,2.491
65.45486,-148.43688,1.853
63.1941,-145.66102,3.029
63.47053,-147.40048,3.311
63.06252,-144.942,3.296
63.73318,-146.98425,3.01
63.41743,-145.14176,5.528
63.321,-144.74052,3.79
63.90968,-148.22661,3.29
64.86893,-145.49652,2.451
63.2984,-144.71067,4.24
62.96389,-148.52557,3.424
62.82128,-145.29909,2.577
65.42915,-148.64362,1.476
64.74899,-145.37347,2.611
65.22122,-146.24745,2.48
65.22922,-146.1385,2.424
64.27043,-146.11035,2.254
64.10741,-146.18426,2.263
64.62207,-147.30853,2.093
64.11328,-146.80258,2.355
63.38211,-146.83575,3.62
64.97013,-147.61384,2.295
63.51462,-145.91464,3.81
65.31777,-145.83389,2.561
63.03546,-146.74334,2.531
63.87151,-145.15949,2.283
62.84987,-148.79938,3.972
62.79122,-145.14731,2.478
64.356,-147.74948,2.245
64.81063,-147.18105,2.07
65.43581,-147.25071,2.751
62.98726,-145.06816,3.192
65.2166,-148.62899,2.194
63.7173,-147.9905,3.021
64.51929,-148.08985,2.099
64.95844,-148.81297,2.227
62.85625,-147.29359,2.291
65.58326,-148.34251,2.214
62.783,-144.57725,2.59
64.31751,-145.47297,2.378
62.72055,-147.40092,2.446
63.05949,-144.91546,3.289
63.44987,-145.9635,5.513
63.33629,-147.97422,2.376
64.47193,-148.25843,2.118
65.04778,-146.71491,2.806
63.31223,-145.22846,5.323
64.69569,-147.82694,1.962
65.2536,-145.57162,2.498
63.6744,-147.41325,4.235
64.22251,-145.06095,2.397
65.48672,-144.55988,1.808
64.64309,-147.86797,2.001
63.31675,-145.21177,5.327
65.33095,-145.22645,2.567
64.38247,-148.17137,2.183
63.1164,-148.26004,3.223
65.07519,-146.41799,2.967
64.53127,-146.88825,2.406
63.2909,-145.90631,4.169
65.5884,-147.90488,2.469
63.81604,-147.90002,2.922
65.34277,-147.25551,2.833
65.13973,-147.02146,2.726
64.30887,-147.91774,2.243
64.96304,-147.07119,2.452
65.17687,-148.17434,2.51
63.47289,-144.89687,3.835
64.06494,-145.6578,2.229
63.15664,-145.61052,2.925
62.95528,-147.455,2.438
64.9094,-145.1025,2.702
63.13844,-148.29185,3.193
63.31239,-148.73148,3.168
65.53753,-145.84224,2.629
64.49658,-145.01941,2.627
63.71391,-145.93603,2.283
64.70672,-146.3104,2.649
64.00251,-145.54787,2.29
62.76567,-147.03136,2.256
64.56272,-146.50601,2.565
65.33774,-148.37606,1.971
63.42258,-144.51171,4.109
64.28061,-147.35268,2.397
64.76947,-147.14383,2.051
63.16898,-145.49086,2.971
64.92481,-145.67181,2.34
64.85547,-148.06951,2.286
63.66075,-148.33031,2.624
64.77952,-146.03463,2.616
64.87947,-145.41642,2.491
63.98252,-146.07841,2.277
64.71584,-146.27599,2.597
64.90774,-146.62813,2.323
63.276,-144.79434,4.425
63.44962,-148.30183,2.964
63.12202,-145.9957,3.367
64.24003,-145.45842,2.39
65.39731,-148.34629,2.157
63.21717,-145.46472,3.675
64.66076,-148.69158,2.149
64.01653,-145.03381,2.231
65.54518,-146.36505,2.956
65.22098,-144.54269,2.644
65.54531,-146.56062,3.001
64.25386,-147.07669,2.357
64.27194,-147.19776,2.375
63.42946,-146.37199,5.018
63.27412,-144.61076,4.593
63.61532,-145.31726,3.124
65.56754,-147.05971,3.134
65.52781,-146.31465,2.757
62.79257,-145.32859,2.513
64.22256,-148.00352,2.402
64.49706,-147.31458,2.229
63.96672,-144.64276,2.396
63.65621,-147.03764,4.293
65.43816,-147.89263,2.8
62.88134,-148.66027,3.603
64.41001,-146.42765,2.487
64.87646,-146.82212,2.399
63.79927,-146.6355,3.275
63.45191,-144.93722,3.824
64.80701,-144.91098,2.917
63.47947,-146.30323,4.847
63.38318,-146.5378,4.655
65.48992,-147.77609,2.641
64.79254,-146.1011,2.6
65.39038,-146.57171,2.969
63.46436,-147.53099,2.872
64.75366,-148.39835,2.21
63.67454,-147.74069,3.41
63.1089,-147.78718,2.95
65.02029,-144.78389,3.079
64.24899,-147.61472,2.386
64.47811,-145.98177,2.531
64.36402,-145.25686,2.464
62.71755,-145.74586,2.24
62.96104,-147.89918,3.158
65.06769,-145.35159,2.54
63.77056,-146.47865,2.731
63.65293,-145.02413,3.122
63.18303,-147.96243,2.879
63.46118,-145.77254,5.069
64.36754,-145.70735,2.406
65.41528,-145.80768,2.643
63.30211,-147.94819,2.369
64.15611,-145.62164,2.289
64.48571,-147.39325,2.223
63.61117,-146.34799,4.617
63.86505,-144.64396,2.491
64.00477,-147.56372,2.722
62.97023,-146.79016,2.559
63.42634,-144.88034,4.364
63.42608,-145.45012,5.662
64.65548,-148.48983,2.05
64.01644,-145.26539,2.278
64.94001,-147.762,2.111
64.85998,-145.9601,2.527
64.83093,-148.56594,2.505
63.31044,-146.94269,3.436
62.99063,-145.72747,2.665
65.23621,-145.40224,2.47
65.01488,-146.56979,2.973
64.67388,-146.5486,2.646
63.03436,-147.93451,2.811
63.1981,-148.72705,3.551
63.34409,-148.80152,2.931
63.82653,-144.86803,2.365
63.55377,-147.21727,3.912
64.28362,-144.98202,2.595
64.74568,-147.75778,1.925
64.97732,-145.38937,2.419
63.81382,-146.28384,2.629
62.9425,-146.04762,2.589
65.42362,-148.36294,2.018
65.29334,-148.7993,1.879
62.88395,-148.75641,4.114
65.14005,-146.82816,2.633
65.09428,-144.76923,2.958
64.9818,-148.50731,2.753
64.52739,-145.48563,2.598
65.5139,-146.17207,2.66
62.96223,-148.10797,2.852
62.78185,-144.73213,2.604
64.19162,-145.71799,2.298
65.00866,-145.02905,2.835
64.13577,-148.01706,2.681
63.94939,-146.1251,2.294
63.90892,-145.09506,2.242
63.54396,-148.22925,3.176
63.83218,-148.20641,3.159
64.98282,-146.49846,2.641
62.8953,-144.99217,2.835
64.44507,-148.16985,2.157
62.91941,-144.97889,2.916
64.04666,-147.67227,2.65
64.63884,-145.95118,2.346
64.84652,-147.76539,1.933
63.79511,-144.87159,2.379
63.11256,-148.55577,3.714
64.03442,-146.15139,2.28
64.43604,-146.06341,2.449
62.84883,-147.28326,2.279
62.9371,-145.47511,2.116
65.04489,-148.09259,2.099
63.52238,-145.28307,5.527
64.89109,-146.84378,2.425
65.33468,-148.19896,2.171
63.39471,-148.59539,2.676
63.04606,-147.85904,2.768
63.30875,-144.63372,4.381
64.34102,-146.49381,2.407
64.4694,-145.47463,2.557
62.68195,-145.54148,2.109
63.18861,-144.70175,4.416
63.83396,-145.87105,2.313
63.30981,-146.50487,3.627
64.90653,-146.93882,2.496
64.26781,-148.42925,2.32
64.63042,-146.93831,2.275
65.13089,-144.58271,2.898
63.41545,-145.93923,5.618
65.5006,-145.23073,2.17
65.47009,-147.35222,3.154
64.97031,-148.02674,2.223
63.85052,-145.84767,2.306
63.86673,-148.37567,2.993
65.32468,-146.66782,2.726
63.31425,-146.30451,4.379
64.6113,-146.36252,2.483
64.81435,-148.66189,2.481
64.43714,-148.71051,2.211
65.43126,-148.52325,2.223
64.77828,-144.58764,2.439
64.20596,-145.31771,2.414
65.07993,-147.92711,2.231
63.62955,-147.27894,4.243
65.10777,-148.23851,2.481
64.42797,-145.32262,2.393
63.07456,-144.93532,3.33
64.18074,-145.14308,2.373
63.53988,-145.55884,6.41
64.57133,-147.56829,2.087
65.31766,-144.91912,2.32
65.43751,-146.9353,2.715
64.14603,-147.7238,2.709
64.33905,-146.34941,2.496
65.09007,-145.02543,2.776
63.24763,-145.16482,4.704
63.32274,-144.92434,5.133
65.12674,-144.71977,3.064
65.04685,-146.44846,2.944
64.56183,-144.80495,3.073
65.11226,-145.84703,2.902
63.39609,-146.78617,4.037
65.35067,-148.81605,1.765
64.56648,-145.14031,2.666
62.70819,-145.15045,2.269
63.57548,-148.22856,3.053
65.25623,-147.19722,2.775
65.52406,-145.89524,2.609
63.73147,-146.28453,3.05
62.9489,-146.64687,2.226
63.46998,-145.09822,4.737
62.87684,-146.93464,2.205
64.09085,-148.21149,2.563
62.9843,-146.55887,2.229
62.71295,-148.02898,2.962
63.10411,-147.48098,2.364
65.06614,-148.76121,2.151
64.3723,-148.06037,2.191
64.57889,-148.61408,2.082
64.26235,-144.6735,2.564
64.95305,-147.03217,2.41
65.46596,-148.20722,2.013
63.57591,-147.24884,4.034
64.83385,-147.36015,2.054
62.97761,-145.55171,2.262
64.02277,-146.34522,2.312
64.37508,-146.70842,2.478
65.43523,-144.60672,2.418
64.49099,-147.44882,2.199
63.51809,-147.05053,3.592
65.11056,-146.97771,2.532
62.68716,-146.11019,2.098
63.88938,-145.85527,2.262
62.76408,-146.89292,2.348
63.90994,-147.82569,2.588
64.30689,-145.97407,2.306
63.32382,-144.65359,3.778
63.73976,-145.23357,3.03
65.52603,-147.83223,2.573
63.62886,-147.20811,4.261
63.63795,-145.11854,3.559
63.97449,-145.88089,2.248
64.10005,-144.86986,2.442
65.48724,-148.16653,2.121
63.31206,-147.33718,2.385
64.32363,-148.5616,2.281
64.63767,-145.87839,2.303
63.84698,-144.59672,2.57
65.54482,-144.9323,2.024
63.56748,-148.07638,3.002
65.20911,-147.5642,2.888
63.70116,-145.75677,2.948
65.02458,-147.52665,2.599
65.07309,-147.98972,2.231
65.52834,-144.71561,1.766
64.54565,-145.84178,2.647
64.66168,-148.20939,1.898
64.23146,-148.37447,2.371
65.24654,-148.25811,2.201
65.05009,-145.18321,2.495
63.07595,-147.32638,3.016
63.44077,-145.58439,5.618
64.09178,-145.67187,2.266
64.67755,-147.63122,1.986
63.71151,-145.79411,2.832
65.03954,-144.78723,3.008
64.72853,-147.70784,1.952
65.32575,-146.03897,2.631
65.07954,-145.34467,2.661
63.78921,-145.1627,2.334
64.40495,-147.8702,2.17
63.82986,-145.77269,2.334
65.43049,-147.80692,2.64
62.75487,-146.38204,2.217
63.33337,-147.55252,2.266
63.83679,-146.19986,2.404
65.10023,-148.15354,2.389
62.95715,-146.36249,2.359
64.45107,-145.66055,2.723
63.79842,-145.77549,2.378
63.47196,-145.69555,6.062
65.01268,-145.48772,2.107
64.81992,-148.1606,2.327
63.20381,-146.77078,3.082
62.99546,-146.0059,2.823
63.44734,-145.29607,5.673
62.75803,-145.08139,2.36
64.12032,-147.85178,2.704
63.93572,-144.8776,2.303
63.54108,-148.13144,3.038
63.18807,-146.49692,3.026
64.24396,-145.67436,2.335
63.17889,-147.14933,3.215
65.11859,-148.64719,2.104
64.79426,-146.05591,2.553
63.73536,-146.7545,3.205
65.15148,-145.61588,2.77
65.12234,-144.73737,2.996
64.89943,-145.73072,2.601
63.21894,-145.30808,4.584
64.7962,-144.63611,2.634
64.01624,-147.81663,2.875
64.59377,-146.88449,2.349
63.23406,-148.50025,3.323
65.15754,-145.98514,2.695
62.84343,-147.23012,2.211
64.92513,-145.55307,2.175
65.30748,-148.67358,1.606
64.89308,-146.60654,2.315
62.92834,-146.75519,2.245
63.01266,-147.97268,2.933
63.89472,-145.60759,2.291
63.72143,-146.80455,3.219
62.77403,-144.61031,2.521
64.58068,-147.53434,2.084
65.26444,-146.62628,2.566
65.41945,-146.81033,2.792
65.19098,-148.12276,2.724
65.09585,-145.32022,2.672
64.97177,-146.77085,2.623
64.16981,-144.64033,2.379
62.69237,-145.98212,2.093
63.63751,-147.10408,4.193
63.59577,-147.58009,3.55
65.07737,-147.89882,2.152
64.31008,-147.72891,2.297
64.36658,-147.26522,2.357
64.48105,-147.14795,2.318
63.17995,-148.32872,3.106
63.02926,-147.55917,2.418
62.68817,-147.33319,2.358
64.02703,-147.3369,2.672
65.55066,-144.86827,1.874
64.86012,-144.70155,2.701
64.85769,-146.12389,2.82
62.94411,-147.9211,3.11
64.77578,-148.57794,2.178
65.18515,-148.48141,1.897
63.69371,-145.74651,3.007
64.02048,-147.72835,2.622
63.44404,-146.20816,4.955
64.08505,-148.01297,2.752
64.75864,-148.45448,2.143
63.2093,-144.54825,4.556
63.87657,-145.67519,2.29
65.42668,-144.76273,2.529
63.86539,-146.1702,2.359
64.19202,-147.74427,2.661
65.12274,-146.77812,2.78
65.16991,-144.94793,2.817
64.51809,-147.87207,2.091
62.79344,-145.62194,2.295
63.2182,-145.64806,3.125
64.90356,-146.1427,2.943
65.58355,-146.56938,3.021
64.61965,-146.44594,2.554
63.6872,-146.40798,3.34
64.88135,-147.60051,2.134
64.06255,-148.3831,2.719
64.78034,-148.48787,2.147
65.11652,-144.80064,2.909
64.47492,-145.64714,2.812
64.77453,-146.93539,2.442
65.36029,-145.38924,2.48
64.95229,-146.95871,2.474
63.04289,-145.27715,2.778
65.46613,-147.17455,2.827
64.01499,-145.84431,2.231
63.47448,-145.08144,4.474
65.41985,-148.03647,2.446
65.53012,-145.15268,2.299
63.08666,-145.04156,3.447
63.1492,-148.60909,3.719
64.14936,-146.59575,2.342
64.52411,-146.68754,2.461
65.37305,-147.4485,2.654
63.96626,-145.68345,2.204
64.30797,-147.77341,2.289
64.88304,-145.75484,2.613
63.13594,-146.42511,3.22
63.57403,-146.29624,5.557
65.10362,-146.58058,2.755
64.53564,-147.32389,2.189
65.37524,-144.92947,2.463
65.38838,-145.35764,2.607
63.76023,-144.61814,2.43
64.34771,-145.04714,2.494
63.36784,-147.3238,2.538
63.64768,-145.61418,3.354
63.83688,-146.94555,2.619
64.78755,-146.8108,2.497
63.71097,-146.20955,3.219
64.16221,-145.98076,2.203
64.72743,-148.455,2.127
65.4739,-147.52993,2.775
