latitude,longitude,mean_height_m,max_LAI,dominant_LULC
64.88834,-148.50873,6.2,4.03,deciduous
64.26325,-148.51805,4.72,2.16,evergreen
64.92141,-146.76844,8.63,3.0,evergreen
63.68531,-145.96574,6.58,1.86,evergreen
62.81803,-144.71201,3.67,1.81,evergreen
65.57655,-148.48076,3.51,2.9,shrub
63.65428,-145.32426,5.07,2.43,shrub
65.35189,-147.4895,2.21,2.03,wetland
62.97991,-146.09826,3.64,1.58,shrub
64.37913,-147.06986,3.12,2.38,wetland
63.28999,-147.95394,2.69,1.61,shrub
63.9433,-145.11887,4.02,2.1,crop
65.07662,-145.31658,4.25,2.55,evergreen
64.71651,-145.84891,3.32,2.99,shrub
65.25152,-147.82469,2.34,1.71,shrub
63.22987,-145.75493,3.28,1.69,shrub
65.10335,-147.8412,5.27,2.64,evergreen
63.36403,-145.64023,4.7,1.31,open
64.16846,-145.91936,5.35,2.31,evergreen
63.89057,-145.92657,3.71,0.84,open
65.24458,-144.52823,2.36,2.09,shrub
63.27596,-145.88595,4.73,2.24,shrub
65.28353,-145.37445,3.17,2.09,shrub
62.8972,-147.00836,2.82,1.88,evergreen
64.74114,-148.25809,5.17,3.68,evergreen
62.78872,-147.13144,2.68,1.81,evergreen
65.49842,-148.01121,3.6,2.16,shrub
64.15123,-147.7789,3.75,2.16,evergreen
65.38088,-147.53399,4.49,1.68,evergreen
63.0716,-145.02165,2.76,1.97,shrub
62.92527,-144.80689,3.34,1.68,evergreen
62.93236,-144.59182,2.77,1.98,shrub
65.33798,-148.45036,4.27,2.66,evergreen
65.23656,-147.72832,2.49,2.34,shrub
63.006,-145.63492,0.46,1.88,shrub
64.92461,-148.63809,6.19,3.24,evergreen
64.49913,-145.94088,4.35,3.96,evergreen
64.00792,-148.75302,3.95,1.92,shrub
64.95455,-146.02538,3.8,2.59,evergreen
65.011,-144.5809,4.64,1.44,shrub
64.15556,-146.91058,3.01,2.02,shrub
64.78152,-145.44332,3.45,2.88,shrub
63.73835,-148.35067,2.96,2.14,shrub
63.9216,-145.62157,5.28,1.41,evergreen
63.26492,-148.28931,2.72,1.95,shrub
63.00729,-145.70455,0.77,1.92,shrub
63.35877,-146.91832,0.23,0.47,open
63.03545,-145.15439,3.18,1.62,shrub
64.11198,-144.86297,3.97,1.83,shrub
64.52781,-146.59789,6.85,4.35,deciduous
65.10813,-147.21638,4.02,2.04,shrub
63.44929,-146.07752,0.7,0.0,open
63.12763,-146.52791,2.69,1.56,wetland
63.79468,-148.55217,2.23,0.64,open
65.18902,-144.83174,2.99,1.74,shrub
65.1584,-147.21944,3.16,2.12,shrub
64.93723,-144.7147,2.88,0.44,open
64.20231,-145.63945,5.08,2.43,evergreen
65.0545,-144.92733,3.74,2.56,evergreen
65.36851,-148.3011,10.81,3.13,mixed
63.54548,-148.04433,3.38,0.07,open
62.7064,-147.19939,3.01,1.74,evergreen
63.32252,-146.9366,2.44,1.07,shrub
64.18754,-144.57168,7.32,2.11,evergreen
64.63381,-147.56571,3.95,2.68,wetland
64.73194,-148.36504,6.24,3.3,evergreen
63.15849,-147.58099,4.16,2.62,shrub
63.35433,-147.44347,0.69,1.72,shrub
63.17534,-144.86502,3.88,1.84,open
65.59316,-148.45746,2.52,2.51,shrub
64.44712,-147.38387,4.14,3.31,wetland
64.25956,-146.1889,4.68,2.04,evergreen
63.12721,-144.89189,0.2,0.18,open
63.62589,-145.23983,2.2,1.08,shrub
65.46746,-148.72922,4.49,2.95,mixed
63.11682,-147.54497,3.31,1.81,shrub
65.23374,-146.12102,3.36,1.73,evergreen
64.35963,-145.04026,3.23,2.74,shrub
65.29526,-145.92165,3.38,1.86,shrub
64.86735,-145.97074,3.2,2.08,evergreen
64.28655,-145.24276,4.01,1.99,wetland
62.88229,-145.67276,3.69,2.06,evergreen
65.47002,-146.10683,3.94,1.9,evergreen
64.4138,-147.42996,13.27,3.01,evergreen
63.16527,-148.30746,2.37,1.54,shrub
63.2378,-148.20356,0.47,1.86,shrub
65.32762,-147.77059,2.97,2.07,shrub
64.34099,-148.06123,3.35,1.96,wetland
64.45683,-146.32943,3.35,2.02,wetland
62.90726,-144.87314,2.94,1.72,evergreen
64.35981,-147.06535,4.08,2.36,evergreen
63.73195,-148.01194,3.61,1.31,open
64.02297,-147.42524,2.6,2.17,shrub
65.09347,-145.72379,3.44,2.35,shrub
65.02024,-146.81871,4.82,2.41,evergreen
64.58537,-146.23012,7.56,3.36,deciduous
62.86205,-145.263,3.49,1.75,evergreen
64.78975,-147.89687,5.52,0.93,open
63.67152,-146.5019,4.07,0.42,open
64.17692,-148.74612,3.89,1.66,shrub
62.7398,-146.90494,4.31,2.46,shrub
63.97599,-147.59239,3.95,0.38,open
63.22922,-145.45818,2.51,1.12,shrub
64.35584,-146.01997,6.34,4.03,deciduous
64.92421,-145.00472,3.77,1.99,evergreen
63.16338,-145.21122,0.71,0.0,open
65.07076,-145.26043,3.47,2.51,evergreen
64.79923,-145.49222,3.22,1.64,evergreen
64.61177,-148.35053,3.17,1.78,shrub
64.38713,-146.01734,9.6,2.57,evergreen
62.79878,-145.04513,2.64,1.74,evergreen
63.54722,-144.54008,0.16,1.38,shrub
64.63024,-145.324,3.51,2.62,evergreen
63.70877,-146.06763,5.14,3.04,evergreen
65.5268,-147.29197,0.29,1.59,shrub
64.00634,-145.76242,5.59,1.2,open
62.86195,-144.81395,3.07,1.85,evergreen
63.21238,-144.57487,,0.0,open
63.58961,-146.20249,3.95,0.62,open
63.25216,-148.15468,2.91,2.19,shrub
65.55785,-148.62486,4.94,2.71,shrub
64.18063,-146.78182,4.65,1.66,deciduous
63.9731,-148.36822,2.56,2.76,shrub
65.48953,-146.89194,4.1,2.25,shrub
65.35545,-144.56538,2.17,2.09,deciduous
64.51402,-146.6491,6.55,4.31,deciduous
62.71426,-146.12408,3.15,1.96,evergreen
62.796,-145.76042,4.02,1.92,evergreen
64.96807,-144.59199,3.85,1.52,shrub
64.95002,-146.04273,4.63,2.44,evergreen
63.82144,-146.48059,3.22,1.84,open
64.22848,-145.11576,4.52,2.43,evergreen
65.35572,-144.68559,2.95,1.82,shrub
64.08523,-145.08149,3.56,1.64,evergreen
63.62418,-147.2247,,0.0,open
65.59515,-148.33651,2.86,2.35,wetland
64.7769,-144.63287,3.83,1.5,evergreen
64.18921,-144.64352,8.62,1.96,evergreen
65.06786,-146.40719,3.83,3.21,deciduous
63.10341,-146.72307,2.81,1.82,shrub
63.04969,-148.76587,0.22,1.25,shrub
63.57492,-145.23961,0.63,0.2,open
63.12175,-148.38359,0.16,1.21,shrub
64.54896,-145.75199,5.7,2.48,evergreen
62.99168,-148.1501,3.14,2.13,shrub
63.63075,-146.7228,,0.05,open
64.53014,-144.57376,4.03,2.31,shrub
63.76411,-146.5393,1.39,1.86,shrub
64.19527,-147.25148,2.58,0.99,grass
64.07829,-146.70539,2.59,2.51,shrub
65.29827,-145.39575,2.4,1.85,shrub
62.87595,-148.46801,3.16,2.43,shrub
65.26161,-146.79192,4.66,2.07,shrub
62.69805,-146.50834,3.09,1.83,evergreen
64.03276,-145.35746,3.59,2.08,evergreen
63.68719,-148.27522,3.12,2.85,shrub
64.18939,-148.12069,5.26,2.56,deciduous
64.98896,-145.50144,3.4,2.21,evergreen
65.26238,-146.28409,4.11,1.63,shrub
63.14456,-147.12415,0.3,0.85,shrub
62.80534,-146.49587,3.27,1.79,evergreen
62.81469,-146.64464,3.08,1.8,shrub
63.25331,-148.43522,0.16,1.18,shrub
62.88837,-146.01981,3.87,2.24,evergreen
65.00104,-144.78055,2.3,0.79,shrub
63.75268,-147.50276,3.23,0.54,open
63.1601,-146.7788,0.27,1.49,shrub
64.49443,-146.26516,4.09,2.6,evergreen
64.38323,-147.24214,11.31,2.59,evergreen
65.28781,-148.44551,5.64,2.21,evergreen
65.46152,-147.19201,3.24,1.83,evergreen
63.27372,-147.14454,2.72,1.19,shrub
64.37304,-145.10559,4.61,2.76,evergreen
65.56367,-147.152,0.23,1.33,shrub
64.58273,-147.48949,3.39,2.29,wetland
63.71886,-145.0443,3.7,1.79,evergreen
64.7387,-144.86266,3.44,1.42,shrub
63.20576,-145.76782,4.5,1.87,shrub
62.7265,-147.52307,3.26,2.69,shrub
64.30234,-146.48543,5.35,2.94,evergreen
63.93546,-145.45527,3.21,2.68,evergreen
65.25515,-146.85508,4.48,2.39,shrub
64.53026,-148.41915,4.37,2.57,wetland
63.66291,-145.51995,0.54,2.03,shrub
62.97013,-145.94898,0.94,2.15,shrub
65.22932,-147.7172,3.17,2.39,evergreen
63.45813,-148.73567,4.88,2.65,shrub
65.58029,-145.83251,2.44,1.92,shrub
64.07686,-148.33319,3.18,2.41,shrub
64.90393,-145.71335,4.66,1.65,evergreen
64.61551,-145.84673,4.0,2.41,evergreen
64.73018,-146.10626,3.7,2.6,shrub
65.52074,-148.1944,5.17,1.91,grass
64.68623,-148.34347,5.15,3.77,deciduous
62.95381,-148.41865,0.46,1.94,shrub
63.97507,-148.25265,3.12,2.01,shrub
65.27784,-145.07806,2.79,1.81,evergreen
65.45002,-144.62779,5.06,3.29,deciduous
64.9569,-146.94147,7.18,2.24,evergreen
62.94187,-146.16011,2.52,1.87,shrub
65.52813,-147.78618,2.23,1.88,shrub
65.21459,-147.35322,4.14,2.33,shrub
64.70776,-147.22012,4.83,2.73,evergreen
64.5695,-145.82846,4.1,2.72,evergreen
63.12105,-147.20602,2.61,1.35,shrub
63.41409,-147.08861,0.36,1.38,shrub
65.47057,-144.58496,10.18,3.02,deciduous
64.41734,-144.6993,4.5,2.64,shrub
65.33216,-147.41037,3.01,1.99,shrub
63.36618,-146.92872,3.09,0.81,open
64.94783,-144.87187,4.0,1.27,shrub
63.81112,-145.53866,4.1,3.04,evergreen
63.88904,-148.5509,4.4,2.56,shrub
65.3164,-146.77695,3.68,1.92,shrub
64.44316,-148.28692,4.37,2.53,wetland
63.4982,-145.41054,,0.0,open
65.01055,-146.0829,4.63,3.21,deciduous
63.18622,-146.54016,2.73,1.72,wetland
63.94587,-148.2093,2.26,0.48,open
65.12531,-145.91406,3.24,1.78,shrub
64.12243,-147.47606,4.57,2.65,evergreen
65.3283,-148.41053,3.01,2.48,evergreen
62.82326,-146.06768,1.58,2.14,shrub
64.26575,-145.05064,3.27,2.22,shrub
64.0658,-146.1489,4.26,2.29,shrub
64.22234,-147.59915,4.41,3.11,wetland
64.10047,-146.54933,3.03,2.44,deciduous
65.0488,-148.48928,12.58,3.05,deciduous
62.78102,-147.62215,0.45,1.84,shrub
65.4112,-145.70489,2.62,1.76,shrub
62.89695,-148.22182,3.09,1.92,shrub
63.1212,-148.24381,1.35,1.49,shrub
63.85792,-148.6939,4.21,2.89,shrub
65.22298,-146.97676,4.54,2.41,deciduous
63.87773,-146.3504,5.26,3.21,shrub
64.76698,-145.85,3.33,2.12,evergreen
63.55709,-148.50638,3.5,0.59,open
64.39888,-148.07635,2.8,2.06,shrub
63.26965,-144.62751,,0.0,open
63.28072,-145.11816,,0.0,open
64.49425,-145.6509,4.07,2.17,shrub
63.81117,-146.81553,3.07,1.72,shrub
64.26391,-145.44496,11.15,4.38,deciduous
65.35763,-148.67876,5.6,3.04,wetland
64.32454,-146.02259,6.12,3.35,evergreen
65.53306,-145.18112,3.21,2.02,evergreen
63.228,-145.2748,0.56,0.0,open
65.2778,-146.96209,3.91,2.04,shrub
65.17689,-147.15019,4.22,2.26,shrub
63.24615,-145.09477,,0.0,open
62.73668,-147.05951,4.0,2.11,evergreen
63.45501,-147.05391,2.85,1.28,shrub
63.95036,-145.47582,5.46,2.88,shrub
64.99756,-147.17117,8.42,3.24,evergreen
63.88799,-147.20614,2.94,2.52,shrub
63.92648,-146.20939,3.05,2.46,wetland
63.60803,-148.51108,3.17,2.82,shrub
63.65265,-145.89752,5.57,0.81,open
64.19286,-145.78988,13.26,3.2,evergreen
62.76942,-148.08607,4.05,3.28,shrub
64.07252,-146.27531,4.32,1.48,grass
64.08333,-145.47385,5.23,1.39,evergreen
65.5373,-147.1362,3.3,1.94,shrub
64.89849,-147.65061,4.19,3.29,evergreen
63.98747,-147.51488,3.13,0.77,shrub
63.06507,-147.47185,3.5,2.38,shrub
65.04271,-148.13799,4.62,2.38,evergreen
62.748,-145.67397,4.81,2.38,evergreen
64.16701,-145.42688,13.04,3.21,evergreen
64.97413,-144.64787,3.44,1.23,shrub
64.47798,-146.85797,6.46,2.81,deciduous
65.05331,-148.3985,4.56,1.87,shrub
63.53554,-148.61542,0.45,0.51,open
63.7077,-145.58128,3.23,2.11,shrub
63.39466,-144.77,0.15,0.0,open
64.64522,-147.82306,5.23,2.59,shrub
63.89545,-145.14597,3.68,2.93,crop
63.26375,-145.48189,0.4,0.0,open
63.52951,-147.48485,,0.0,open
63.09836,-148.74402,0.17,0.86,shrub
63.61032,-148.46747,3.41,2.3,evergreen
63.17963,-146.78301,3.13,1.3,shrub
64.86535,-146.90178,4.89,3.19,deciduous
65.27116,-148.46861,3.1,2.62,evergreen
63.79327,-145.49105,2.29,1.36,shrub
64.59566,-148.59149,3.82,2.41,wetland
64.12346,-145.55284,3.5,1.83,evergreen
63.26797,-144.55744,3.67,0.06,open
62.94649,-146.1437,2.94,1.83,shrub
64.99235,-145.17254,4.27,1.88,evergreen
64.17769,-148.19843,3.05,2.05,evergreen
63.20263,-148.57075,2.82,0.68,shrub
64.23743,-145.0815,4.39,3.15,evergreen
64.12389,-145.32059,3.61,1.91,evergreen
63.07461,-146.56905,2.96,1.96,shrub
62.70065,-145.02878,2.42,1.94,wetland
64.62214,-148.60796,4.14,2.11,wetland
63.91785,-147.57822,,0.11,open
63.35134,-145.00785,0.2,0.0,open
64.66705,-146.99224,5.84,2.59,deciduous
63.41471,-145.75492,4.85,2.22,shrub
63.35345,-146.49649,,0.0,open
62.92359,-147.45632,0.69,2.0,shrub
63.48408,-146.28659,0.29,0.0,open
64.24338,-145.01982,12.17,3.82,deciduous
65.1596,-145.02884,3.89,1.79,shrub
63.51015,-144.71865,3.11,0.18,open
64.30948,-145.69604,2.74,2.18,shrub
63.82822,-148.43665,0.31,0.14,open
64.50994,-144.9676,3.25,2.06,evergreen
63.49824,-146.60611,,0.0,open
65.11301,-144.53381,2.95,1.64,shrub
64.24362,-147.89206,7.87,2.69,evergreen
63.15237,-146.21939,3.41,1.51,shrub
64.16788,-147.16433,3.17,2.16,evergreen
63.53855,-145.48822,0.22,0.0,open
65.11434,-148.10206,4.09,2.18,wetland
63.06849,-146.15045,3.41,2.07,shrub
65.49087,-146.06485,2.51,1.63,evergreen
62.80776,-145.23636,3.35,2.06,evergreen
63.51778,-148.35481,0.24,0.0,open
63.82518,-146.57899,2.14,1.72,shrub
63.67499,-145.92838,5.39,0.91,open
64.45174,-147.1049,3.7,3.06,evergreen
65.11457,-146.69343,3.82,2.54,shrub
65.23063,-148.50347,2.66,1.77,evergreen
62.72231,-146.49609,3.18,1.75,evergreen
64.17128,-145.52611,4.27,2.69,deciduous
63.33395,-146.49241,2.25,0.08,open
62.90411,-146.76735,3.71,1.8,evergreen
63.71731,-147.33485,,0.0,open
63.7532,-148.44336,3.29,2.1,shrub
64.03536,-148.22379,3.11,2.13,shrub
65.04942,-148.78402,5.21,2.9,deciduous
65.3767,-145.24434,3.55,1.94,shrub
65.01327,-145.79935,3.96,2.55,shrub
63.56377,-146.2589,,0.0,open
63.4206,-146.10691,,0.0,open
65.59425,-146.29211,3.06,1.89,shrub
63.45278,-146.65793,,0.0,open
63.31509,-144.80073,6.55,0.92,open
64.47336,-146.87499,6.74,2.44,deciduous
62.84732,-146.53044,0.33,2.25,shrub
65.49248,-147.8047,3.19,2.66,shrub
65.02646,-146.94865,6.27,2.45,evergreen
63.47733,-145.86346,5.47,2.27,open
63.05701,-148.77655,2.61,0.96,shrub
64.31606,-144.70037,4.12,2.18,evergreen
62.89172,-146.95519,2.38,1.79,evergreen
63.07275,-146.61215,3.36,1.91,shrub
62.97299,-146.81678,0.24,1.65,shrub
65.2594,-147.03164,3.81,1.96,shrub
63.08847,-145.74575,0.57,1.85,shrub
63.81903,-148.6121,2.27,0.95,open
65.57479,-148.03193,3.8,1.96,shrub
63.17653,-146.2068,2.65,0.16,open
64.73135,-145.20659,3.1,1.86,evergreen
64.34447,-147.8277,3.22,2.2,wetland
63.59266,-148.27718,3.26,1.11,shrub
63.86985,-148.61698,3.7,2.51,shrub
64.49647,-146.41019,2.94,1.91,evergreen
63.95138,-145.6628,4.61,1.6,evergreen
65.46329,-146.48616,0.23,0.75,open
64.13311,-146.12696,4.32,2.33,shrub
62.75824,-147.5218,2.45,1.87,shrub
65.49923,-147.7413,4.51,2.79,shrub
62.87987,-146.41605,3.48,2.12,shrub
65.08711,-144.99736,3.62,2.33,shrub
63.50253,-146.95901,,0.0,open
65.13545,-145.52077,3.47,1.8,shrub
64.51079,-144.57058,3.49,2.58,shrub
63.57378,-148.41362,2.89,0.93,shrub
64.96773,-148.63194,4.73,2.82,shrub
65.40912,-146.18648,3.27,1.88,evergreen
63.76085,-147.98378,3.43,1.63,shrub
65.13627,-146.91935,3.14,2.58,shrub
65.01745,-144.87496,4.87,1.83,shrub
64.98094,-147.46063,4.84,2.96,evergreen
65.49458,-147.7587,4.38,2.82,shrub
63.7541,-144.56412,5.07,1.04,open
63.60197,-145.1387,0.2,0.19,open
65.07667,-145.8673,3.68,2.21,shrub
63.77513,-145.97467,0.55,0.4,open
63.1413,-145.70344,3.68,2.35,shrub
64.17361,-147.88322,5.83,1.94,evergreen
64.41775,-145.8253,5.0,3.42,shrub
64.55989,-147.64705,4.9,2.68,wetland
63.19236,-148.39312,0.21,0.43,open
65.57203,-148.5729,4.75,2.69,shrub
64.4102,-144.92315,2.79,2.81,evergreen
63.7077,-148.63526,3.4,2.19,shrub
65.25803,-146.68948,3.57,1.76,shrub
63.34655,-147.68723,2.15,1.79,wetland
63.77397,-146.94913,3.22,1.23,shrub
65.56666,-144.72232,5.15,2.33,evergreen
62.87805,-145.5769,3.88,1.88,evergreen
64.30911,-148.53959,3.45,1.88,wetland
64.48068,-147.67245,3.54,1.9,shrub
63.36933,-144.94088,0.34,0.0,open
64.25575,-147.55346,5.82,2.48,wetland
62.786,-147.10492,3.87,1.82,evergreen
63.80717,-144.97988,3.81,2.21,evergreen
63.52095,-145.21249,,0.0,open
65.06526,-148.39261,4.64,2.38,shrub
62.89758,-145.98698,3.57,2.17,shrub
62.9897,-145.95274,4.67,2.28,shrub
65.2544,-146.58705,3.79,2.15,shrub
63.22198,-144.88142,0.17,0.0,open
65.2113,-147.25085,10.52,2.61,deciduous
64.46597,-146.29526,3.15,2.26,shrub
65.42393,-145.21622,3.14,1.91,shrub
65.5445,-144.69055,3.48,2.07,evergreen
65.05806,-146.05621,5.57,3.12,deciduous
63.51926,-146.93633,,0.0,open
65.40342,-147.10347,0.48,1.89,shrub
63.37905,-146.99298,2.42,2.22,shrub
65.29472,-146.04165,3.42,1.81,evergreen
63.08824,-148.56683,3.35,0.06,open
62.72376,-146.99632,3.77,2.4,evergreen
63.22736,-148.76993,2.95,1.03,shrub
63.2326,-145.14478,,0.0,open
64.95038,-147.5355,5.59,3.98,evergreen
63.97231,-147.75209,4.18,1.59,evergreen
65.20597,-147.8035,4.71,3.36,mixed
63.17695,-145.16133,1.43,0.98,open
64.95444,-146.52879,11.47,4.12,deciduous
62.73724,-146.69743,2.79,1.65,evergreen
63.17876,-146.71304,3.08,1.82,shrub
62.73162,-146.46352,3.48,1.56,evergreen
63.26117,-145.00134,,0.0,open
64.75797,-146.95887,6.28,4.06,deciduous
62.90612,-147.15761,3.2,1.56,evergreen
64.5654,-145.7281,3.15,2.03,shrub
64.71634,-147.11297,4.26,2.18,evergreen
62.74835,-146.80327,3.5,2.08,evergreen
62.82771,-146.70787,3.6,2.23,evergreen
64.63261,-146.01338,4.14,2.94,evergreen
64.63195,-147.08391,6.11,2.64,evergreen
63.81462,-145.22033,2.66,1.94,wetland
63.26872,-148.06252,2.62,1.89,shrub
64.10829,-147.8577,4.05,3.26,shrub
64.55935,-147.57438,4.01,2.09,wetland
62.71367,-148.16727,2.61,0.63,open
62.97284,-146.27029,0.66,1.49,shrub
62.73612,-147.24055,3.8,2.37,evergreen
63.87377,-147.84335,4.08,1.68,evergreen
65.55049,-144.74738,3.02,1.68,evergreen
62.80588,-146.20242,3.17,2.56,shrub
64.77064,-147.55439,5.03,1.62,open
64.48253,-147.9625,3.13,2.14,shrub
62.97877,-146.02867,3.34,2.27,shrub
63.62523,-144.55243,5.2,2.7,shrub
65.32483,-145.41012,2.62,2.19,evergreen
64.25811,-144.80725,5.6,3.52,deciduous
64.01492,-148.62078,2.54,2.02,shrub
63.84715,-145.93574,5.52,2.02,deciduous
63.50436,-147.68147,0.34,1.22,open
63.50657,-146.68708,,0.0,open
62.7241,-144.56815,3.03,2.09,evergreen
64.22102,-145.10547,6.02,2.82,deciduous
65.0336,-148.24588,2.8,1.93,wetland
62.79267,-146.13941,3.95,1.86,shrub
64.69365,-147.53516,4.71,2.48,wetland
62.78419,-147.71797,0.24,1.5,shrub
63.89071,-145.39372,3.62,2.28,evergreen
63.47688,-148.45869,0.2,0.69,open
65.5237,-144.61262,4.11,2.21,wetland
65.51909,-148.38978,5.46,2.82,mixed
64.12442,-146.72453,2.52,2.41,shrub
63.39408,-148.38418,3.46,2.66,shrub
62.68314,-146.01477,3.18,2.03,evergreen
63.76118,-148.73858,2.62,1.36,shrub
64.34562,-146.4768,3.82,2.31,evergreen
63.81778,-146.56853,1.33,1.86,shrub
65.51671,-146.98219,3.08,1.22,shrub
63.49489,-147.71441,2.43,1.69,shrub
65.26004,-144.90881,3.61,2.18,evergreen
63.09563,-145.23424,3.46,1.58,open
65.2744,-145.96348,3.3,1.66,shrub
65.07801,-146.63913,3.85,2.56,shrub
64.21886,-148.23624,3.02,2.12,wetland
64.86211,-148.56552,6.04,2.56,evergreen
65.05586,-147.25879,5.59,3.61,evergreen
62.92005,-146.01729,3.81,1.77,shrub
64.69598,-148.38256,11.84,3.28,evergreen
64.69867,-146.60863,4.32,2.26,shrub
64.09114,-146.39537,4.89,1.31,evergreen
65.04901,-146.09101,3.22,2.42,shrub
62.76683,-148.0595,3.37,2.51,shrub
65.06932,-146.16875,4.34,2.25,shrub
63.95842,-145.78873,4.73,1.98,deciduous
65.2177,-146.33891,3.01,1.99,shrub
63.98017,-145.51697,4.23,1.91,evergreen
63.79349,-145.37596,1.77,1.58,shrub
65.2172,-144.91958,3.46,2.01,shrub
65.50778,-147.97647,3.52,2.25,evergreen
63.77208,-148.30627,2.17,0.52,open
65.22839,-144.55315,2.96,1.83,evergreen
62.8092,-145.30561,3.69,2.7,shrub
64.03282,-148.19629,4.14,2.34,shrub
65.53381,-144.53075,4.05,1.98,wetland
63.64088,-144.91628,4.67,2.74,evergreen
63.86255,-145.07808,4.73,2.46,crop
64.91254,-145.7973,3.03,1.93,evergreen
64.13525,-146.27053,3.96,1.74,grass
63.72784,-145.12539,4.44,2.14,evergreen
63.38685,-146.45088,,0.0,open
63.13631,-144.97167,3.86,1.89,shrub
65.18843,-146.87633,6.04,2.28,shrub
63.50793,-148.31696,,0.08,open
63.769,-145.61932,2.81,3.05,deciduous
64.33843,-148.03351,4.27,1.79,evergreen
64.40281,-147.9148,3.37,1.88,shrub
64.58714,-145.87726,4.41,2.38,evergreen
63.69618,-145.3583,0.38,1.44,shrub
63.75451,-145.89977,6.11,2.78,evergreen
62.9061,-147.40893,3.68,2.1,evergreen
65.08447,-145.75871,2.98,1.68,shrub
65.33073,-144.74594,3.43,2.4,evergreen
64.79126,-148.18945,6.14,3.3,deciduous
63.49933,-148.70274,0.38,0.28,open
64.82128,-144.57659,4.36,2.19,evergreen
63.39805,-147.18155,3.22,1.62,wetland
64.40543,-146.44469,11.12,3.15,evergreen
63.26042,-144.54753,4.05,0.0,open
64.29036,-148.05706,3.23,2.06,wetland
64.46347,-147.62292,9.5,2.67,evergreen
63.55363,-144.70814,0.22,1.4,shrub
65.51097,-145.02833,4.05,2.39,evergreen
62.74024,-146.06883,7.14,2.17,evergreen
65.32607,-147.5478,3.36,1.77,shrub
63.41442,-145.00103,3.96,0.39,open
63.32912,-146.87674,0.31,1.42,shrub
64.97568,-147.13838,13.12,4.64,deciduous
63.1904,-144.88492,0.23,0.52,shrub
64.64778,-146.98774,5.09,2.66,deciduous
64.84616,-146.32221,4.92,3.64,shrub
64.36013,-145.6969,4.46,1.64,grass
64.66886,-145.3312,4.7,2.43,deciduous
63.10636,-145.7926,3.3,1.52,shrub
62.72133,-146.42696,3.23,1.77,evergreen
63.7206,-147.43306,3.5,0.61,open
63.50137,-144.86651,5.09,1.78,shrub
63.06624,-148.53489,2.33,0.32,open
64.25166,-145.98984,4.0,2.06,shrub
63.87088,-144.58284,7.49,3.11,evergreen
65.38086,-146.99598,3.61,2.1,shrub
63.26369,-148.68331,4.22,1.61,shrub
63.21665,-146.28467,2.09,0.12,open
64.67044,-148.73074,4.87,2.45,evergreen
63.69785,-145.19963,2.96,1.79,shrub
65.32903,-148.70763,4.78,3.05,shrub
64.4191,-144.88868,5.5,3.99,deciduous
63.27583,-148.6778,4.05,1.55,shrub
65.03867,-146.55678,3.23,2.09,shrub
65.35599,-148.15841,7.08,2.42,evergreen
62.95873,-147.29957,3.26,1.84,evergreen
63.78314,-144.87843,7.97,2.08,evergreen
64.83166,-146.68403,5.63,1.71,grass
65.17995,-148.35064,11.13,4.21,deciduous
63.15416,-145.88002,2.63,1.98,shrub
64.0774,-146.6337,2.46,2.64,shrub
63.88432,-146.47619,2.62,2.36,wetland
65.46257,-147.61074,4.23,2.18,shrub
65.33973,-145.31131,4.02,1.98,shrub
63.68232,-146.23905,3.63,2.1,shrub
63.97839,-147.94996,2.6,1.87,shrub
63.7418,-148.73327,4.5,2.12,shrub
63.29297,-148.05108,2.84,1.78,shrub
62.81387,-145.06491,3.81,1.88,evergreen
64.8232,-145.36016,3.13,1.84,evergreen
65.09094,-145.57636,3.55,2.23,evergreen
63.71906,-146.10507,4.38,3.18,shrub
63.66131,-146.4644,0.24,0.26,open
64.92404,-147.25416,5.76,3.48,evergreen
62.97249,-148.21483,2.8,1.65,shrub
65.37442,-148.73007,3.34,2.28,shrub
64.06122,-145.86233,5.54,2.39,evergreen
64.015,-147.34297,2.72,1.88,shrub
65.09866,-146.98408,3.96,3.77,shrub
65.21843,-146.21918,4.26,1.9,shrub
63.8244,-147.13807,2.96,2.02,shrub
63.54349,-145.01421,0.23,0.32,open
62.68653,-146.94514,2.85,1.79,shrub
64.72433,-147.79787,3.86,3.12,wetland
65.31181,-145.10278,3.46,1.98,evergreen
63.26236,-146.78342,2.46,1.59,shrub
64.6964,-145.65413,3.76,2.84,evergreen
65.42633,-148.46603,11.35,3.08,deciduous
63.91856,-148.80866,4.11,2.41,shrub
63.28989,-147.30578,3.7,1.87,shrub
64.5197,-145.5926,4.32,2.01,evergreen
64.9725,-146.26719,8.84,3.84,deciduous
62.95952,-144.60471,0.54,1.93,shrub
63.50089,-145.96471,6.56,0.99,open
64.47494,-147.01996,6.63,1.21,open
65.4101,-147.99666,2.71,2.54,mixed
64.26397,-144.74548,9.64,2.75,evergreen
62.71232,-144.68671,3.99,2.04,evergreen
63.62297,-145.0983,1.87,1.19,shrub
63.58607,-146.28991,,0.06,open
64.50381,-144.79504,3.84,1.89,shrub
64.69246,-147.38929,7.37,3.84,deciduous
64.04509,-146.56415,2.3,2.46,shrub
63.72716,-145.58492,0.63,2.53,shrub
64.1538,-147.47471,3.49,2.39,evergreen
64.80762,-146.88838,5.7,2.01,grass
63.63255,-147.63314,5.15,0.19,open
65.02678,-145.74709,3.61,2.24,evergreen
65.13535,-146.26567,2.77,2.06,evergreen
